报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.21,0.17,0.04,0.29,0.2,0.15,0.08,0.4,0.33,0.22,0.07,0.44,0.32,0.21,0.07,0.93,0.63,0.42,0.16,1.06,0.74,0.5,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.99,6.88,6.74,13.55,13.25,13.04,12.79,4.34,4.59,3.59,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.17,0.25,0.23,-1.02,-0.8,-0.51,-0.12,0.61,2.04,0.33,
主营业务收入(万元),68702,45576,18062,78789,52490,34090,17181,64390,47609,31295,14188,60050,44380,28109,12242,52893,36347,26668,11617,51622,41488,31175,
主营业务利润(万元),48547,30893,13187,52453,38169,24935,12389,46350,33183,22039,9963,40831,29927,18784,8063,38678,26989,19830,8834,38500,30485,23362,
营业利润(万元),7167,5543,1069,9841,7181,5215,1761,8168,7694,5353,1753,9546,7593,4799,1561,10729,7193,4568,1476,9821,6707,5020,
投资收益(万元),147,87,32,1335,772,375,150,643,373,142,--,--,--,0,--,--,--,--,--,3,-0,-1,
营业外收支净额(万元),604,521,528,1188,844,597,272,2076,807,315,113,1913,598,540,189,567,154,128,68,460,142,-26,
利润总额(万元),7771,6064,1597,11029,8025,5812,2033,10244,8501,5668,1866,11458,8192,5339,1751,11296,7348,4696,1544,10281,6849,4994,
净利润(万元),7086,5519,1409,9641,6777,4882,1720,8732,7206,4783,1568,9663,7043,4527,1451,9648,6402,4064,1339,8764,6113,4137,
净利润(扣除非经常性损益后)(万元),6556,5075,956,7730,5505,4119,1408,6559,6222,4414,1484,8084,--,4094,--,9533,--,3962,--,8375,5992,4159,
经营活动产生的现金流量净额(万元),-34580,-37079,-32439,-59206,-20932,-11903,-11669,-18845,-6605,-1005,4714,7908,3667,5563,5050,-11212,-8772,-5639,-1272,5073,12525,2050,
现金及现金等价物净增加额(万元),-12306,-10672,-4630,-8592,-10999,-3931,-7822,-45256,-42814,-23607,3047,-3326,-7339,-3564,359,83769,86794,92320,100310,-95,2381,-3120,
总资产(万元),279617,276162,272424,249035,212047,210192,201486,189066,175798,171883,168635,166217,164116,159865,158116,157863,156126,155999,157158,51506,42766,34732,
流动资产(万元),234699,235642,232254,209487,172813,170297,164485,153941,143650,140384,138470,136594,137708,134554,134878,134920,134085,134152,136180,31295,25376,23784,
总负债(万元),99105,97184,95917,73924,39767,39840,32062,21379,9643,8161,8105,7281,7843,6089,7427,6452,9862,12075,15958,15566,14667,12743,
流动负债(万元),95536,93684,92523,70314,36468,36475,28794,18133,7025,5651,6078,5546,5245,3958,5259,4676,8200,10403,14133,13872,13104,11603,
股东权益不含少数股东权益(万元),178469,176913,174458,173049,170185,168291,167335,165615,164089,161666,158451,156883,154249,151747,148671,149427,146197,143858,141134,35872,28028,21915,
净资产收益率加权(%),4.03,3.15,0.81,5.7,4.01,2.91,1.03,5.42,4.49,3,0.99,6.32,4.64,3.01,0.97,8.13,5.91,4.52,3.66,27.63,24.48,18.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
