报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.81,0.55,0.26,0.84,0.65,0.43,0.21,0.51,0.34,0.2,0.1,0.47,0.34,0.23,0.08,0.37,0.29,0.41,0.17,0.51,0.29,0.28,0.19,0.86,0.67,0.47,0.19,0.76,0.72,0.52,0.23,0.65,0.7,0.45,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.89,--,5.67,5.55,5.41,5.32,5.24,7.93,7.69,7.52,5.76,5.75,5.76,5.57,5.38,5.18,5,4.81,4.76,4.55,4.27,4.04,5.79,5.54,5.38,5.18,4.21,4.02,3.87,3.69,3.37,3.29,3.07,4.42,4.11,3.94,3.96,3.81,3.62,3.55,3.45,3.34,3.37,3.33,1.62,0,1.57,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.45,--,0.24,0.16,0.08,0.36,0.21,0.4,0.3,0.41,0.42,0.33,0.29,1.03,0.86,0.89,0.38,1.24,1.07,0.96,0.55,0.82,1.16,0.51,0.36,0.67,0,0,0,0.94,0,0,0,0.68,0,0,0,0.18,0,0,0,0.3,0,0.23,0,0.26,0.02,--,
主营业务收入(万元),686688,467340,218270,971012,716168,470232,226904,846941,596939,364416,173091,700312,501946,305425,135114,519547,384518,277820,136353,473775,335689,228323,114694,399789,288627,188854,86453,344366,259684,185657,85730,286784,193640,121975,56336,180698,136410,88768,39519,135222,98483,66107,35380,99348,70427,43589,21915,65199,49482,33231,16690,45110,31750,21679,37523,18117,39237,39765,
主营业务利润(万元),140299,95764,44700,163337,118140,78436,37970,114540,78993,48165,24112,101657,72083,45767,17568,74341,56362,45531,19651,62149,40797,32187,19096,79548,60325,40851,13888,74888,63951,48625,21390,59546,45925,29076,--,37359,28968,19811,8418,25395,16936,13108,7621,20089,14259,8886,4651,13310,11061,7689,3896,9008,6295,4250,6535,3857,7978,9610,
营业利润(万元),90328,61620,28720,95457,73349,48645,23077,57525,37905,21955,11274,52884,38404,25670,9199,41103,32507,30576,12568,29024,16805,16380,11268,49987,39028,27211,10702,44576,41939,33733,15039,41406,34509,22339,9506,29473,23652,16566,7060,20250,13242,10617,6321,15290,11077,6811,3737,9785,6987,5192,2623,5410,3857,2770,4465,2685,5120,7044,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),335,448,201,38,-93,-121,-95,248,485,398,126,359,137,101,126,745,138,118,70,945,330,64,2,185,28,-9,0,469,--,--,--,--,--,--,--,-22,0,0,36,153,0,0,0,-65,0,0,0,-289,0,-49,-54,-70,30,18,0,0,0,--,
利润总额(万元),90663,62068,28921,95494,73257,48523,22982,57773,38391,22353,11400,53243,38541,25771,9325,41848,32645,30695,12638,29969,17135,16444,11270,50173,39056,27202,10702,45045,42120,33985,15251,41450,34577,22368,9550,29451,23799,16659,7096,21842,14320,11285,6952,15226,11083,6785,3742,10356,6957,5143,2569,6143,4685,3585,4473,2685,5147,7044,
净利润(万元),76855,52606,24536,80443,62155,41180,19535,48952,32477,19000,9690,45157,32700,21859,7926,35470,27728,26102,10742,25414,14552,13949,9580,42510,33155,23079,9346,37690,35822,25637,11511,32029,23162,14975,6398,23365,15935,11151,4754,17555,9595,7561,4658,12614,7425,4546,2507,7876,4662,3446,1721,4609,3131,2395,3357,2179,3438,4720,
