报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.05,0.01,-0.02,-0.44,-0.29,-0.23,-0.11,0.04,-0.27,-0.17,-0.09,-0.35,-0.18,-0.11,-0.15,0.36,0.23,0.12,0.05,0.34,0.22,0.12,0.06,0.04,-0.03,-0.05,-0.11,-0.58,-0.42,-0.37,-0.23,0.03,0,0.05,0.02,--,--,0.13,0.04,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.44,2.51,4.07,4.22,4.2,4.09,3.59,3.54,3.42,3.31,3.26,3.2,3.13,3.1,3.04,3.16,3.32,3.37,3.51,3.74,3.87,3.9,3.88,2.83,2.77,--,--,2.46,2.38,2.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.11,0.18,0.16,-0.22,-0.11,0.37,0.41,0.68,0.47,0.48,-0.03,0.62,0.77,1.11,0.75,0.91,-0.09,-0.17,-0.31,-0.88,-0.45,0.12,-0.38,0,0.08,-0.26,--,1.01,1.57,1.33,
主营业务收入(万元),45291,31727,15893,66984,48429,28536,14130,70808,50788,32956,15517,63138,44609,30718,15831,75614,55365,35439,15618,62203,43368,28643,13441,50132,34739,20687,8359,37236,28610,16195,6448,31409,24034,16229,7802,34951,26237,17413,7911,30826,33629,27225,
主营业务利润(万元),9959,6417,2607,5119,3836,2429,1305,8484,5823,4254,1762,8194,5965,3847,1383,13035,8590,5388,2441,11775,8340,5022,2262,7871,5146,2829,678,2947,1419,-121,-523,3423,3858,3059,--,9326,6759,4164,1737,7295,9609,8028,
营业利润(万元),665,176,-212,-7122,-5412,-3980,-2219,-4456,-3505,-2160,-1190,-5317,-2377,-1425,-1328,3371,2143,1191,489,3897,2640,1336,665,1498,471,-4,-873,-4442,-3078,-2905,-1924,-1062,421,609,251,3038,2269,1172,246,2343,3701,3643,
投资收益(万元),22,22,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,2,2,--,--,--,--,--,--,--,--,0,27,24,16,8,32,33,34,
营业外收支净额(万元),436,149,97,1263,1349,597,512,5532,50,-12,46,512,174,121,75,832,255,186,141,108,44,44,7,53,28,24,16,-67,--,-1,--,--,--,-2,--,0,0,-3,--,0,0,0,
利润总额(万元),1100,324,-115,-5858,-4063,-3383,-1707,1076,-3455,-2172,-1144,-4805,-2203,-1305,-1252,4203,2398,1376,631,4006,2683,1380,672,1552,499,21,-857,-4509,-3078,-2906,-1924,256,416,607,249,2940,2188,1169,246,2354,3722,3633,
净利润(万元),737,143,-326,-6053,-3980,-3241,-1531,570,-3777,-2395,-1198,-4924,-2527,-1511,-1315,2970,1833,947,379,2576,1691,880,441,322,-210,-382,-852,-4407,-3147,-2758,-1770,175,18,336,101,1671,1262,659,185,1506,2336,2318,
净利润(扣除非经常性损益后)(万元),332,7,-415,-7340,-5239,-3749,-1987,-4950,-3817,-2380,-1242,-5412,--,-1632,--,1279,--,773,--,2465,--,833,--,267,--,-414,0,-4357,0,-2757,--,-1359,0,338,--,1721,1395,656,--,1484,2294,2307,
经营活动产生的现金流量净额(万元),6301,2404,3762,7729,4722,1807,-2065,5843,2095,2959,2990,2275,1512,2457,1368,-1878,-918,3235,3089,5090,3561,3589,-217,4650,5778,8371,5689,6894,-705,-1279,-2319,-6638,-3411,919,-2022,4063,426,-1291,-2283,5101,7889,5572,
现金及现金等价物净增加额(万元),-1667,718,2656,-1643,-821,-851,-1840,-2099,-4287,-2386,-53,-167,-39,-846,2674,160,3449,8902,4794,764,-1105,1715,-267,-925,1824,3061,1484,-4775,-7627,-4515,1114,12308,15394,16523,15467,-28,1567,1349,308,223,1320,-112,
总资产(万元),188788,193676,190655,154475,131548,131093,124080,123350,127170,130134,126753,125041,123706,116283,111739,104818,104623,103441,87846,76688,72192,73203,70070,68273,74053,74543,71340,70618,69601,68099,70098,67885,71403,71202,68365,50196,49343,--,--,38533,34310,35017,
流动资产(万元),64945,69658,67696,57201,62338,68183,61945,60918,63756,67006,63595,62104,61620,54348,51332,45512,46202,49939,44022,35056,34691,37990,35096,33493,38884,39163,35527,34906,34196,33919,38178,35626,39975,39936,38367,19678,19463,--,--,16219,12918,12863,
总负债(万元),143806,149322,144107,123089,97690,96222,87564,85237,93052,94405,90589,87779,84079,75291,70437,62256,62854,62641,55132,44506,41094,42773,40197,39069,45696,46358,43912,42332,40201,38526,39151,35030,37636,37309,34486,31423,31085,--,--,24140,20175,23357,
