报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.01,0,0.01,0.04,0,0,0.01,0.03,0.01,0.01,0.01,0.02,0,0,0.01,0.02,0,0,0.01,0.27,0.2,0.14,0.02,0.38,0.2,0.14,0.07,0.75,-0.13,-0.07,-0.06,-0.26,-0.03,0.02,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.79,--,2.9,--,2.86,2.86,2.87,2.86,2.85,2.85,2.86,2.85,2.77,2.72,2.7,4.07,3.91,2.48,2.42,4.68,3.46,3.52,3.54,3.59,3.82,3.87,4.24,3.83,3.86,3.83,6.12,6.07,6.04,6,5.98,5.94,5.75,5.77,5.77,5.73,5.64,5.57,0,2.41,0,1.91,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.05,--,-0.01,--,0.04,-0,0.05,0.23,0.04,0.06,-0.09,0.1,-0.2,-0.03,-0.1,-0.04,-0.26,-0.02,-0.04,-0.86,-0.35,-0.38,-0.24,-0.12,-0.05,-0.03,-0.12,-0.06,0,--,0,0.16,0,0,0,-0.18,0,0,0,-0.09,0,0,0,0.75,0,--,--,
主营业务收入(万元),90342,54191,24362,160627,64738,42937,18516,105170,64351,36116,18749,104335,59919,46072,27433,138654,100658,72984,49644,178583,139505,105417,44637,172790,127438,68724,25493,115057,20098,11934,6408,29688,26522,19333,9913,37759,31319,21708,10041,25848,19063,11802,5067,20202,15153,10672,5058,24413,18342,11952,6271,21936,10062,19011,14670,
主营业务利润(万元),26911,17208,8047,44101,22960,15215,7566,32704,18755,11571,5116,27583,16206,12309,5953,30052,20874,14454,7973,51551,37117,27043,9720,33295,22160,14640,7361,37875,3632,2788,1573,6294,6053,4509,--,11073,8321,6001,2918,6000,4533,2924,1256,5454,3987,2887,1367,7235,5637,3477,1650,6346,2702,6317,3858,
营业利润(万元),5015,3053,1686,6137,4118,2094,1988,6691,2472,1560,1785,3992,1646,2129,1654,2247,1732,1897,1940,26031,19984,15596,3196,19713,11245,7802,3672,18195,-2196,-1187,-797,-3434,352,818,490,2788,1872,1389,654,1875,1437,1024,358,1679,1215,950,435,2739,2002,1321,513,2505,874,2456,1686,
投资收益(万元),--,--,--,1278,-52,--,--,4,--,--,0,1002,1602,1542,1488,55,55,4,3,1407,1437,798,310,1577,880,787,-7,-4,-12,-10,-8,-6,-5,-3,-1,-15,-9,-6,-2,-3,10,11,-12,4,-1,-3,0,-9,-8,0,0,0,0,-8,--,
营业外收支净额(万元),481,471,334,6909,342,339,-2,1576,739,722,219,1599,783,71,50,1356,83,19,9,96,284,168,4,2014,336,-18,7,--,--,--,--,--,--,--,--,-19,0,--,0,-36,0,0,0,-3,0,0,0,13,0,0,0,0,0,-45,5,
利润总额(万元),5496,3523,2019,13046,4460,2433,1987,8267,3211,2281,2004,5591,2429,2200,1704,3604,1815,1916,1949,26127,20268,15764,3200,21727,11581,7784,3679,18922,-2144,-1132,-795,-3503,342,836,498,2754,1856,1380,656,1836,1408,996,347,1680,1209,947,435,2743,1994,1323,513,2518,884,2493,1692,
净利润(万元),339,369,908,3251,280,275,908,2291,377,341,1104,1201,314,316,1052,1155,245,267,1016,19887,14403,10618,1643,17828,10008,6362,3130,16724,-1922,-1073,-806,-3814,-447,265,241,1331,1371,967,419,1613,1279,923,313,1516,1107,856,390,2701,1973,1301,505,2518,895,2445,1217,
