报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-08-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.39,0.25,0.12,1,0.92,0.78,0.11,0.33,0.29,0.18,0.08,0.31,0.27,0.19,0.11,0.4,0.32,0.16,0.09,0.34,0.27,0.17,0.08,0.25,0.21,0.14,0.06,0.23,0.2,0.15,0.07,0.31,0.3,0.2,0.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.45,4.37,4.33,4.25,4.33,4.22,4.14,3.97,4.05,3.97,3.89,3.79,3.83,3.75,3.71,3.24,3.27,3.21,3.18,3.32,3.41,3.34,3.15,3.06,3.12,3.02,2.96,2.88,2.93,2.87,2.79,2.75,2.81,2.76,2.68,2.63,2.58,2.73,2.73,2.69,2.41,2.37,2.45,2.41,2.37,2.33,0,0,2.13,2.06,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.19,--,0.54,0.37,0.23,0.69,0.5,0.3,0.17,0.74,0.55,0.34,0.18,0.36,0.2,0.26,0.07,0.43,0.23,0.14,0.08,0.37,0.28,0.18,0.1,0.46,0,0,0,0.3,0,0,0,0.23,0,0,--,0.2,0,0,0,0.2,0,0.09,--,0.26,0.22,0.18,0.21,0.19,0.16,
主营业务收入(万元),243828,149962,73932,362036,279628,192805,84500,327928,235079,148904,73810,313462,229027,156063,83468,295162,211532,117868,57449,230239,166204,105460,50652,144167,90902,55589,26201,106306,77979,49456,23211,110345,78944,51845,23188,119193,86262,53273,25019,91148,65466,39950,18588,70578,51282,32063,15069,59814,44169,28890,16610,64613,47869,30839,14771,60452,38769,27279,51540,45081,38870,
主营业务利润(万元),122720,76476,37713,178408,138496,93967,42639,163713,118666,74270,35715,151112,119063,83987,46273,166381,127019,57346,29625,112383,87637,55031,26533,68728,45782,27959,13702,58099,44699,29975,14757,72736,51555,34770,15695,88229,64852,40021,19113,67003,48939,29475,13595,51295,38156,23747,11141,42931,31755,20700,11819,44838,34360,21999,10455,41872,28805,19506,39009,34372,29546,
营业利润(万元),112138,70200,34211,145857,117807,77654,32708,115281,84858,51293,23349,93783,78492,57077,32904,115610,95669,42117,22438,85460,66706,40707,18782,56793,48263,33497,13211,56176,46428,33865,16427,74742,58213,36682,18695,72468,54321,33335,16617,59611,37444,24277,11462,44414,34461,21275,9864,32082,26730,17288,9640,36859,29136,18139,8849,39530,26069,16856,32375,31456,27984,
投资收益(万元),22844,13662,6033,18704,17162,10830,5120,18568,14358,8932,3851,12910,10598,6845,3502,12770,11789,13571,6542,29832,20680,13216,6484,33297,31459,21383,7432,27599,22390,15895,7429,19078,18613,9717,6628,-7460,-5537,-3491,-1558,-5663,-2046,-276,-71,-878,-616,-390,-181,6053,360,431,159,417,1064,282,225,-1451,708,551,2242,2685,4638,
营业外收支净额(万元),-90,-66,-73,150835,151084,150557,56,-23864,146,-14,28,-141,5,-0,12,51,-11,-22,-19,238,605,716,670,223,-9,-5,-5,-98,--,824,--,2639,--,--,--,-5728,0,0,0,-24,0,0,0,-750,0,0,43,56967,0,0,0,-18,-4,-0,0,-233,0,0,-33,0,0,
利润总额(万元),112048,70134,34137,296692,268891,228211,32764,91417,85004,51279,23377,93642,78498,57077,32916,115662,95658,42095,22419,85698,67311,41423,19452,57016,48254,33492,13206,56079,46322,34689,16913,77381,72199,50339,31940,62621,50276,30961,15717,57691,38510,25589,12307,56877,35825,22720,10883,99892,94903,83861,10667,40556,32776,20231,10160,40516,26754,18295,34585,34124,32596,
净利润(万元),85292,53896,25583,218688,200497,169733,23771,71969,63519,38554,17184,68453,57857,41882,23829,87515,70718,35252,18606,74581,57996,35950,16895,54022,45520,31341,12126,50319,42847,31805,15340,67360,64339,44441,29906,55924,41278,25346,12862,48504,30697,20755,10041,48456,29604,18748,9012,85204,80137,70745,9204,35135,28154,19118,9609,40194,26534,18156,34364,32360,29384,
