报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),-0.01,0,0,0.07,0.04,0.02,0.01,0.07,0.07,0.06,0.03,0.1,0.05,0.02,-0.05,0.33,0.27,0.18,0.14,1.06,0.74,0.6,1.07,0.88,0.87,0.52,
每股净资产(元),3.17,3.19,6.47,6.47,6.44,6.42,--,6.49,6.49,6.48,6.44,6.41,6.36,6.33,6.41,6.46,6.41,6.31,12.91,12.76,4.22,4.01,3.41,0,3.14,2.38,
每股经营活动产生的现金流量净额(元),0.01,-0.03,-0.01,-0.06,0.09,-0.01,0.03,-0.12,0.01,0.04,0.09,0.09,0.15,0.06,0.04,-0.17,-0.12,-0.18,-0.27,0.47,0.37,0.61,1.07,0.76,0.44,0.36,
主营业务收入(万元),17602,11149,4424,26747,18980,12329,5756,23898,17612,12131,3321,20602,15967,10811,4854,28707,21522,14552,6639,30250,23059,15921,26423,19812,24219,16366,
主营业务利润(万元),4869,3278,1538,7987,5717,3539,1636,6406,4746,3066,730,5616,4553,3103,987,8851,6770,4382,1959,10287,8098,5798,11084,8329,8868,6104,
营业利润(万元),-460,-191,12,1395,1000,704,334,1135,970,823,425,460,468,201,-603,3798,3098,2064,851,4832,3910,3052,5189,4617,3937,2492,
投资收益(万元),-91,-72,-30,-130,-269,-155,-33,-105,-68,-28,--,--,--,0,--,41,--,--,--,--,0,0,0,0,0,0,
营业外收支净额(万元),395,365,33,320,46,27,-3,378,111,79,0,939,146,38,35,779,754,498,170,889,321,129,415,24,398,139,
利润总额(万元),-65,174,46,1715,1046,731,331,1513,1080,902,425,1399,615,239,-569,4577,3851,2562,1021,5722,4231,3180,5604,4641,4335,2631,
净利润(万元),-239,33,1,850,440,258,146,914,872,773,380,1277,625,267,-566,3967,3352,2200,866,4939,3669,2749,4852,4012,3947,2352,
净利润(扣除非经常性损益后)(万元),--,-168,--,556,--,237,--,583,--,706,--,434,--,235,--,3274,--,1751,--,4159,3348,2631,4476,3987,3606,2237,
经营活动产生的现金流量净额(万元),230,-798,-175,-770,1118,-109,331,-1433,140,438,1148,1142,1778,695,527,-2112,-1465,-2214,-1665,2860,1899,2796,4853,3453,2002,1635,
现金及现金等价物净增加额(万元),-14631,-13506,597,-12775,-8171,-7465,-2194,-4832,-4267,-2532,-854,-4037,-2229,-2184,-213,-10789,-7268,-6356,-1751,59629,1509,2665,132,1474,954,-1099,
总资产(万元),113317,110932,110569,109917,100897,101052,102355,102688,98402,91788,89608,87109,89000,87181,86568,88085,87638,87961,88247,88481,30868,30467,27252,0,25613,20761,
流动资产(万元),63895,62150,64210,63381,70020,70158,74402,76751,73220,72765,71420,72142,77859,76114,75512,76960,77294,78131,79412,79591,21923,21389,18114,--,16820,12899,
总负债(万元),22330,19687,18213,17604,14386,14910,16519,15924,11903,10751,9044,8881,11424,9963,8353,9304,9434,10891,9468,10558,11645,12163,11687,--,11262,9908,
流动负债(万元),19005,16421,15883,17125,14336,14910,16519,15924,11903,10751,9044,8881,11424,9963,8353,9304,9184,10741,9318,10408,10335,10866,10337,--,10492,9732,
股东权益不含少数股东权益(万元),77467,77746,78960,78941,78512,78303,78173,79232,79146,79041,78613,78228,77577,77218,78215,78782,78166,77014,78730,77864,19179,18259,15511,0,14298,10807,
净资产收益率加权(%),-0.3,0.04,0,1.08,0.56,0.33,0.18,1.16,1.11,0.98,0.48,1.63,0.8,0.34,-0.72,5.08,4.29,2.8,1.11,21.7,--,16.28,30.46,0,31.44,23.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
