报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.03,0.04,0.01,0.06,0.13,0.2,-0.04,-0.26,-0.1,-0.04,-0.01,0.04,0.06,0.04,0.01,0.06,0.06,0.03,0.02,0.06,-0.09,-0.06,-0.02,-0.2,0.03,0.06,0.05,0.06,0.03,0.02,0.02,0.03,0.02,0,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,1.67,--,1.94,--,2.02,--,2.08,2.06,2.03,2.02,2.03,2,1.99,1.97,1.82,1.85,1.9,1.91,1.34,1.37,1.36,1.31,1.28,1.27,1.27,1.25,1.28,1.26,1.27,1.2,1.16,1.15,1.15,1.15,1.23,1.21,1.21,1.23,1.34,1.36,1.4,1.44,1.48,1.15,0,1.09,1.06,1.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.04,--,0.08,--,-0.03,--,0.04,-0.02,-0.09,0,-0.06,-0.07,-0.1,-0.21,-0.2,-0.14,-0.15,0.06,0.16,0.13,0.07,-0.06,-0.09,-0.11,-0.05,0.12,0.04,-0.05,-0.03,0.08,0,--,0,0.22,0,0,0,0.07,0,0,0,0.03,0,0.02,0,0.34,0,0.17,
主营业务收入(万元),335473,222975,110857,450248,343544,224876,108379,378773,276473,185105,94014,355296,267694,169273,83487,307025,228027,148117,74016,257227,196552,128806,63971,237959,183279,113398,50721,141363,99453,65454,31770,110226,80600,50079,24106,99364,73530,49468,23783,96026,71893,46105,21164,100862,78770,54702,30458,130703,93204,60330,24955,111637,100707,71539,
主营业务利润(万元),96429,66104,33607,110879,82244,53155,24874,79475,59961,42604,22171,78854,58168,35726,18004,64427,49661,32885,15671,40718,32111,21331,11065,51006,44379,30263,13625,28228,17547,12023,5220,20624,15016,10057,4667,20977,15516,9846,4299,20127,16258,9735,3909,20174,16077,10912,5446,28197,20613,13984,5395,28395,23296,17083,
营业利润(万元),1963,3141,507,-29508,-15487,-8133,-3999,-29387,-11327,-5180,-1767,-5821,-903,-2130,-153,-9948,3149,1939,1693,6582,-7344,-4742,-1073,-11039,952,3562,3228,2696,2037,1506,1410,1365,1235,125,254,-1677,-2059,-1671,-1630,-8929,-2074,-2825,-2156,-10116,-5439,-3805,-2313,1438,1803,2094,664,5199,4110,4276,
投资收益(万元),4858,2811,-434,-3162,-4181,1641,1102,4905,3562,1452,835,8954,7824,4291,2561,10832,8503,4789,2487,33168,7942,4597,2505,7792,6529,3491,1802,5241,5051,3188,1905,3479,3103,1722,864,1276,1568,597,481,117,52,-574,-268,-2774,50,-809,-447,-1566,482,132,-191,2064,2208,326,
营业外收支净额(万元),525,458,69,31697,25535,25517,298,1445,187,114,67,7142,4420,4330,292,12165,738,685,62,486,-198,-331,-177,-2782,509,36,26,737,--,174,--,--,--,--,--,1270,0,--,0,2125,0,0,0,536,0,0,0,2605,0,0,0,0,0,0,
利润总额(万元),2488,3599,576,2189,10047,17384,-3701,-27941,-11140,-5065,-1700,1321,3517,2199,139,2218,3887,2624,1755,7068,-7542,-5073,-1250,-13820,1461,3598,3255,3433,2321,1680,1391,1606,1393,279,397,1002,1001,382,271,-6183,-350,-1823,-1889,-12355,-5269,-4415,-2718,2667,4115,3995,512,7417,6881,6564,
净利润(万元),3882,4958,674,5328,11149,17906,-3646,-22654,-8658,-3804,-1254,3280,5369,3400,492,4872,5717,2839,1881,5146,-7621,-5161,-1325,-12878,1604,3673,3236,4076,2221,1543,1378,2177,1171,272,574,1478,946,301,259,-6197,-438,-1813,-1837,-12583,-5361,-4550,-2876,1282,4185,2841,428,6071,5882,5785,
