报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.97,1.24,0.6,2.03,1.64,0.98,0.31,1.17,1,0.96,
每股净资产(元),15.26,14.53,9.95,9.35,--,8.3,--,7.32,6.15,5.15,
每股经营活动产生的现金流量净额(元),1.17,0.81,0.32,1.39,--,0.2,-0.31,-0.03,2.67,-0.86,
主营业务收入(万元),49181,32043,14062,45483,33686,20917,7988,37039,33606,31258,
主营业务利润(万元),16525,10623,4620,13798,10499,6423,2230,9261,7780,6673,
营业利润(万元),13679,8369,3598,10632,8575,5113,1688,5966,5059,4056,
投资收益(万元),--,--,--,4,4,--,--,6,6,6,
营业外收支净额(万元),12,-5,2,11,8,8,-23,131,224,696,
利润总额(万元),13691,8364,3600,10643,8582,5122,1665,6097,5283,4752,
净利润(万元),10353,6273,2700,9148,7366,4424,1415,5247,4504,4089,
净利润(扣除非经常性损益后)(万元),--,6277,2698,9139,--,4417,1434,5135,4314,3497,
经营活动产生的现金流量净额(万元),6580,4565,1461,6264,3488,881,-1409,-120,12010,-3867,
现金及现金等价物净增加额(万元),20712,22808,-1301,5931,1673,2663,--,-2371,-135,3581,
总资产(万元),107503,105138,69413,62246,--,61005,--,54587,48883,46867,
流动资产(万元),77934,83122,50911,45317,--,45411,--,38931,32540,32938,
总负债(万元),21671,23387,24629,20162,--,23645,--,21652,21195,23683,
流动负债(万元),21473,23357,24598,20129,--,23645,--,21614,21152,21476,
股东权益不含少数股东权益(万元),85832,81751,44783,42083,--,37360,--,32935,27688,23184,
净资产收益率加权(%),16.19,10.13,6.22,24.39,--,12.59,4.21,17.31,17.71,21.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
