报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,
基本每股收益(元),-0.03,-0.07,-0.05,0.21,0.06,-0.1,-0.02,0.13,0.06,0.03,-0,0.09,0.05,-0.04,-0.03,0.11,0.09,0.05,0.02,0.08,0.05,-0.04,-0.02,-0.25,-0.18,-0.13,-0.08,0.21,0.13,0.09,0.46,0.18,0.09,0.36,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.07,1.99,2.09,2.12,2.11,2.07,2.04,2.02,1.99,1.9,1.92,1.95,2.01,2.06,2.87,2.95,2.87,1.77,1.68,0,0,1.23,3.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.46,-0.21,-0.03,0.19,0.08,-0.09,0.03,0.49,0.06,0.01,-0.07,0.28,-0.04,-0.4,-0.18,-0.36,-0.81,-0.85,0.88,0,-0.04,0.07,1.2,
主营业务收入(万元),48572,26888,11930,69104,46081,26099,13442,68033,52366,30355,12867,64073,49201,26185,11669,74344,56009,32994,16113,76918,50736,26282,12776,61580,39622,21178,9059,72767,50151,27618,79297,50514,26268,62531,55678,
主营业务利润(万元),8220,3926,1426,13912,6681,3889,2132,11603,8337,4595,1699,10476,7911,3754,1137,11079,9126,5270,2486,12395,8258,3958,1964,7176,4704,2484,1251,13270,8887,5519,15072,9355,5053,11417,6919,
营业利润(万元),-1131,-2241,-1660,957,-2044,-1910,-246,2457,1230,544,-63,1727,954,-688,-516,2172,1822,946,359,1511,889,-733,-365,-4360,-2794,-2010,-957,2328,1182,912,4593,2594,1325,3482,1910,
投资收益(万元),-12,-14,--,-122,-213,-247,-57,809,809,809,101,507,250,52,49,1050,573,198,37,307,11,-18,-5,-119,-122,-122,-81,2,1,0,--,0,--,--,--,
营业外收支净额(万元),103,-3,-5,3493,3556,60,1,-136,36,14,12,55,90,91,88,-65,-12,-2,-3,111,68,57,16,38,54,52,37,324,--,113,-16,--,--,-3,-75,
利润总额(万元),-1029,-2244,-1665,4450,1512,-1849,-245,2322,1265,559,-51,1782,1044,-597,-427,2107,1810,944,356,1622,957,-677,-349,-4322,-2740,-1958,-920,2652,1524,1025,4576,2611,1336,3479,1835,
净利润(万元),-842,-1930,-1357,3313,997,-1523,-260,2007,990,392,-56,1354,788,-578,-475,1673,1458,769,266,1207,771,-680,-349,-3841,-2768,-1985,-920,2169,1221,805,4114,1596,822,3029,1633,
净利润(扣除非经常性损益后)(万元),-984,-1983,-1353,812,-1525,-1364,-33,1812,650,70,-249,615,--,-431,--,700,--,771,--,794,--,-741,--,-3789,--,-2030,0,1989,0,--,--,0,0,--,--,
经营活动产生的现金流量净额(万元),6124,-642,-1043,2583,-958,-1503,-27,2963,1275,1346,851,-3918,-7101,-3254,-540,2915,1286,-1439,469,7711,952,21,-1113,4441,-652,-6294,-2118,-4364,-9660,-7649,7939,-4085,-343,588,8897,
现金及现金等价物净增加额(万元),-641,-3373,-1065,-1841,-569,-1360,3875,3147,-1307,83,711,-2870,-6490,-5467,1841,-4405,-3710,-5486,-2221,-1478,-5696,-2710,-2492,-2612,-1878,-9003,-3237,9131,9163,-9485,6232,-2432,-2889,-50,3949,
总资产(万元),79660,71029,68412,68813,63095,55631,50667,49291,51698,49967,44997,46647,51333,50451,50521,55321,59776,57798,56505,61504,61177,58962,55783,62733,67919,55336,61443,69624,76153,51451,52995,0,0,41806,36921,
流动资产(万元),42258,37857,37729,39963,42813,39108,37428,35566,37844,35767,30530,31817,36135,35103,34895,39140,43721,41825,40430,45267,44573,42167,38395,45417,50460,37235,42750,50418,56945,31987,34727,--,--,26640,21553,
总负债(万元),45189,37580,34590,33384,30063,25363,17584,16016,19418,18278,12172,13760,18973,19457,17880,22199,26832,25533,24737,29989,30086,29302,25785,32385,36498,23131,26973,34233,41704,35504,37840,--,--,30738,30053,
流动负债(万元),42866,35203,32316,31159,30063,25363,17584,16016,19418,18278,12105,13693,18973,19457,17856,22174,26832,25533,24737,29989,30086,29302,25785,32385,36498,23131,26973,33959,40894,34638,36710,--,--,29754,30053,
股东权益不含少数股东权益(万元),34159,33130,33517,35130,32884,30268,33083,33275,32280,31689,32825,32888,32361,30993,32642,33122,32943,32265,31769,31514,31091,29660,29998,30348,31422,32205,34470,35391,34449,15947,15155,0,0,11042,6869,
净资产收益率加权(%),-2.43,-5.66,-3.93,9.77,3.01,-4.72,-0.78,6.09,3.04,1.19,-0.17,4.12,2.39,-1.77,-1.44,5.18,4.52,2.41,0.84,3.9,2.5,-2.29,-1.16,-11.72,--,-5.94,0,9.13,0,--,31.4,0,0,32.39,30.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
