报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.37,0.31,0.24,1.02,0.63,0.41,0.21,1.08,0.72,0.64,
每股净资产(元),--,--,--,--,4.9,--,--,4.26,3.18,2.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,-2.49,--,--,0.32,0.83,0.91,
主营业务收入(万元),117904,74886,31016,184430,132913,84275,26920,170788,113500,97251,
主营业务利润(万元),14805,9440,4170,25457,17649,11288,3588,23046,15571,13579,
营业利润(万元),5035,3942,2927,12215,7714,4970,2476,12503,8260,7787,
投资收益(万元),409,189,--,--,--,--,--,--,--,--,
营业外收支净额(万元),86,140,35,207,37,49,51,211,288,203,
利润总额(万元),5121,4082,2962,12422,7751,5019,2527,12714,8548,7989,
净利润(万元),4266,3382,2471,9207,5708,3687,1882,9694,6451,5769,
净利润(扣除非经常性损益后)(万元),4192,3262,2441,9052,5680,3650,1844,9549,6237,5617,
经营活动产生的现金流量净额(万元),-26258,-23118,-21361,-2727,-22371,-22285,-20923,2914,7502,8190,
现金及现金等价物净增加额(万元),-10126,1453,5275,-691,-19338,-20511,-21224,774,4769,9146,
总资产(万元),221921,214309,202952,189693,167837,--,--,145451,113420,93166,
流动资产(万元),204418,197100,186091,171300,149167,--,--,127398,95638,76574,
总负债(万元),115410,109036,105284,142137,123780,--,--,107103,84765,70962,
流动负债(万元),115410,109036,105284,142137,123780,--,--,107103,84765,70962,
股东权益不含少数股东权益(万元),106510,105273,97669,47556,44057,--,--,38349,28655,22204,
净资产收益率加权(%),4.8,4.17,3.81,21.44,13.85,9.17,4.79,28.94,25.37,29.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
