报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),-0.04,-0.02,-0.01,0.09,0.07,0.06,0.02,0.16,0.12,0.09,0.03,0.17,0.11,0.08,0.07,0.4,0.3,0.23,0.1,0.36,0.26,0.18,0.09,0.36,0.26,0.31,0.15,0.56,0.39,0.3,0.17,0.79,0.61,0.32,0.16,2.5,1.94,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.67,2.63,4.92,5.12,5.02,3.77,3.65,3.7,3.59,3.52,3.43,3.48,3.38,5.63,5.72,5.57,5.4,5.3,2.58,2.58,0,--,0,6.16,5.08,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.11,-0.05,-0.36,0.23,-0.48,-0.52,-0.45,0.44,-0.09,-0.32,-0.16,0.34,0.03,0.15,-0.13,0.82,0.2,-0.06,-0.06,0.74,0,-0.47,-0.1,2.93,1.98,
主营业务收入(万元),45913,31733,18186,86351,59329,35588,16069,64374,53059,38941,16340,68224,47595,30984,14262,40415,25493,15732,8326,28212,18889,11845,4413,18069,12305,8751,4273,15495,11008,7643,3818,15491,9768,6714,3196,10700,9460,
主营业务利润(万元),11303,7336,3737,19943,14292,9495,4526,19008,15775,11316,4644,19691,13761,9153,4026,12955,8150,5363,3032,10348,6747,4402,1789,7010,5117,3823,1843,5651,4307,3213,1623,6461,4133,2833,1407,4576,4210,
营业利润(万元),-1295,-715,-596,2268,2318,1704,716,6510,4860,3659,1086,6333,4282,2910,1367,6445,4427,3313,1314,5685,3864,2681,1370,5031,3543,2574,1175,4111,3053,2377,1169,4417,2895,1880,994,3739,3055,
投资收益(万元),450,450,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2000,2000,--,74,76,76,258,197,46,--,--,--,--,--,0,155,136,35,5,--,--,
营业外收支净额(万元),649,403,194,1124,1005,896,160,997,545,68,259,722,423,352,169,854,786,422,245,639,535,348,27,819,535,416,154,--,--,--,--,--,--,--,-0,1255,822,
利润总额(万元),-646,-311,-402,3392,3322,2599,876,7507,5405,3727,1346,7054,4705,3262,1536,7299,5213,3735,1559,6323,4399,3029,1397,5850,4078,2990,1329,4741,3401,2452,1223,5478,3780,1898,994,4994,3876,
净利润(万元),-1140,-678,-367,2767,2103,1843,647,4909,3638,2643,1025,5212,3352,2324,1130,5805,4243,3125,1403,4926,3522,2504,1274,4834,3479,2495,1195,4091,2768,1976,1007,4757,3640,1922,981,4994,3876,
净利润(扣除非经常性损益后)(万元),-1435,-885,-407,2341,1659,1379,633,4732,3607,2770,937,5087,--,2301,--,4897,--,3097,--,5190,--,2748,--,4549,--,2392,0,4030,0,1954,967,4802,0,1904,981,4962,3799,
经营活动产生的现金流量净额(万元),-4944,-5999,-4545,2084,-6303,-3308,-4655,12021,445,-7921,-6934,4535,-3237,-1398,-5575,3572,-7487,-7082,-6120,6038,-1178,-4389,-2138,4611,466,1195,-1005,6570,1583,-488,-347,4419,-2188,-2805,-611,5862,3968,
现金及现金等价物净增加额(万元),843,-1887,-4409,1519,-6432,-679,-5199,-2067,-6306,-9010,-7873,-16028,-15997,-15343,-12152,1368,10589,-10715,-9619,-6714,-11067,-9756,-14765,682,-6094,-5149,-1711,26683,22671,21565,-1094,3711,-1600,-1486,328,2684,-407,
总资产(万元),151143,138028,136954,136576,131992,130328,121996,120220,125620,129752,126123,124930,115489,113187,109709,108248,100483,71941,70803,70045,67700,68671,52446,63469,47378,46731,47751,47550,44779,45885,21831,22345,0,--,0,16194,12250,
流动资产(万元),63210,59690,58636,58277,57913,57629,48980,46903,53337,53944,47797,47334,59430,62831,65615,67731,66474,40687,43182,44961,44668,46834,34282,45372,36588,36267,37675,37509,35726,36726,12605,13000,--,--,--,7977,4343,
总负债(万元),61552,48285,46510,45753,42157,40884,32242,31236,38066,43372,39302,39261,31867,30696,28568,23752,17722,16714,17388,15528,16071,18133,5844,16101,1364,1701,2022,3016,1567,3466,6371,6894,--,--,--,3881,2088,
流动负债(万元),61264,47987,46202,45436,41832,40549,31898,30882,38066,43372,38944,38903,31509,30338,28210,23394,17364,16356,17030,15093,15960,17988,5844,16101,1364,1701,2022,3016,1567,3466,6371,6894,--,--,--,3881,2088,
股东权益不含少数股东权益(万元),85049,85510,85821,86188,85524,85264,85112,84465,83262,82266,82387,81361,79500,78472,77279,80308,78746,51340,49617,50254,48850,47832,46602,47368,46014,45030,45729,44534,43212,42419,15459,15452,0,--,0,12195,10162,
净资产收益率加权(%),-1.33,-0.79,-0.43,3.25,2.48,2.17,0.76,5.93,4.41,3.21,1.25,6.53,4.23,2.93,1.4,9.28,7.46,6.15,2.75,10.2,7.37,5.26,2.65,10.6,--,5.53,0,12.03,0,7.87,0,32.38,0,--,0,39.45,47.13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
