报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.03,-0.02,-0.06,0.37,0.05,0.05,0.02,1.1,--,0.37,0.07,1.1,0.9,0.79,--,
每股净资产(元),2.12,2.06,4.18,4.25,3.93,3.92,8.18,6.25,--,5.52,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),-0.31,-0.32,-0.66,0.3,-0.54,-0.39,-0.56,0.88,--,-0.31,-0.56,1.29,0.9,0.79,1.01,
主营业务收入(万元),23667,14683,6369,30498,12543,7545,3308,20666,11670,7754,2688,19442,16391,12885,7612,
主营业务利润(万元),10079,5537,1900,13402,5309,3141,1177,10431,5908,4064,1347,10227,8877,6990,4556,
营业利润(万元),742,-293,-813,5308,299,292,-10,5477,2645,1808,437,5290,4540,3646,2754,
投资收益(万元),-36,-16,-4,29,46,52,--,--,--,--,--,--,--,--,50,
营业外收支净额(万元),449,190,4,779,347,322,150,790,341,340,2,1047,749,300,323,
利润总额(万元),1190,-103,-809,6087,646,614,140,6267,2986,2148,439,6338,5289,3946,3078,
净利润(万元),862,-531,-774,4531,590,548,115,5499,2559,1860,363,5491,4525,3308,2724,
净利润(扣除非经常性损益后)(万元),--,-535,--,4263,--,393,--,5489,2558,1860,--,5470,4497,3139,2752,
经营活动产生的现金流量净额(万元),-7563,-7907,-8151,3741,-6689,-4828,-3471,4380,-1091,-1559,-2820,6433,4480,3962,4212,
现金及现金等价物净增加额(万元),-4148,-8223,-6844,11226,2299,5704,13489,-4717,-8679,-6016,-4159,2945,-1654,3556,6506,
总资产(万元),84713,78814,79167,82747,57230,54732,57365,40939,33756,33109,--,32151,24767,18871,15216,
流动资产(万元),42660,36572,36506,39631,25580,26134,33776,17801,--,16377,--,18981,17259,15456,12397,
总负债(万元),23529,18926,18932,21877,6144,6167,6758,9712,--,5522,--,6424,4531,3027,5271,
流动负债(万元),20803,16262,16378,19178,4213,4360,4971,7845,--,3983,--,4945,3425,2104,4468,
股东权益不含少数股东权益(万元),52431,51039,51785,52560,48618,48565,50607,31227,28286,27587,--,25727,20236,15672,9822,
净资产收益率加权(%),1.64,-1.02,-1.48,9.12,1.24,1.16,0.26,19.31,--,6.98,1.4,23.89,25.23,28.83,32.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
