报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.42,0.28,0.03,0.84,0.45,0.31,-0.03,0.78,0.78,0.73,
每股净资产(元),6.71,6.58,6.53,5.64,5.25,5.11,--,4.8,4.02,3.23,
每股经营活动产生的现金流量净额(元),-0.57,-0.05,-0.32,0.93,-0.19,-0.17,-0.42,0.91,0.51,0.07,
主营业务收入(万元),19954,13468,3972,25398,17144,11615,2976,22436,18971,16063,
主营业务利润(万元),9342,6105,1627,12008,7888,5420,1264,10436,8746,6868,
营业利润(万元),3315,2176,46,4867,2802,1972,-190,4158,3647,3215,
投资收益(万元),--,--,--,--,--,--,--,--,--,2,
营业外收支净额(万元),421,303,221,420,120,57,40,618,791,633,
利润总额(万元),3736,2479,267,5287,2922,2030,-150,4776,4438,3848,
净利润(万元),2554,1694,180,3979,2135,1478,-130,3665,3697,3245,
净利润(扣除非经常性损益后)(万元),--,1440,--,3639,2045,1431,--,3157,3026,2705,
经营活动产生的现金流量净额(万元),-3581,-345,-2022,4367,-916,-787,-1976,4276,2385,344,
现金及现金等价物净增加额(万元),-795,4138,10902,-422,-4221,-3656,-3929,2156,-2735,3502,
总资产(万元),53049,51937,58988,43654,39184,37463,--,36330,31774,26556,
流动资产(万元),34148,34584,41504,27059,23041,22628,--,24246,20763,20753,
总负债(万元),8469,8862,16467,15811,13275,12250,--,12663,12046,10723,
流动负债(万元),7988,8376,14427,13770,11035,10505,--,11363,12001,10715,
股东权益不含少数股东权益(万元),42155,41295,41037,26570,24726,24069,--,22607,18942,15230,
净资产收益率加权(%),6.7,4.33,0.5,16.18,9.02,6.33,-0.58,17.64,21.64,28.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
