报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.29,0.21,0.11,0.48,0.37,0.28,--,0.51,0.34,0.23,--,0.59,0.5,--,--,--,0.46,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,3.4,--,3.12,--,--,--,2.61,2.01,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.67,--,0.51,--,0.06,--,0.7,-0.12,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),49638,33740,16074,63445,45559,30363,--,53111,37364,24537,11535,41942,36481,26489,17209,7807,27631,20320,13447,19336,15183,10533,
主营业务利润(万元),11039,7447,4029,14195,10760,7126,--,11878,8379,5572,11535,11165,8737,6302,4150,2199,7934,6442,4675,6084,4630,3473,
营业利润(万元),3872,2782,1485,5131,4117,2871,--,4413,3089,2018,1046,5191,4572,3253,1820,928,4309,3694,2703,3769,2744,2289,
投资收益(万元),5,5,5,85,25,--,--,--,--,--,--,--,--,--,--,--,0,--,-0,--,--,--,
营业外收支净额(万元),138,105,27,307,136,68,--,255,112,43,--,832,401,234,116,105,79,102,-19,106,100,139,
利润总额(万元),4010,2887,1512,5438,4253,2939,--,4667,3200,2061,1067,6023,4973,3487,1936,1033,4388,3796,2683,3875,2844,2428,
净利润(万元),3141,2244,1138,4409,3180,2251,1105,4089,2753,1802,826,4756,4038,2816,1572,809,3426,3000,2118,2807,2155,1861,
净利润(扣除非经常性损益后)(万元),3028,2160,1115,4150,3064,2197,1062,3873,2660,1768,809,4109,3701,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),7607,3993,9318,15795,8788,5372,1977,4115,3569,456,333,5589,-960,-1275,-2788,133,4259,1478,1008,2636,3402,957,
现金及现金等价物净增加额(万元),2967,990,-3259,-85,7055,-622,--,1205,972,2233,1486,1490,-2841,-2034,-2406,-1831,2878,-36,398,65,630,-202,
总资产(万元),106364,99952,93403,92646,81576,71021,72297,66669,--,--,--,51883,38021,35984,33404,31567,29493,23666,21702,17506,13476,8187,
流动资产(万元),59367,53396,51862,49734,48403,37038,38827,36781,--,--,--,27706,21205,20703,20023,18364,18722,15182,14330,11968,9315,5106,
总负债(万元),60099,54576,49205,47280,37430,42846,45372,40843,--,--,--,30202,21240,20515,19230,18146,16946,11533,11682,7656,5717,3271,
流动负债(万元),55372,49849,44389,42136,35868,40976,43855,39237,--,--,--,29618,20714,19964,18660,17576,16596,11533,11682,7656,5717,3091,
股东权益不含少数股东权益(万元),45156,44259,43153,44362,43132,27206,26060,24955,--,--,--,20867,16111,14888,13648,12885,12073,11361,9680,9187,6877,4723,
净资产收益率加权(%),7.02,5.16,2.6,13.2,10.34,8.63,--,17.85,12,8.28,--,25.72,28.66,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
