报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.29,0.17,0.07,0.39,0.29,0.15,0.06,0.3,0.18,0.11,0.06,0.3,0.21,0.15,0.09,0.33,0.24,0.17,0.08,0.21,0.15,0.09,0.03,0.14,0.09,0.05,0.02,0.16,0.14,0.05,0.12,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.44,--,2.28,2.22,2.34,1.91,1.81,1.76,1.71,1.63,1.57,1.51,1.5,1.47,1.41,1.38,1.37,1.36,1.33,0.67,0.62,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.15,--,-0.44,-0.81,-0.42,0.59,-1.1,-0.65,-0.6,0.31,0.06,-0.04,-0.35,0.37,-0.13,-0.14,-0.11,0.11,-0.05,-0.42,0.21,--,--,
主营业务收入(万元),14855477,9323607,2338759,11972427,8489001,5041608,1844986,9788630,5652022,3692859,1979553,9045624,6352293,4245364,1920330,8071081,5866474,4012732,2011587,6490892,4309875,2809374,1244695,4639267,2936314,1858032,737497,3576815,2447879,672525,2740096,2352935,2028203,
主营业务利润(万元),3210855,1984688,501194,2444173,1729094,949016,331132,1687785,1023401,624546,307661,1605427,1147049,801199,363935,1499565,1050799,717865,346329,1119128,728533,461682,206311,743987,479491,298554,120540,592648,403823,121925,401770,333776,278677,
营业利润(万元),1131475,674282,164102,713195,587540,300438,113039,505303,323355,176735,94824,495831,364204,257476,139341,495711,406989,294586,147005,330008,267240,165761,58329,198223,142183,86761,33939,164271,136204,48230,96195,62800,57153,
投资收益(万元),57496,49994,6118,80013,33046,20379,5887,49008,43186,30022,15726,58920,21590,5854,4382,69143,41974,31792,9554,64497,30710,19748,3443,35694,11059,6312,1249,23164,18189,6697,22209,2601,2993,
营业外收支净额(万元),52675,26127,11449,71952,33398,22782,11621,88044,32260,25064,12175,63436,34472,22198,8730,48501,22108,13750,5053,36537,13357,11475,2320,41910,20121,14003,1810,28783,--,6759,23200,5778,839,
利润总额(万元),1184150,700409,175551,785146,620937,323219,124660,593347,355614,201799,106999,559267,398677,279674,148071,544213,429097,308336,152058,366545,280597,177235,60648,240134,162305,100764,35750,193053,154952,54989,119395,68578,57993,
净利润(万元),796077,469888,97172,531497,397371,206191,77217,413997,251032,146141,81170,400946,285244,191862,107146,386415,281716,204455,94552,253144,180673,110406,35588,167815,103985,62634,19284,138424,106072,36755,80735,52763,39311,
净利润(扣除非经常性损益后)(万元),563422,261720,87177,456499,367717,196177,66677,336489,224398,120963,--,356009,--,179217,--,350382,--,195518,--,224437,--,104774,--,147050,--,59378,0,121269,0,35357,51353,--,39090,
经营活动产生的现金流量净额(万元),-1017711,-1078021,-342601,1372695,88178,-475004,227183,541185,-540762,-325046,-202423,239469,-613552,-1112735,-576611,694133,-1298719,-769756,-706422,371617,73216,-51226,-412820,440529,-148658,-171676,-127212,133870,-60428,-291937,144317,171556,--,
现金及现金等价物净增加额(万元),-774874,-999336,388110,119629,-44741,59327,304687,-44356,-314806,-222873,-213301,-752361,-1195325,-982776,-31159,825701,-617922,-160366,-483494,271012,-122597,-74497,-515504,-3482,-339251,-371713,-225948,413345,412702,-363420,159213,254097,--,
总资产(万元),32033636,30746719,15837700,15056501,15091204,14230639,12843748,12112941,11637944,10582078,10454530,10521730,10548958,10271597,9847515,9278639,10203586,9291807,8361868,7356567,6968688,6561294,5968917,5498936,5470409,4968201,4709729,4548867,4465217,3152953,3272586,2637931,--,
流动资产(万元),21832523,20544421,11185590,10366043,10573170,10189848,8934418,8295278,8050174,7165942,7074971,7226139,7341341,7144136,6879489,6360734,7466688,6699080,5952566,5012420,4822771,4540586,4068347,3640292,3823605,3403073,3235436,3102518,3212921,2025022,2179142,1695687,--,
总负债(万元),20802975,19854820,10406664,9904328,10101385,9504967,8128095,7497478,7503950,6513136,6399681,6570744,6778898,6599122,6036896,6469847,7457555,6699022,5805319,4972492,4677836,4360027,3883512,3463326,3506461,3062996,2811014,2681116,2660026,2470596,2630999,2114839,--,
流动负债(万元),18214886,17166865,8891268,8545299,8839778,8607859,7284687,6700020,6637214,5726727,5956003,6153841,6293428,6204294,5641571,5918493,6684922,5942398,5058088,4266235,3947038,3633878,3194515,2978270,3195276,2780916,2503725,2358964,2208726,2022170,2168267,1631904,--,
股东权益不含少数股东权益(万元),9673005,9400250,4143374,4051053,3934526,3729115,3732874,3655990,3429551,3298284,3371990,3275543,3149939,3063835,3235802,2256163,2147481,2079753,2018998,1924418,1856054,1785597,1771756,1736511,1673348,1631571,1625666,1605607,1575134,471468,434596,330773,--,
净资产收益率加权(%),8.56,5.13,2.37,13.79,10.47,5.5,2.09,12.01,7.49,4.39,2.44,13.36,10.55,6.58,3.9,16.96,13.83,10.2,4.8,13.84,10.06,6.19,2.03,10.05,--,3.83,0,15.41,0,8.1,21.79,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
