报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.01,-0.02,0.03,-0.17,-0.06,-0.03,-0.03,0,-0.01,-0.01,-0.05,0.13,0.07,0.05,-0.02,0.13,0.09,0.05,0.01,0.33,0.31,0.17,0.28,0.04,0.35,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.31,2.29,2.68,2.71,2.65,2.62,5.18,5.18,2.18,2.04,1.91,0,1.67,1.92,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.04,-0.03,-0.16,-0.07,0.05,0.02,-0.49,-0.21,0.42,0.02,0.16,-0.2,0.08,0.27,
主营业务收入(万元),38211,19868,9926,62631,45125,28403,8503,50543,34207,20414,2553,46581,33210,20330,3040,42643,23504,13864,3786,38174,25852,13614,27603,9549,23709,15379,
主营业务利润(万元),12462,6393,3415,8153,5944,4946,1330,7807,4799,2766,133,6386,4327,2877,98,5758,3275,1954,423,4863,3780,1697,4247,1415,3880,2151,
营业利润(万元),-430,-2352,-319,-7272,-2633,-1137,-1250,-1335,-1041,-932,-1158,2246,1731,1089,-429,2315,1445,805,-113,2366,2204,1239,2176,327,2423,1298,
投资收益(万元),830,788,--,892,892,598,151,270,-82,185,13,--,--,--,--,--,--,--,--,--,0,0,--,0,44,--,
营业外收支净额(万元),2606,2435,2311,872,383,185,28,2363,404,187,149,1079,127,84,40,603,319,238,201,379,351,140,181,68,-21,-21,
利润总额(万元),2176,83,1992,-6401,-2250,-952,-1222,1027,-637,-744,-1009,3325,1858,1173,-389,2918,1764,1044,87,2746,2556,1379,2357,396,2402,1277,
净利润(万元),427,-1027,1548,-8766,-2931,-1351,-1387,155,-378,-596,-1009,2788,1613,1003,-389,2434,1547,935,74,2230,2071,1128,1909,243,2237,1187,
净利润(扣除非经常性损益后)(万元),-1820,-3102,-437,-9913,-3232,-1498,-1411,-1842,-718,-754,-1136,1871,--,931,--,1922,--,732,--,1907,1772,1009,1754,185,2256,1207,
经营活动产生的现金流量净额(万元),6137,1224,-5572,9528,3166,378,-1708,1193,1342,-193,-3199,2503,860,-706,-2803,-1262,918,447,-4433,-1854,2856,114,1054,-1323,521,543,
现金及现金等价物净增加额(万元),-11363,-10271,-9882,-30556,-7841,-4981,-27083,30721,37231,27854,7349,-4346,-7808,-7454,-2179,-14554,-11962,-10614,-10054,30439,175,182,663,-772,2873,67,
总资产(万元),195385,189476,195612,203707,207042,204727,197811,199192,216111,154329,122721,93310,84847,83019,74660,73727,64871,66252,64505,69257,36979,34116,34171,0,19727,9065,
流动资产(万元),63121,56681,61466,66246,100952,97415,90903,94508,122637,91952,72890,50692,48170,54489,50047,50195,47814,51625,51242,57143,25694,23174,24045,--,12575,5598,
总负债(万元),89677,85796,89969,99958,105697,101766,95888,95714,114004,70543,72623,42033,34642,33408,26145,24785,16961,18942,17656,22469,22219,20292,21195,--,8416,5173,
流动负债(万元),61274,57296,60518,70923,63399,59326,49960,49756,62341,45513,47314,35695,27774,26511,19218,17827,11004,12955,11639,16421,21308,19357,20210,--,8416,5173,
股东权益不含少数股东权益(万元),77186,75773,78247,76678,82111,83967,83672,85034,84154,83786,50098,51277,50205,49611,48515,48941,47910,47309,46849,46788,14760,13824,12976,0,11311,3892,
净资产收益率加权(%),0.56,-1.35,2,-10.87,-3.51,-1.6,-1.64,0.21,-0.54,-0.97,-1.99,5.56,3.25,2.03,-0.8,5.1,3.27,1.99,0.16,16.02,0,8.33,15.36,0,25.21,36.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
