报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,2006-06-30,2005-12-31,2005-06-30,2004-12-31,2004-06-30,2003-12-31,2002-12-31,
基本每股收益(元),0.28,0.18,0.07,0.3,0.3,0.18,0.06,0.39,0.33,0.19,0.08,0.39,0.27,0.18,0.08,0.34,0.24,0.17,0.07,0.28,0.21,0.14,0.05,0.24,0.19,0.17,0.21,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.66,--,2.46,2.38,2.5,2.41,2.34,2.26,2.35,2.29,2.22,2.15,2.15,1.66,--,1.49,1.45,0,0,0,0,0,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.11,--,0.29,0.19,0.08,0.4,0.28,0.18,0.08,0.38,0.32,0.15,0.07,0.38,--,0.24,0.35,0,0,0,0,0,0,0,0,
主营业务收入(万元),309173,197948,88272,413658,331226,223206,102733,399958,312492,191430,84769,396874,294087,193531,87118,377537,267671,169176,76344,326641,229051,145211,63544,272938,194763,236941,197099,95391,33821,0,24373,58685,21617,46934,52990,
主营业务利润(万元),153742,93947,36905,182540,171596,108779,43834,197886,151202,93348,37907,184895,141436,89025,39204,172880,129487,85808,36883,166230,126743,79926,32554,138836,108006,125795,102444,-597,3572,0,2392,7344,3168,18214,17774,
营业利润(万元),126767,81773,31852,125444,135877,82758,29021,174528,145621,91023,38091,172403,124840,81709,37265,146772,108865,76776,32813,120214,96325,60771,25487,107875,87895,79178,101244,-22616,-6108,0,-6820,-11170,-5624,2937,5635,
投资收益(万元),21009,16800,7899,19652,12540,10551,1977,34297,23294,12454,2616,33636,20817,14343,3149,25730,13483,9125,1898,9449,6128,3860,1218,6599,5293,6134,25422,1703,1264,0,0,3505,841,1433,23,
营业外收支净额(万元),10923,7007,1084,17998,9418,7094,707,19964,12223,2356,719,14558,5005,4395,-229,16624,9648,3865,453,13291,5163,4571,427,9628,4008,--,5290,0,-173,0,0,0,0,0,0,
利润总额(万元),137690,88781,32936,143441,145295,89852,29729,194491,157844,93379,38811,186962,129845,86104,37035,163396,118512,80641,33267,133505,101488,65342,25914,117504,91902,86714,106533,15101,5599,0,1969,11176,2768,8605,12504,
净利润(万元),135518,87697,31933,145000,143255,88790,29132,187720,156270,92603,38128,188859,128131,84880,36338,160903,115890,79271,32478,129096,98005,62780,22530,101414,79970,73622,91160,8739,3410,0,1539,10029,2241,7722,11545,
净利润(扣除非经常性损益后)(万元),117278,72959,24527,125542,130747,81835,27276,177414,149994,89335,--,173080,--,81603,--,154235,--,78353,--,125427,--,61380,--,97311,--,71001,73902,0,0,0,0,0,0,0,0,
经营活动产生的现金流量净额(万元),186639,105307,45861,217725,195452,120752,67076,227312,169577,91398,50721,198192,140442,92084,36624,191128,135037,85898,40132,180049,153965,70152,32352,161799,130140,102480,151876,46581,0,0,0,13889,0,19951,19366,
现金及现金等价物净增加额(万元),186119,91160,180795,-65111,-46517,-148669,-25753,119799,90939,47418,156136,110134,50642,19061,71658,-140233,-49954,-45795,22588,158507,360996,320625,314084,72555,96006,-49117,15674,31565,0,0,0,27689,0,12917,56658,
总资产(万元),1923469,1862180,2082531,2057092,2055089,2044642,2084082,1988207,1996973,1894918,1971295,1793656,1752064,1703294,1820231,1738982,1711634,1651680,1674567,1641159,1603202,1593453,1555479,1236153,--,1153176,1116187,1185999,1119390,1081233,957627,784319,0,672844,288591,
流动资产(万元),781313,710414,928261,882119,834306,554136,672645,586272,582445,555131,623778,475332,426232,380953,455809,379322,466547,448197,523483,485832,702471,705957,667880,349830,--,291620,313618,325164,304914,309921,334976,199586,0,193098,141780,
总负债(万元),582899,568703,725119,731546,732162,781717,751305,684408,727539,692670,694718,553894,568843,557724,620122,579441,588930,565174,543122,541704,535779,562188,523792,520380,--,511976,491513,557534,522918,513149,430181,275308,0,224625,145010,
流动负债(万元),239375,229856,388273,390249,386284,425737,223690,154681,206852,177349,166298,169017,174994,167088,229389,183140,165525,147305,119866,117470,110187,142518,100844,98878,--,92293,89974,137245,105719,125523,100976,113402,0,81251,34866,
股东权益不含少数股东权益(万元),1339659,1292583,1356502,1324644,1321836,1261938,1331850,1302816,1268520,1201372,1275729,1238938,1182395,1144782,1199335,1158779,1121408,1085226,1130180,1097898,1065930,1029838,1030388,714434,--,640420,623918,606787,576156,550302,526582,508155,0,447681,143537,
净资产收益率加权(%),10.22,6.6,2.38,10.94,10.99,6.81,2.21,14.77,12.55,7.45,3.03,15.97,10.98,7.27,3.04,14.44,10.48,7.15,2.92,13.33,10.53,7.21,3.24,15.12,--,11.65,14.68,0,0,0,0,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
