报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-03-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.47,0.41,0.21,0.94,0.8,0.63,--,1.07,0.84,--,1.05,0.52,0.93,0.66,0.35,
每股净资产(元),--,--,--,--,--,--,--,4.67,--,--,3.8,3.28,3.01,2.28,1.5,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.99,--,--,1.39,0.77,0.93,0.63,0.32,
主营业务收入(万元),32737,18508,8940,34475,25362,17344,7926,34272,24900,7796,34083,17032,30513,25081,20214,
主营业务利润(万元),14357,8406,4005,14921,11269,8086,3900,14604,11096,7796,13888,7089,11916,8582,4988,
营业利润(万元),7213,4779,2407,9030,7331,5457,2594,9327,7437,2596,8828,4578,7701,5353,2718,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),207,20,20,272,240,108,110,20,1,--,313,41,400,235,82,
利润总额(万元),7421,4799,2427,9303,7572,5565,2704,9347,7438,2599,9142,4619,8102,5588,2799,
净利润(万元),6234,4074,2063,8019,6436,4730,2299,8055,6322,2209,7858,3924,6969,4798,2410,
净利润(扣除非经常性损益后)(万元),6058,4058,2046,7788,6232,4639,2205,8039,--,2207,7594,3891,6629,4599,2341,
经营活动产生的现金流量净额(万元),2262,4327,2143,5735,5652,3268,1936,7423,3353,457,10450,5810,6981,4692,2232,
现金及现金等价物净增加额(万元),-31595,-30827,-2077,33749,34750,102,-381,1560,-565,13842,6718,2334,4469,3130,-75,
总资产(万元),124310,117968,85199,82560,82114,--,43576,45354,--,--,38822,31628,28321,25273,18965,
流动资产(万元),57289,51472,70204,69419,69050,--,30664,33625,--,--,32113,24954,22684,19668,13071,
总负债(万元),46012,40330,9572,8996,10134,--,7914,10340,--,--,10288,7029,5771,8192,8647,
流动负债(万元),44357,38664,8848,8272,9444,--,7224,9651,--,--,9670,7029,5771,8192,8647,
股东权益不含少数股东权益(万元),78298,77638,75627,73564,71981,--,35663,35014,--,--,28534,24600,22551,17081,10318,
净资产收益率加权(%),8.18,5.39,2.77,15.71,14.59,13.04,--,25.67,--,--,31.54,16.87,35.85,34.83,25.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
