报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-09-30,1994-06-30,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.42,0.32,0.25,0.41,0.46,0.42,0.4,--,1.37,1.14,0.87,1.53,1.44,0.91,1.14,1.8,1.63,1.52,1.17,1.14,1.24,0.77,0.6,0.82,0.85,0.53,0.36,0.57,0.46,0.14,0.07,0.83,0.57,0.45,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.97,--,4,3.54,6.89,5.75,5.58,5.47,5.37,4.45,4.55,4.08,4.41,3.81,3.84,3.52,3.75,3.39,3.28,2.96,3.05,2.98,2.72,2.6,2.91,2.58,2.51,2.34,2.44,2.19,2.18,2.08,2.15,2.03,2.02,1.96,1.98,1.91,1.9,1.86,1.85,1.81,1.84,1.83,1.82,1.8,0,1.82,1.83,1.81,1.8,1.81,1.8,1.78,1.78,1.82,1.76,2.01,1.73,1.79,1.93,--,1.82,1.67,1.16,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.11,--,1.16,0.75,--,3.69,2.29,1.81,1.15,1.88,1.45,0.29,0.31,1.04,1.03,0.49,0.5,1.36,1.24,0.49,0.08,0.17,0.59,0.56,0.28,0.9,0,0,0,0.36,0,0,0,0.11,0,0,0,0.11,0,0,0,0.31,0,0.11,--,0.21,0,0.07,-0.01,0.04,0.04,--,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),307558,224579,143558,391607,300950,229977,155742,608720,530501,406460,279517,647876,525098,381565,221401,448815,356366,289482,187240,301663,239261,160921,103253,214345,170738,109500,61311,158452,112602,58777,31560,184679,130169,94889,59129,151864,118567,82671,58765,107159,82776,52788,27597,83726,53861,34401,18462,62580,43381,27290,19815,51524,37557,24242,15455,43347,32420,20704,37247,17439,30329,14036,25002,11562,45063,23002,44119,23222,32799,17263,46591,31846,22814,59891,42203,32422,25392,
主营业务利润(万元),157128,113794,75006,205325,159914,124322,91637,357944,324375,249240,178770,376163,315910,228968,135592,259947,207022,171568,116697,179781,147072,96139,61752,123650,98710,62046,36833,96675,69704,34822,18808,113701,81132,59549,--,83793,65048,44366,30323,54469,42330,26861,14110,40256,26122,16395,8773,25450,17143,10451,7685,18459,13189,7667,4790,13885,10872,7086,10814,4971,8278,3833,6815,3623,6029,2900,6198,4906,5648,3714,11666,9228,7319,14589,11704,8967,7662,
营业利润(万元),52573,41573,32372,50884,56353,49441,45022,148484,168109,139442,99426,201514,182435,136156,81447,136570,118008,103785,72781,88933,87365,54028,39701,67085,63881,40183,26428,48602,36598,12524,3622,68521,45380,35941,23911,50328,44266,29873,22329,27992,26197,17181,9585,20836,16903,10493,5863,8674,8215,4317,3246,4268,3338,2474,1539,3595,0,2367,1708,667,591,409,485,-10,6070,0,6205,0,5655,0,0,9230,7322,14594,11706,8968,7663,
投资收益(万元),36,36,36,1,--,--,--,28,28,28,--,0,--,--,--,61,23,23,23,16,16,--,--,17,17,--,--,10,10,--,--,13,0,--,0,77,3,-13,-8,41,5,-1,-1,7,0,0,0,31,30,30,30,11,11,0,0,29,0,0,18,0,19,14,30,20,27,0,19,0,18,5,21,0,0,14,0,0,0,
营业外收支净额(万元),-893,-748,-665,-3147,-2697,-2080,-1724,-4420,-3171,-2489,-1771,-4938,-4353,-3356,-1983,-2821,-1840,-1680,-863,-2256,-1755,-1365,-881,-885,-638,-363,-199,-4214,--,--,--,--,--,--,--,-675,0,0,0,-601,0,0,0,-1272,0,0,0,-1404,0,0,-135,-252,-42,1,0,7,0,0,3,0,4,0,0,0,0,5,0,55,0,96,338,--,0,--,--,--,--,
利润总额(万元),51680,40825,31707,47737,53655,47361,43298,144064,164939,136953,97655,196576,178081,132800,79463,133750,116167,102105,71918,86677,85610,52663,38820,66200,63243,39821,26229,44388,33910,11050,3521,66771,44347,35014,23810,49729,43673,29389,22127,27433,26069,17113,9572,19571,16869,10465,5839,7301,7581,3904,3141,4028,3307,2475,1540,3630,0,2367,1728,834,905,589,625,28,6065,2918,5996,4837,5491,3627,11354,8992,6546,14212,11438,8791,7507,
净利润(万元),36527,27942,21532,35576,39858,36007,34234,96042,118605,98572,75181,132731,124338,78684,49253,78055,70754,65863,50608,49449,53697,33397,26043,35499,36670,23047,15584,24517,19936,6192,2801,35956,24639,19469,13334,26133,22990,15425,11122,13229,13033,8614,4990,8897,8393,5129,2940,4219,3998,2297,1823,1584,1817,1312,738,2871,2835,1441,1273,524,371,284,413,24,5170,2480,5097,4110,4668,3083,9638,6024,5566,0,0,0,0,
