报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.22,0.15,0,0.5,0.36,0.24,0,0.54,0.35,0.75,0.98,0.34,0.57,0.45,0.38,
每股净资产(元),--,--,--,--,4.61,4.69,--,4.82,--,4.61,3.82,2.59,2.36,1.85,1.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.07,0.04,--,0.28,0.06,0.86,0.93,0.18,0.22,0.24,0.72,
主营业务收入(万元),19228,11970,2458,30834,22209,13483,2352,33000,22358,29876,32531,10433,18166,16418,14319,
主营业务利润(万元),5606,4251,792,9829,7404,4601,751,10359,6863,10045,11447,3240,4322,3482,2308,
营业利润(万元),2982,2059,36,4976,4032,2447,-5,5633,3268,4791,6477,2122,2864,2547,2150,
投资收益(万元),-3,-2,-1,-9,-2,-2,-5,374,298,-32,1,9,-15,-1,-8,
营业外收支净额(万元),-49,-47,-55,-24,46,31,9,1030,630,2436,2127,0,0,--,--,
利润总额(万元),2933,2011,-19,4952,4078,2478,5,6662,3898,7227,8604,2377,3437,3093,2508,
净利润(万元),2684,1786,21,4486,3276,2151,15,4901,3114,6737,8253,2192,3560,2684,2182,
净利润(扣除非经常性损益后)(万元),2811,1850,67,4437,3238,2126,5,3954,2493,4309,6150,1968,3039,2275,1885,
经营活动产生的现金流量净额(万元),-4148,-3054,-2362,-877,641,358,-1126,2497,549,7745,8346,1160,1447,1423,4181,
现金及现金等价物净增加额(万元),-6486,-11798,-4350,15846,856,2005,2534,-11536,-11034,-2411,9687,407,94,-3120,5967,
总资产(万元),70601,71119,72339,79837,68222,62898,--,58423,--,52437,38980,22341,19711,15466,11127,
流动资产(万元),43547,41920,44260,49571,38104,32669,--,27627,--,31274,28864,13572,11389,10027,9558,
总负债(万元),10895,12535,13624,17631,25172,20689,--,15014,--,10959,4573,5236,4073,4197,2779,
流动负债(万元),8895,10251,11327,15190,22693,18483,--,12730,--,9619,4573,5236,4073,4007,2779,
股东权益不含少数股东权益(万元),58716,57553,57547,60981,41447,40661,--,41792,--,39925,34604,16859,15343,11104,8168,
净资产收益率加权(%),4.7,2.97,0.04,10.73,7.78,5.14,0.04,12.06,7.65,18.24,29.31,13.61,27.07,27.86,31.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
