报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.17,0.11,0.1,0.41,0.26,0.17,0.12,0.71,0.4,0.24,0.13,0.61,0.39,0.3,0.12,0.85,0.73,0.49,0.22,0.81,0.48,0.31,0.13,0.38,0.12,0.02,0.03,0.4,0.61,0.34,0.12,0.5,0.18,0.11,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.96,--,5.63,5.53,5.43,5.29,5.21,4.95,4.77,4.54,4.26,4.08,3.98,3.85,3.58,3.47,3.57,3.54,3.74,3.47,3.4,3.28,3.15,3.08,3.11,3.2,3.1,3.07,3.18,3.13,3.03,3.02,3.13,3.07,2.99,2.99,3.08,3.02,2.92,2.92,5.82,5.69,5.81,5.81,5.8,5.67,5.73,3.58,3.62,3.47,3.54,3.42,3.5,3.41,3.55,2.49,2.45,2.26,7.99,4.43,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.3,--,1.25,0.91,-0.37,2.55,0.46,0.04,--,2.02,0.44,0.04,0.49,0.84,0.68,0.55,0.18,1.43,0.51,0.2,-0.13,1.32,-0.2,-0.27,0.01,0.33,0,--,0,0.21,0,0,0,0.76,0,0,0,0.24,0,-0.44,0,-0.09,0,-0.63,--,0.09,-1.37,-0.59,-1.76,1.07,--,1.11,--,--,--,--,--,--,--,0,--,
主营业务收入(万元),1076724,714230,347227,1556840,1126954,703516,321994,1391020,985105,660589,352385,1350843,924034,597062,278801,1363206,962390,608392,287582,1173296,748823,479904,220815,811749,500313,307858,111021,952030,717847,431743,183578,673681,412779,244330,93349,400271,216994,104612,52230,293992,183638,113953,57126,309750,172141,96210,53891,291720,147694,82308,52497,221502,94999,62830,50773,242795,96518,182182,52961,147973,49520,115238,39770,102829,33367,101000,25272,77722,30878,30144,--,
主营业务利润(万元),306650,198185,103118,422933,328628,199166,100806,374482,274720,166542,86174,356436,228789,154143,74752,417978,296421,189191,93784,352610,214112,129229,63181,199380,99018,57525,24576,258782,224325,141952,60218,191029,120315,75521,--,120346,62484,32424,22681,88373,49211,32376,20313,89571,45127,30776,18170,74838,37701,23028,15011,59332,25326,19567,15546,61609,26734,66484,21389,42728,16787,39354,14547,14930,8152,37087,7936,26947,6052,1521,--,
营业利润(万元),51575,31091,21337,78714,55018,35114,25180,107135,83094,52227,24599,93340,67036,49814,23333,168819,141196,95522,45996,153197,93419,61560,27173,51675,17526,5954,3866,79378,115247,69976,23729,82071,40236,22687,10993,34912,14482,9646,8778,24275,10648,9784,8776,24171,11285,10370,8617,23704,11223,9070,8428,21483,9859,10088,8776,32081,14660,32314,10282,17639,7821,15650,5875,15234,0,20508,7983,14171,11324,4005,--,
投资收益(万元),2251,2426,1390,10736,9741,7729,4898,19318,14869,10839,6037,13102,6320,3674,1923,3397,2881,2471,1479,14101,3712,2687,1746,616,2037,861,--,1609,5583,2950,1345,12633,1026,699,-19,-2261,350,571,95,1201,854,-16,-70,-208,762,606,-60,1651,768,13,0,206,20,-8,0,-488,0,0,-1,61,87,388,354,14,0,0,0,0,0,0,--,
营业外收支净额(万元),13265,11561,1820,28225,18924,16838,2736,32979,41,264,69,25167,17867,13982,218,16555,324,893,486,8680,1587,1674,261,22470,4809,350,210,4074,--,--,--,1961,--,--,--,393,0,--,0,353,0,0,0,-2,0,0,0,-382,-333,-192,0,72,0,178,0,284,-463,-285,0,353,0,0,0,0,-18,0,--,0,--,0,--,
利润总额(万元),64840,42652,23157,106939,73942,51951,27916,140114,83134,52491,24668,118507,84903,63797,23551,185374,141520,96415,46482,161877,95006,63233,27434,74145,22335,6303,4076,83453,116230,70930,24281,84033,39992,22807,10952,34905,15151,10364,8728,26517,11092,9450,8433,24380,12305,11231,8563,25004,11890,8892,8337,21761,10123,10258,8676,31882,14197,32029,10258,18053,7758,16352,6417,15190,8099,21284,8164,17338,10370,3447,--,
净利润(万元),17292,11069,10606,42153,26486,17703,12618,73692,41589,24985,13110,62658,40475,30714,12570,87627,74902,50141,22833,84065,49113,32478,13152,39346,12075,1904,3280,41590,62862,35057,12262,51962,18733,11672,6597,20448,10675,7814,5994,18165,7960,7158,6022,16295,8045,7989,6583,17523,7903,7887,6645,16242,7407,7287,6586,23068,10046,20640,6467,11179,5256,8500,4029,10333,7100,18597,6709,17338,8296,2959,--,
