报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.03,0.02,0.01,0.03,0.13,0.1,0.04,0.15,0.23,0.2,0.13,0.53,0.4,0.42,0.21,0.96,0.72,0.43,0.22,0.79,0.55,0.62,0.24,0.66,0.33,0.21,0.16,1.35,1.12,0.86,0.44,0.92,0.64,0.43,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.54,--,3.22,4.73,4.5,4.37,4.34,2.99,3.69,3.47,3.25,5.59,5.19,4.95,5.22,5.1,11.13,10.97,10.72,10.89,10.46,3.68,3.42,3.19,3.21,3.13,3.11,2.96,2.95,2.82,2.78,2.69,2.79,2.73,2.66,2.64,2.75,2.73,2.69,1.97,1.92,1.86,0,1.66,1.59,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.12,--,0.41,0.36,0.23,1.06,0.85,0.49,0.24,1.37,1.07,1.05,0.33,1.03,0.24,0.07,-0.19,0.3,-1.06,-0.54,-0.99,2.26,0.82,0.41,0.47,1.93,0,--,0,1.01,0,0,0,-0.06,0,0,0,0.26,0,0,-0.11,0.65,0,0,0,
主营业务收入(万元),3091197,1773685,799149,3355116,2220342,1592934,791780,3049112,2286974,1532907,758335,3605180,2703695,1624815,643871,3314369,2192525,1270609,382776,2164739,1658172,1142855,495222,1871210,1190840,691866,318740,1450290,1197120,871527,465681,1120894,684764,287111,149508,538466,375765,244379,130514,444606,322142,219857,89271,346137,239819,140643,57790,218427,152038,90965,38215,87810,32303,58450,58687,
主营业务利润(万元),168553,113017,53763,279551,214442,140658,60884,285239,255939,189529,104547,466460,341623,226427,106512,470208,344081,196687,81478,318006,232837,145225,59101,199127,108162,65564,25488,163018,137747,91684,46153,88243,683543,44178,--,71170,57200,38651,15435,48832,32938,20303,8897,17462,9820,6256,2970,14923,10613,7376,3739,12195,4898,9328,10030,
营业利润(万元),24439,17005,8395,43499,82305,56235,24429,89108,131189,108583,65570,281169,214023,145469,71061,313228,249756,144231,56145,200887,156700,96597,36690,103527,51434,32020,9960,85613,80920,58288,30430,62071,41819,28737,13213,41895,35683,24251,8691,21766,15536,9494,4009,5842,3221,2223,1003,5467,3797,2873,1504,3442,474,1456,1198,
投资收益(万元),17,-461,56,4,181,152,117,918,945,532,180,625,881,686,273,6778,6638,5400,1282,4352,1124,1417,816,924,559,373,294,31,-48,181,91,2269,-38,0,0,-985,-560,-374,-192,-1705,-806,-609,-204,-60,-67,39,-66,77,60,44,-1,2,19,110,110,
营业外收支净额(万元),580,-380,202,5584,3739,2927,809,7149,2858,2009,1707,7069,183,2096,645,15185,3173,1918,1257,14382,-1360,-1013,177,-632,-1118,-952,-399,3061,--,-465,--,--,--,--,--,-927,0,--,0,-1336,0,0,0,-102,0,0,0,-107,-57,0,0,0,0,0,0,
利润总额(万元),25019,16625,8597,49083,86044,59162,25238,96257,134047,110591,67277,288238,214206,147565,71707,328412,252928,146148,57402,215269,155341,95585,36867,102895,50316,31068,9561,88674,76966,57823,30787,62050,42284,29244,13087,40333,35027,23890,8388,19051,14431,8640,3781,6116,3552,2670,916,5910,4273,2872,1502,5626,2720,5334,4718,
净利润(万元),8217,5171,1794,8434,39307,28329,13043,43107,68844,57959,38526,155744,117773,82441,41211,181665,142244,79623,30978,112483,78147,48745,19222,52143,25981,16269,5764,47896,39562,30214,15822,25653,18018,12305,5519,14793,14441,10211,3663,6725,5541,3064,1584,3884,2250,1766,614,3979,3013,1913,988,3641,1730,3492,3045,
