报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.37,0.17,0.05,0.42,0.29,0.15,0.04,0.35,0.24,0.11,0.02,0.25,0.16,0.12,0.03,0.77,0.64,0.26,0.07,0.53,0.29,0.19,0.16,0.77,0.52,0.26,0.05,0.6,0.53,0.33,0.18,1.09,0.68,0.39,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.63,--,2.54,2.51,2.49,2.46,2.26,2.28,4.65,4.77,4.41,4.03,7.41,7.2,6.84,5.17,5.1,5.1,5.31,5.22,6.45,6.28,5.97,5.6,4.58,4.4,3.98,3.74,4.03,3.88,3.76,3.63,3.59,3.48,3.39,3.27,3.13,3.1,3.03,2.99,2.89,2.79,1.8,1.62,1.26,1.07,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.09,--,0.07,-0.02,-0.04,0.18,-0.07,-0.06,-0.08,0.09,-0.14,-0.04,-0.09,0.83,0.07,-0.11,-0.05,0.59,-0.13,0.02,-0.24,0.56,-0.1,-0.02,-0.01,0.85,0,0,0,0.72,0,0,0,0.52,0,0,0,0.41,0,0,0,0.4,0.14,0.53,0.3,0.37,
主营业务收入(万元),281364,157485,72425,334864,232041,138510,57810,282151,192650,116227,48541,241322,169003,93784,43301,194069,128024,78304,34857,157444,102475,56129,24267,96961,64077,36726,14713,85681,66831,43630,19877,83863,56020,33995,14894,47382,33342,20329,8803,36288,26209,16258,7494,31763,23219,14505,6798,25670,18542,11263,4968,19573,8640,14369,10480,6344,
主营业务利润(万元),120205,66690,30524,141848,99679,58641,23963,121790,83911,50742,20816,101519,71050,38847,17511,83811,54733,32986,12960,65851,42676,22911,9572,40035,26062,14042,5092,31097,23508,15414,7053,32330,20321,11724,--,18424,12948,8152,3642,14081,10160,6556,3047,15031,10590,6970,3415,12733,9129,5630,2535,10259,4735,8615,5947,3681,
营业利润(万元),36390,15162,4236,34406,24915,11919,3129,27035,19945,9786,1855,19506,13470,7586,3127,74753,68080,18703,4317,26075,17032,10534,4609,17243,12093,5269,884,11846,11075,6656,2635,17129,10370,5664,1916,8632,6136,4068,1695,6378,5249,3597,1400,6259,4713,3150,1384,5296,4005,2632,1178,3573,1931,3286,2582,1141,
投资收益(万元),6184,5455,806,7015,4189,999,--,3790,2156,1,--,716,298,-118,-17,54418,53726,9554,1381,2200,960,765,292,3908,3331,1914,459,2768,3904,2427,976,3640,2993,1746,567,3822,1481,304,191,608,270,118,70,608,322,370,184,491,507,211,168,-35,-15,-170,-106,0,
营业外收支净额(万元),7293,4803,2051,10971,6681,4289,1117,9844,6224,3131,1207,8976,5596,5709,702,7245,1327,1273,863,2447,1585,970,610,1644,1010,723,327,2347,843,492,--,--,--,--,--,36,0,0,0,-39,0,0,0,-21,0,0,0,19,0,0,0,369,0,0,370,0,
利润总额(万元),43683,19965,6286,45378,31597,16207,4245,36879,26169,12917,3062,28481,19066,13294,3829,81998,69407,19977,5180,28522,18617,11504,5218,18887,13103,5992,1211,14193,11918,7148,3051,18866,11245,6551,2597,12825,7671,4412,1936,7135,5569,3782,1562,6962,5106,3598,1654,5904,4525,2861,1358,4243,2128,3790,2921,1452,
净利润(万元),33140,15043,4274,36582,25372,12697,3238,30390,20871,9917,2134,21365,14139,10612,2868,66486,55444,14725,3167,19185,12355,8164,3553,14097,9938,4381,814,9916,8801,5467,2357,13772,8695,5038,1940,10112,5996,3320,1484,5255,3912,2605,1103,4769,3674,2547,1181,4076,3192,2047,999,3096,1530,2796,2430,1329,
净利润(扣除非经常性损益后)(万元),26545,9191,3207,28666,20298,11005,2922,24545,17770,9003,--,17641,--,6909,--,18417,--,6885,--,17627,--,7544,--,12786,--,3716,0,8505,0,4277,0,12595,0,4284,--,9893,0,3287,0,5285,0,2548,0,4472,0,2327,0,3896,0,2032,0,2321,0,0,--,0,
经营活动产生的现金流量净额(万元),-1593,-2788,-11834,28147,-7769,-14773,-9089,34975,8946,-1646,-7442,21122,6124,-1582,-3359,15161,-5613,-5452,-3651,4008,-5852,-1642,-1888,17827,1544,-1762,-862,9774,-2154,398,-3046,7155,-1296,-307,-119,9296,2955,1577,-918,7180,2576,2869,1442,5199,3394,2156,-55,4130,2168,904,551,4018,1034,3915,--,0,
现金及现金等价物净增加额(万元),47880,9592,-6749,-2613,-19599,-23203,-18959,12296,-3874,-6870,5182,6510,7588,7586,25508,-11760,-8545,-1286,598,12625,1796,2900,858,11718,1388,-731,2768,-5824,-11446,-3406,-10533,11414,15005,-2947,307,5036,2559,6433,-1210,595,-1748,97,2299,440,3183,7757,4775,-16109,-16252,-10389,-9822,18230,1530,497,--,0,
总资产(万元),929263,669390,623207,627743,535198,501838,468974,476909,472848,449534,450895,427658,432711,394807,411320,360559,350653,389896,393578,404633,368275,299716,241288,236269,218595,186170,184761,180306,177453,184405,175345,172809,160250,131630,124164,93941,79400,76463,56299,55056,55989,53830,54791,51600,53625,54156,48157,43596,43599,46219,43432,48769,30326,25929,19688,10959,
流动资产(万元),466353,370257,340292,345638,333711,308887,284420,293355,292360,274062,276797,258925,267793,234581,250121,208174,204210,201110,190657,191776,182235,111945,95741,92384,82901,74634,77096,74370,69247,77982,69972,74844,78360,56803,54118,35750,32435,34064,25450,24344,26163,24762,26373,23632,28085,30716,27139,23770,23955,28484,--,33747,16752,0,12730,0,
总负债(万元),385824,361574,315636,325524,249385,226726,195788,208067,214127,204402,207258,186388,197481,174506,178302,145080,141447,174400,153471,160658,146932,116832,69482,69586,59669,89525,89436,84299,77789,86977,80902,78788,73430,50110,63004,42770,32849,32897,12513,12581,14951,14363,15863,13592,17049,19209,14791,9837,10590,13804,12297,19093,15206,12474,9180,5324,
流动负债(万元),307053,277912,235087,278384,227481,205324,185687,198171,203573,194739,196082,175498,174191,143451,147100,113764,111350,138089,113066,117581,107829,82194,63101,63538,55724,87991,87886,82812,76077,85264,79042,76783,72930,49810,62704,42470,32549,32597,12213,12281,14651,14063,15563,13292,16749,18909,14491,9537,9490,12704,--,14093,10206,0,8380,0,
股东权益不含少数股东权益(万元),516891,283228,283007,278131,268110,258087,257054,252508,242728,229317,227492,225127,219710,216610,215316,212122,195515,196568,200911,206136,190266,173806,159996,155334,147760,86132,85038,84916,88444,87023,82598,80504,76551,71759,50145,48214,43599,40923,40082,38598,37395,36089,35782,34678,33722,32508,31142,30956,30143,29789,28741,27742,13403,12072,9367,5048,
净资产收益率加权(%),10.56,5.26,1.52,13.8,9.77,4.91,1.27,12.73,8.91,4.33,0.94,9.77,6.51,4.89,1.34,31.3,24.15,6.94,1.52,11.83,7.73,5.15,2.25,13.53,--,5.05,0,11.76,0,6.53,0,20.43,0,10.24,--,23.09,0,8.87,0,14.45,0,7.31,0,14.56,0,7.98,0,16.72,0,7.12,0,20.47,11.89,25.97,30.01,26.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
