报告日期,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.6,0.56,1.2,0.66,0.68,1.07,0.67,0.37,0.65,0.51,0.59,
每股净资产(元),--,--,5.43,--,--,4.82,3.81,3.51,3.14,2.48,2.23,
每股经营活动产生的现金流量净额(元),--,--,1.58,--,--,1.4,1.08,0.5,0.16,0.88,0.89,
主营业务收入(万元),94107,59745,117382,85620,57245,105457,86650,44269,87534,82798,58992,
主营业务利润(万元),31628,19399,40357,28873,20615,33642,23629,11832,22625,23676,17514,
营业利润(万元),19102,11183,24152,17883,12989,18978,11291,6176,10434,10483,10057,
投资收益(万元),139,6,4,4,4,2,2,2,2,4,-9,
营业外收支净额(万元),927,831,-201,365,727,257,440,414,743,208,621,
利润总额(万元),20029,12014,23951,18248,13717,19235,11731,6590,11176,10691,10678,
净利润(万元),14838,8908,18045,13343,10273,16121,10058,5570,9675,7337,8476,
净利润(扣除非经常性损益后)(万元),14143,8287,18199,13073,9731,15897,9682,--,--,--,--,
经营活动产生的现金流量净额(万元),15808,8818,23736,14037,10122,21017,16136,7558,2461,13233,9482,
现金及现金等价物净增加额(万元),29718,83992,2267,-627,-2473,2898,-561,3366,-184,555,28,
总资产(万元),216400,204743,116728,--,--,115003,98858,105416,97708,82302,67176,
流动资产(万元),163267,152512,64516,--,--,65421,52187,58864,55032,47979,40494,
总负债(万元),47569,21789,35317,--,--,42739,41700,52770,50623,45045,43548,
流动负债(万元),47569,21789,35317,--,--,42739,40380,50110,47963,45045,41548,
股东权益不含少数股东权益(万元),164895,178965,77290,--,--,68246,56989,52502,46932,37257,21484,
净资产收益率加权(%),12.12,9.36,26,18.55,13.88,26.36,19.36,11.2,22.98,26.37,44.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
