报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.21,0.17,0.09,0.33,0.25,0.34,0.2,0.63,0.44,0.31,0.2,1.02,0.75,0.49,0.32,0.91,0.69,0.54,1.02,0.58,0.92,0.56,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,8.18,7.93,8.41,8.09,7.85,4.03,4.06,--,3.05,2.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.23,0.96,0.65,1.08,0.89,1.26,1.01,0.53,1.4,0.7,
主营业务收入(万元),61843,43856,22696,75191,54404,36954,21218,71064,52732,36804,22032,64548,46634,31353,19881,65495,44593,30511,56679,29929,45117,36761,
主营业务利润(万元),17892,12978,6315,20436,14831,9912,5782,19038,13891,9548,5605,15467,11057,6999,4192,13190,9084,6353,11503,6588,10333,7170,
营业利润(万元),11668,9087,4740,15659,11887,8268,5046,14984,11077,7654,4923,11969,8732,5560,3420,9402,6343,4751,8306,5198,7394,4663,
投资收益(万元),8,110,97,947,886,622,330,473,105,9,-7,-80,-57,--,--,--,--,--,3,3,25,0,
营业外收支净额(万元),109,198,-7,962,892,384,104,876,246,190,164,975,648,583,553,358,332,309,1135,270,980,437,
利润总额(万元),11778,9285,4733,16621,12778,8652,5150,15860,11323,7844,5087,12944,9380,6143,3973,9760,6675,5060,9442,5468,8375,5100,
净利润(万元),8038,6233,3315,12231,9381,6392,3675,11698,8311,5708,3653,9582,6966,4606,2979,7254,4998,3768,7106,4089,6411,3930,
净利润(扣除非经常性损益后)(万元),7583,5835,3112,10695,8049,5638,3349,10682,8044,5553,3530,8853,--,4169,--,6990,--,3536,6253,3884,5620,3491,
经营活动产生的现金流量净额(万元),8314,5915,6408,7425,4127,-585,3139,17029,14148,10258,6612,13013,11546,8995,6101,10059,8296,8800,7058,3717,9780,4932,
现金及现金等价物净增加额(万元),7150,15298,21509,-7747,-396,-4110,-667,-18359,-20585,-8568,5315,976,1287,5717,3936,27200,37181,2614,-18,8471,1331,682,
总资产(万元),146482,150242,148694,145094,142136,108596,110916,111083,101700,94005,96624,96830,98876,103796,93969,88850,102009,68090,68042,--,46161,34759,
流动资产(万元),66988,74104,74778,73645,70563,64232,66899,67625,59538,52970,57513,58125,61766,67338,58253,52854,66063,31767,31547,--,23879,16760,
总负债(万元),38116,43595,45479,48550,47887,17913,20997,25038,19231,14130,12453,16483,21143,28486,15312,13171,28587,39863,39592,--,24816,19826,
流动负债(万元),36816,42295,44179,47250,46587,16613,19697,23738,19231,14130,12453,16483,21143,28486,15312,13171,22087,33363,33092,--,24816,19826,
股东权益不含少数股东权益(万元),103015,101210,98292,94977,92128,89138,88291,84616,81043,78440,82743,79090,76474,74114,78657,75679,73422,28228,28450,--,21345,14933,
净资产收益率加权(%),8.12,6.35,3.43,13.64,10.6,7.31,4.25,14.46,10.43,7.15,4.51,12.47,9.2,6.07,3.86,15.41,15.27,--,28.54,--,35.34,30.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
