报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.22,0.15,0.06,0.19,0.13,0.06,0.02,0.09,0.03,-0.01,-0.06,-0.27,0.08,0.09,0.11,0.51,0.38,0.19,0.05,0.63,0.52,0.47,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.94,3.95,7.93,7.82,7.69,7.51,7.4,3.27,2.64,2.12,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.17,-0.03,-0.9,-1.25,-0.88,-0.53,0.63,0.76,1.02,
主营业务收入(万元),63471,41224,18419,80092,58905,37612,18065,78422,58344,38629,18738,77501,58808,40024,17702,62070,48401,31976,14328,59694,53040,59681,
主营业务利润(万元),13671,9215,3990,14648,10028,5748,2227,12144,8313,4914,1986,10488,9055,7095,3334,12623,9080,5266,2463,11850,9847,9683,
营业利润(万元),5445,3567,1579,4390,2655,1001,-119,964,130,-491,-1588,-5855,2427,3026,1445,6178,4724,2287,857,5869,4718,3130,
投资收益(万元),200,181,27,13,--,--,--,41,--,--,--,-10,0,0,--,--,--,--,--,0,-6,-421,
营业外收支净额(万元),851,269,127,218,365,312,194,81,114,26,39,34,7,-162,53,105,-136,-180,-200,110,51,1017,
利润总额(万元),6297,3836,1706,4608,3020,1312,75,1045,244,-466,-1549,-5821,2435,2865,1498,6283,4588,2107,657,5979,4769,4147,
净利润(万元),4784,3134,1301,4003,2681,1266,348,1843,716,-145,-1322,-5672,1657,2002,1138,5110,3734,1770,583,5047,4138,3723,
净利润(扣除非经常性损益后)(万元),4721,3117,1308,3415,2818,1338,335,3065,2289,1394,92,2137,--,2129,--,5017,--,1909,--,4915,4058,3370,
经营活动产生的现金流量净额(万元),9450,8472,2609,9142,6941,5463,1735,12087,7874,2660,-4587,14914,8621,3597,-272,-9634,-13330,-9401,-5619,5027,6082,8123,
现金及现金等价物净增加额(万元),-19505,-13320,-13423,20293,1378,2986,-1325,-40171,-34277,-39315,-7516,34645,5120,958,11273,7320,14705,20947,41786,216,-3547,4390,
总资产(万元),113500,115515,118725,122075,116715,117232,110059,113761,119478,114133,133980,202127,165249,169255,128582,102756,92092,93395,108038,59434,53455,52311,
流动资产(万元),50045,53003,58885,69242,66676,67011,59894,63378,74839,71388,93348,161871,124106,130549,93830,67782,57721,59410,74052,26337,22593,26378,
总负债(万元),26147,30290,33430,38216,34281,36332,29972,33766,40105,35469,56315,122997,78287,81878,41229,16779,7650,11225,27126,31256,30340,33277,
流动负债(万元),25952,29559,33212,37995,34266,36317,29951,33751,40085,35449,56294,97977,53268,56836,41229,16748,7650,11225,26126,29356,29440,31277,
股东权益不含少数股东权益(万元),85230,83515,83824,82516,81209,79794,78876,78510,77408,76548,75371,76692,84027,84371,84574,83444,82060,80096,78909,26175,21128,16990,
净资产收益率加权(%),5.71,3.76,1.56,4.97,3.36,1.6,0.44,2.37,0.93,-0.19,-1.74,-7.1,1.97,2.37,1.36,7.53,5.94,3.33,2.2,21.34,21.71,24.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
