报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),1.58,0.54,0.14,0.84,0.73,0.45,0.17,0.92,0.61,0.28,0.09,0.69,0.58,0.54,0.3,0.7,0.63,0.44,0.19,0.65,0.52,0.34,0.17,0.46,0.48,0.33,0.13,0.63,0.46,0.38,0.16,0.71,0.54,0.35,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.08,--,5.05,6.04,6.11,5.8,5.79,5.59,5.55,5.37,5.27,5.09,5.01,4.84,4.89,4.71,4.6,4.46,4.32,5.02,4.92,4.77,4.68,4.47,4.29,4.27,4.15,4.01,4.03,3.96,3.99,3.97,4.12,4.03,4.03,4.85,4.69,4.58,4.49,4.37,5,4.87,4.97,5.3,5.17,5.05,6.09,6.12,6.23,6,4.1,3.8,3.74,3.79,3.58,3.54,3.6,3.94,3.93,3.95,3.67,2.42,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.62,--,2.22,1.47,-0.12,1.51,1.4,0.86,-0.22,1.75,1.68,1.1,0.03,1.98,1.58,0.92,0.37,0.51,0.37,0.01,-0.34,1.24,0.9,0.35,-0.04,0.99,0,0,0,0.29,0,0,0,0.71,0,0,0,0.41,0,0,0,1.17,0,0.59,--,1.64,0.45,1.51,0.29,0.55,0.13,-0.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1475329,982950,415130,2077893,1557518,1013632,413324,1990708,1461877,938154,388386,1774325,1345414,719608,319885,1450238,1143158,736603,322829,1325998,974445,631090,273909,1098624,806622,518070,234447,1044738,791892,519172,231649,918619,666731,421075,189349,728622,524591,342250,155738,683153,505932,335686,153096,655528,480239,330040,159963,555973,407334,266556,125318,446834,341987,228955,106273,384477,191539,362828,175987,350317,164097,44432,20209,91889,39346,135080,95310,192457,109968,143416,76712,--,58522,77337,63084,54205,
主营业务利润(万元),298954,194994,80200,438227,317133,201356,82274,409861,289873,176734,69853,329696,243893,133591,63247,275292,215523,136292,61829,251265,184042,119857,52715,206164,150415,97849,46168,192823,150327,100204,44792,187981,135650,86369,--,150561,101554,64508,30284,141000,112210,78140,35162,159691,113077,77533,36926,153417,111507,70637,33494,157329,109547,68547,28542,128151,58514,113182,50153,103381,48038,3463,4370,17060,1107,511,5695,17707,12364,17460,11598,--,5664,7945,6714,6905,
营业利润(万元),243724,95847,32645,194181,158555,97131,34204,172653,134463,72682,25277,149954,111027,89651,45338,127868,117315,77743,32432,112733,93649,62842,28756,86458,84057,57321,24948,109612,85307,58637,25411,99356,82492,52423,17898,63788,42167,25529,12827,58781,53057,37089,16588,73858,54268,39218,18414,74366,57413,34880,14989,65434,50294,31293,13630,56047,28554,46256,24794,45017,25949,-4256,-1113,4358,0,525,0,17787,0,0,11478,--,0,0,0,0,
投资收益(万元),114346,24012,6980,31631,27383,18228,9017,24326,13517,5299,9192,43706,38138,31678,23074,34545,26606,20615,9519,35849,26523,17148,8053,25151,20101,13053,4801,41210,20220,14702,5271,25143,21757,14918,2809,10600,7815,3151,682,-5241,-4742,-448,1373,7408,5363,4472,1301,12935,12623,9914,2106,8058,6802,4754,2354,4711,4218,11641,5549,4225,-847,4442,-241,4359,210,530,303,1064,579,773,209,--,0,0,0,0,
营业外收支净额(万元),12017,15822,2603,18490,8766,4288,2323,35504,9501,1638,902,17960,8974,1723,791,--,1968,1104,1201,12082,3447,1098,485,7792,3343,1966,646,2431,--,0,--,--,--,--,--,667,0,0,0,-3019,0,0,0,-8345,0,0,0,4807,0,0,-30,-1130,-301,-403,0,1002,0,-253,0,34,0,0,0,0,-41,0,72,0,18,538,0,--,--,--,--,--,
利润总额(万元),255741,111669,35248,212671,167321,101419,36527,208157,143965,74320,26179,167914,120001,91374,46129,135202,119283,78848,33633,124815,97096,63940,29242,94250,87400,59288,25593,112042,86776,59725,25597,103219,83148,52712,18009,77405,51035,29054,13869,51747,45718,35058,17600,74009,58911,43220,19487,92271,67691,44758,17088,72806,57049,35897,15835,61814,32710,57649,30376,52847,24965,879,-1362,8472,1258,1217,6086,19306,12927,18995,10650,--,5875,8466,7146,7130,
净利润(万元),161903,55166,14220,85788,74158,46135,17143,94383,62229,28417,8801,70349,59020,55005,30543,71148,64913,44991,19007,66572,52960,35261,16945,46574,49314,33496,13666,64660,46759,32594,13241,60558,46270,29780,8977,40151,25657,13761,6223,15944,13356,12253,7300,29374,25538,19449,8219,41201,30740,22027,7311,27278,22394,13470,6903,24644,14592,27587,14536,24433,9895,1042,-1362,7654,1096,1037,5116,16473,10966,16237,9008,--,5443,8044,5895,6767,
净利润(扣除非经常性损益后)(万元),75239,46816,13807,89167,71347,45401,15419,82999,73671,42666,--,76444,--,41345,--,72914,--,45944,--,65818,--,35979,--,49881,--,32802,0,48816,0,32689,--,59852,0,29735,--,32517,0,5863,0,11946,0,13965,0,31407,0,19393,0,32369,0,18161,0,28116,22565,13622,--,23436,14476,26012,13732,16355,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),150810,56373,-13985,201196,176717,97205,-4772,175889,150386,92884,-63304,312006,226633,150660,-12566,154238,143451,88414,-22354,178746,171813,112220,3047,202860,161612,94348,37830,51650,38122,408,-28621,105788,76986,29561,-3055,84696,48524,19931,-8011,24353,-16537,-15738,-23355,60467,33745,7675,5675,29217,45672,15697,-587,69059,0,31859,--,88719,20022,67815,13169,24743,4307,-15494,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),75475,50611,-20744,93265,71328,93630,-574,-65481,-71163,-58440,-211385,319422,111755,147138,-24849,109697,94610,48685,-26007,111428,114677,81365,-2443,169742,130082,91882,51590,7877,3976,-4694,-35059,56274,16507,2109,-2199,35010,37004,11242,-8252,-32679,-73124,-45956,-17462,-20394,-32763,-5003,1443,-61802,-38334,-5956,533,27418,0,44218,--,37809,17887,42853,4818,70766,-18032,185402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),2935761,3029065,2997348,2976909,2926605,2873750,2811818,2712046,2643795,2541945,2458676,2574368,2321814,1978659,1822894,1791042,1731693,1672982,1575297,1518765,1511978,1444965,1360016,1311163,1290036,1164921,1093129,1047700,1050745,1040410,992503,1002611,973136,934647,869260,852537,812736,790855,765277,775267,769259,792426,817931,822778,847543,861285,851190,852921,848173,859694,854866,850460,792713,814298,777299,743496,740637,705982,712982,688696,505761,512400,246150,262628,243498,258292,233654,191437,160789,144587,142226,103564,75655,54065,28700,29112,
流动资产(万元),2445243,2523529,2476269,2465113,2414857,2369718,2312469,2222696,2143756,2059824,1981822,2093263,1843768,1567505,1415879,1452186,1367864,1305267,1213128,1164893,1152646,1088070,1008597,967834,936232,862979,796066,756859,763716,747591,695396,711602,672197,641747,609719,592790,571660,542473,509828,517842,508339,524029,549021,555137,584166,607194,588440,589521,578413,609087,609931,--,--,--,565571,542706,0,0,0,0,384998,388368,188744,203774,175794,189557,154932,116310,81747,77088,85260,55085,50164,30533,21203,21939,
总负债(万元),1920761,2149696,2105270,2115719,2087296,2092515,1973227,1905362,1879614,1845580,1723882,1861328,1614315,1187369,999982,1008436,955181,930510,806842,779327,788437,747732,657997,634360,610333,526669,450609,428226,448942,461465,406862,436736,417396,405228,341580,334352,311545,308827,264243,285736,280402,311666,311049,330102,366713,386145,370605,388107,399279,430402,425807,435801,380181,418896,378452,355903,361100,329254,339913,328889,286642,301540,123190,138315,126036,142179,115283,83656,53130,36613,41803,54295,55276,37778,19433,21569,
流动负债(万元),1858311,2085627,1883771,1897097,2004361,2009761,1888492,1827160,1647268,1613762,1496292,1631446,1534671,1182637,995086,1003780,944142,919627,795924,768371,777382,736545,635498,612434,606949,524153,448423,426219,445246,457776,402921,432823,412668,401237,339341,333032,304451,301479,260999,280997,275175,307539,303961,322931,361839,381283,363707,381202,390495,423518,420470,--,--,--,376339,355278,0,0,0,0,284972,299676,122566,137517,125100,141285,113088,82635,51898,35164,40285,48742,48414,34271,17792,18444,
股东权益不含少数股东权益(万元),797216,689058,641930,626062,622595,592001,593247,575443,550931,512880,519394,510456,516548,617807,624464,593385,591714,571273,567698,548708,538772,520949,511884,495006,500172,481698,470900,456454,442282,428098,419063,406429,398934,381359,365988,363834,353902,342146,343196,337100,339691,338560,350796,343663,343781,344628,333418,325340,318814,310241,295680,288060,293870,285099,278432,271472,272860,274424,279172,264572,134728,124831,122960,124314,117462,116113,118371,107782,107662,107964,100392,49236,20380,16287,9266,7542,
净资产收益率加权(%),23.03,8.24,2.24,14.34,12.28,7.78,2.93,17.49,11.65,5.44,1.71,13.39,10.21,8.86,5.02,12.46,11.18,7.88,3.41,12.76,10.14,6.87,3.37,9.79,--,7.06,0,14.99,0,7.78,--,15.86,0,8.01,--,11.35,0,3.92,0,4.66,0,3.5,0,8.72,0,5.81,0,13.24,0,6.07,0,9.75,0,4.84,--,9.29,5.49,10.25,0,0,--,0.84,--,--,--,0,0,0,0,0,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
