报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2006-06-30,2005-12-31,2005-06-30,2004-12-31,2004-06-30,2003-12-31,2003-06-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.63,0.56,0.37,0.55,0.35,0.13,0.07,0.23,0.22,0.15,0.11,0.1,0.15,0.1,0.06,0.22,0.23,0.54,0.26,0.79,0.43,0.4,--,1.26,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,3.96,--,3.87,--,3.85,--,--,4.18,4.15,3.24,3.18,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.52,--,--,--,-0.61,--,--,-0.87,-0.72,0.02,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),409640,301530,109380,193847,111413,55001,28230,112867,86977,56568,35358,79294,62370,41869,20917,103279,64799,153642,66742,174380,79143,102408,75799,263823,145486,112330,33312,17811,8115,24176,17048,18901,10113,15384,33069,--,
主营业务利润(万元),229238,201561,68912,88438,56432,20822,11079,37606,35385,23490,18411,15828,21806,13722,7752,30193,29661,70490,34855,104952,57209,53793,53903,199234,112083,102476,19647,1352,634,5571,7388,-627,1858,-3413,4956,--,
营业利润(万元),229238,201561,68912,88438,56432,20822,11079,37606,35385,23490,18411,15828,21806,13722,7752,30193,29661,70490,34855,104952,57209,53793,53903,199234,112083,102476,19647,1352,634,5571,7388,-627,1858,-3413,4956,--,
投资收益(万元),76422,69794,33396,34571,17315,3491,1998,16159,13914,11320,7743,5204,7332,3497,1063,7331,13672,14311,9769,13019,7941,14535,27698,80652,889,21871,1118,1139,666,552,396,973,377,2166,1607,--,
营业外收支净额(万元),1120,662,-2,613,285,-23,-140,68,14,-20,1,738,175,169,3,552,107,672,185,151,33,-123,-371,99,81,-1323,-46,-134,160,-612,4,272,15,2441,167,--,
利润总额(万元),230358,202224,68910,89051,56716,20799,10939,37674,35399,23470,18412,16566,21980,13891,7754,30744,29768,71163,35040,105102,57242,53670,53532,199333,113042,94797,19572,3035,395,5223,4748,618,2251,1194,6730,--,
净利润(万元),172789,151803,51881,66385,42083,15229,7958,27390,26246,17410,13693,11890,16437,10221,5704,22324,22652,53708,25994,79158,42932,39992,40150,125949,76028,58994,13473,2035,265,2768,3181,218,1370,257,4109,--,
净利润(扣除非经常性损益后)(万元),171945,151305,51883,65952,41870,15246,8063,27339,26236,17425,13692,11336,--,10094,5702,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),749128,654225,87877,388127,315082,61969,31611,-137950,-117764,-73336,-38707,-81823,-104388,-86644,2199,-264880,-110645,-250126,--,675261,--,-279937,--,683551,--,219424,--,--,--,--,--,--,--,-144262,-52901,--,
现金及现金等价物净增加额(万元),1898633,1706344,588535,708749,471207,51580,29572,-169492,-137511,-82850,-44850,29862,59445,80894,2031,-272107,-114761,-301033,--,668473,--,-364383,--,634750,--,243186,--,--,--,--,--,--,--,-144287,-63817,--,
总资产(万元),5577903,6001923,3906407,2891525,2051533,1240087,1151980,1113537,1095402,1149884,1104507,1052016,1082348,1096483,1007441,987471,1138173,1242222,1165759,1480905,926962,761904,772519,1267575,1300698,497970,342736,223767,229762,233869,321917,319803,378413,371349,501153,533807,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,1003297,1005871,925360,--,1027367,0,--,0,--,--,698000,--,1278897,476787,318346,198047,204852,207475,294598,290612,347502,340093,467683,507410,
总负债(万元),4398199,4832863,2824920,2350272,1545481,764529,679341,648888,632728,687957,644794,606408,580132,597601,682951,669715,818174,929836,897108,1197046,682778,561940,574805,988934,1102596,340896,231184,125687,133453,137825,217529,218416,275709,270015,397044,433807,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,580020,596774,682823,--,818138,0,--,0,--,--,574805,--,1102596,340896,231184,125687,133453,137825,217529,218416,275709,270015,397044,433807,
股东权益不含少数股东权益(万元),1173962,1163456,1076016,535358,506052,475558,472639,464648,462674,461927,458886,444786,501389,498049,323653,316919,319130,311492,267764,282965,244183,199048,197714,278640,198102,157074,111552,98079,96310,96045,104388,101387,102704,101334,104109,100000,
净资产收益率加权(%),18.39,17.65,9.23,13.28,8.65,3.22,1.7,6.02,5.76,3.84,3.03,2.73,3.93,2.69,1.78,7.1,--,18.24,--,32.84,--,18.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
