报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.16,0.12,0.07,0.27,0.23,0.17,0.09,0.37,0.27,0.22,0.13,0.43,0.33,0.28,0.15,0.38,0.28,0.26,0.15,0.37,0.24,0.36,0.29,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.78,--,3.56,3.5,3.52,3.37,3.27,3.24,3.23,1.74,1.61,1.49,1.1,2.42,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.19,--,--,--,0.52,--,0.99,0.48,0.31,0.9,0.9,0.59,0.51,0.77,1.01,0.6,0.49,2.97,
主营业务收入(万元),332720,225087,123799,444419,341917,231606,126723,468962,359225,244433,136434,512345,393868,270629,152454,511691,385656,264845,148788,482368,361457,445544,400833,320392,
主营业务利润(万元),63534,41965,22552,86926,64599,42951,22752,89699,64985,44332,23226,94147,70020,48775,25352,91910,66219,45447,23270,79453,56402,70309,62961,47905,
营业利润(万元),6929,5726,3807,13687,11665,8432,4772,16501,11799,9902,5913,21470,15995,13589,7279,17016,11916,10240,5411,13901,8540,12501,10358,8623,
投资收益(万元),600,381,142,11,11,--,--,7,7,--,--,6,6,6,0,5,8,8,-7,4,7,6,-515,11,
营业外收支净额(万元),1716,1116,16,1273,1617,1217,523,3315,2792,2354,1509,2312,2712,2112,1043,3487,2982,2702,1220,3513,2748,4181,2710,2787,
利润总额(万元),8645,6842,3823,14960,13283,9648,5294,19815,14591,12256,7422,23781,18707,15700,8322,20502,14898,12941,6631,17414,11288,16682,13068,11410,
净利润(万元),6369,5118,2810,10981,9455,6965,3897,15006,11036,9209,5481,17615,13720,11599,6253,15294,11256,10045,5413,13141,8574,12148,9145,8046,
净利润(扣除非经常性损益后)(万元),5075,4283,2799,10028,8245,6054,3506,12531,8947,7446,--,16036,--,10010,--,12638,--,8018,--,10503,6508,8531,7565,5103,
经营活动产生的现金流量净额(万元),16788,9767,15347,4089,9211,1144,7881,17206,29189,14828,21381,30805,40574,19676,12660,36797,37075,24052,20879,26905,35566,20177,14661,29718,
现金及现金等价物净增加额(万元),-17704,-22451,-6360,-33144,-10293,-13320,3091,3534,20670,7639,22141,18068,31239,11496,12935,89574,96108,84528,87819,7385,16797,4973,-6175,16531,
总资产(万元),290577,274090,293856,284777,289639,286674,306134,308700,311266,292355,315741,304604,309439,279923,290001,292856,276138,254700,261352,186768,182205,164450,147304,145036,
流动资产(万元),170472,157245,181721,171314,196620,197463,217767,224406,236076,217460,240286,228217,235811,205927,215279,217669,204635,186131,191998,116620,111915,100160,95526,96508,
总负债(万元),132851,117461,131387,125160,131656,131204,145523,151978,158522,141446,160302,154644,163407,135993,145272,154381,141698,121439,128567,125789,125800,114840,114239,120815,
流动负债(万元),132534,116954,130468,124073,131573,131125,145444,151893,158437,141360,159604,153944,163308,135885,145165,154271,141628,121358,128469,125695,125709,114729,114111,120675,
股东权益不含少数股东权益(万元),157726,156628,162470,159617,157983,155471,160611,156722,152744,150909,155439,149959,146032,143930,144729,138475,134440,133261,132785,60980,56405,49610,33065,24222,
净资产收益率加权(%),4.03,3.18,1.74,6.97,5.99,4.39,2.46,9.83,7.27,6.01,3.59,12.26,9.62,8.1,4.42,13.2,9.67,9.17,6.31,23.94,16.31,30.91,31.94,40.45,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
