报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.29,0.16,0.05,0.5,0.31,0.15,0.04,0.32,0.23,0.13,0.05,0.35,0.27,0.14,0.05,0.42,0.31,0.2,0.44,0.39,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.52,5.44,5.31,5.25,5.21,5.1,2.36,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.47,0.29,0.06,0.48,0.36,0.38,0.9,0.77,0.46,
主营业务收入(万元),31311,20892,10426,50209,30583,16231,6763,28675,19108,11809,4956,24366,18379,11286,4682,26910,19140,10922,20567,18348,17152,
主营业务利润(万元),11807,7837,3017,20384,13491,6835,2416,14675,10051,6111,2546,12749,9592,5853,2406,14396,10423,5936,11000,9889,9143,
营业利润(万元),6199,3324,937,9843,6711,3039,621,5279,3387,1881,780,5548,4257,2390,836,5371,4074,2701,4987,4330,3609,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
营业外收支净额(万元),494,406,353,1144,769,576,357,1068,967,581,107,948,797,155,6,987,182,177,751,705,148,
利润总额(万元),6693,3730,1290,10987,7480,3616,978,6347,4354,2461,886,6495,5054,2546,842,6359,4257,2877,5739,5035,3757,
净利润(万元),5207,2906,923,9093,5674,2788,645,5242,3608,2049,733,5563,4335,2200,725,5459,3739,2454,5268,4663,3514,
净利润(扣除非经常性损益后)(万元),4837,2602,659,8183,5097,2356,377,4357,2786,1555,642,4758,--,2068,--,4563,--,2278,4451,3876,3180,
经营活动产生的现金流量净额(万元),10896,5498,1921,3934,6819,-3153,1099,11735,10722,6506,3289,8998,7478,4710,945,7696,5688,4529,10775,9251,4698,
现金及现金等价物净增加额(万元),12724,1127,938,-28529,-18229,-11264,-1886,44767,71084,2920,36173,-23705,-14251,-14378,-18885,31220,53840,695,-3439,1025,643,
总资产(万元),238489,228268,229414,224201,209211,206214,205020,203762,206753,137399,165010,129304,131136,119949,110052,112799,127363,71395,56469,50818,48645,
流动资产(万元),84865,74762,75403,89481,102296,98792,97920,99343,103270,35201,68497,35394,46369,49283,42311,53295,73365,17821,13194,13264,17025,
总负债(万元),74753,66826,69041,64905,53235,52926,53404,52813,57111,47611,75979,41005,44064,35009,26032,29504,45751,40658,28183,27813,30304,
流动负债(万元),47707,39229,31894,27208,23760,22900,23759,23128,27328,38246,66607,31627,30470,25863,9479,12945,24352,19254,1968,1841,2232,
股东权益不含少数股东权益(万元),163736,161443,160373,159296,155976,153288,151616,150949,149643,89788,89032,88299,87072,84940,84020,83295,81612,30737,28287,23005,18342,
净资产收益率加权(%),3.22,1.81,0.57,5.86,3.69,1.83,0.43,4.99,4.01,2.3,0.83,6.49,5.07,2.61,0.87,12.58,12.4,8.32,20.53,22.56,21.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
