报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.19,-0.13,-0.07,0.02,0.04,0.05,0.02,0.1,0.07,0.04,0.04,0.23,0.18,0.13,0.06,0.77,0.58,0.44,0.29,1.05,0.63,0.36,0.19,0.54,0.32,0.19,0.09,0.64,0.47,0.25,0.16,0.9,0.63,0.41,0.22,--,--,--,0.35,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.03,3.98,4.06,4.01,3.87,3.73,5.11,4.84,4.38,4.1,5.32,5.11,4.86,4.64,4.93,4.84,4.66,4.45,6.11,5.96,5.68,5.46,6.79,7.16,2.74,2.4,--,4,3.12,2.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.07,-0.08,0.01,0.98,0.64,0.46,0.17,1.39,0.84,0.49,0.35,0.66,0.42,0.3,0.2,0.89,0.57,0.32,0.31,0.83,0.62,0.24,0.19,1.58,0,0.94,--,1.66,1.26,0.81,
主营业务收入(万元),164154,121697,59047,234327,167341,110640,52008,200078,137068,69461,28155,121006,86998,60033,23365,123655,92072,63229,29425,114634,79881,47518,22537,63627,42776,25409,11604,53865,39334,22442,10438,56559,42647,28308,13216,48703,36853,25545,12531,52096,38791,20406,
主营业务利润(万元),2698,2629,1467,23617,19302,14530,7485,26586,18610,11066,5963,29805,21391,14624,6114,60684,47888,35170,16581,62790,42431,24947,10851,27408,16868,9631,4335,29410,21579,12309,5714,30249,22549,15136,6266,28214,22001,14265,6391,29255,22826,7420,
营业利润(万元),-17378,-12089,-4516,-570,1821,2059,2154,7011,4416,2607,2400,16061,12002,8484,4072,52678,40452,30515,14900,52592,34790,19813,8119,22010,13411,7861,3838,25772,18772,10296,4960,26578,18767,12247,5118,23802,17953,11940,4988,25305,17456,5216,
投资收益(万元),383,263,119,583,537,383,152,885,542,256,127,548,552,577,596,2488,--,--,160,80,80,80,--,--,--,--,--,--,--,--,--,0,--,--,0,24,25,12,--,139,-350,-351,
营业外收支净额(万元),981,579,-355,1557,1402,1203,84,1088,760,301,171,1185,690,642,24,1045,498,490,20,731,75,71,-5,355,81,73,--,426,--,--,--,--,--,--,--,-12,0,0,77,0,0,0,
利润总额(万元),-16396,-11510,-4871,987,3224,3262,2237,8099,5175,2907,2572,17245,12692,9126,4095,53723,40950,31005,14920,53323,34865,19885,8114,22365,13492,7934,3838,26198,18906,10348,4960,27123,18854,12334,5118,25317,18052,12025,5064,26537,17075,4853,
净利润(万元),-13401,-9306,-4947,1365,2668,3320,1682,6652,4526,2640,2135,14093,10951,8090,3540,45947,35068,26628,12601,45110,27129,15605,6196,17666,10671,6391,3055,21274,15348,8396,4017,22918,16015,10372,4309,21156,14822,9846,4213,22236,14399,3675,
净利润(扣除非经常性损益后)(万元),-13739,-9384,-4588,-346,838,1643,1611,5570,3532,2019,1990,12459,--,6676,--,42717,--,25916,--,44247,--,15290,--,17243,--,6190,0,20969,0,8358,--,22265,0,10240,--,19224,14735,9759,--,20889,14289,3267,
经营活动产生的现金流量净额(万元),14220,-1024,14053,-13131,-17580,-21710,-12253,41997,26308,25334,12537,12318,4080,-4603,428,59031,38646,27606,7264,59447,35848,21159,11692,21709,13977,9736,6584,29493,18708,10518,7943,21121,15809,6215,3696,30917,20818,13771,6001,20216,15332,6485,
现金及现金等价物净增加额(万元),2067,-14217,10927,-37618,-31204,-27778,-8456,73700,90885,127262,154808,-34594,-35885,-31898,-13262,15829,-6156,-9851,-16267,26000,9257,46,6443,-3370,-9980,-11580,1768,-8443,-11599,-6817,3953,-22379,-19202,-11557,2803,92431,-6232,-11359,-927,1744,11551,385,
总资产(万元),468031,473004,497955,516065,484379,490823,493129,519085,498760,465155,456699,278058,272552,280318,281143,278970,262278,258804,249208,254254,229161,212603,213259,207912,194652,185301,190986,183135,178878,174607,178254,174784,167499,158408,165040,159570,65015,60015,--,65394,63864,34217,
流动资产(万元),241668,241085,262619,278856,250333,258351,275412,308529,323201,295893,320179,143104,139763,147508,157431,155725,135516,138971,130262,139812,125055,114669,114350,107251,96721,90198,100558,101906,98469,103133,112278,109681,113639,120226,129078,123034,27893,22941,--,34031,27978,11195,
总负债(万元),71236,72046,91279,104448,71400,76912,74051,101785,83645,51448,33298,26468,24356,35012,31445,32400,24037,28505,23984,41241,36243,31674,32822,33598,28945,26965,22928,18158,19876,22639,18004,18585,18261,14924,27658,14793,19858,19953,--,11467,20707,8561,
流动负债(万元),48054,49203,67203,80164,51243,56583,55577,83203,65311,33078,27721,24855,23203,33823,29339,30213,17540,17944,14108,31046,32310,30215,16991,17839,11070,11426,14884,17858,19876,22639,13793,14203,12287,8949,24940,12080,18458,18564,--,6450,19113,4573,
股东权益不含少数股东权益(万元),390840,394851,400629,405572,406879,407531,412949,411263,409142,407253,417355,245253,242121,239257,243708,240488,232091,224158,219090,207711,187730,175822,175387,168697,160196,152932,162793,159738,153811,146859,155164,151154,144251,138608,132545,139673,40073,35097,--,48797,38114,18743,
净资产收益率加权(%),-3.37,-2.32,-1.23,0.33,0.65,0.81,0.41,1.8,1.28,0.81,0.87,5.82,4.55,3.39,1.46,20.54,15.98,12.09,5.91,24.11,15.25,9,3.6,10.98,--,4.03,0,13.87,0,5.56,--,16.07,0,7.24,--,47.85,0,23.71,--,54.81,55.5,21.74,
		
		
		
		
		
		
		
		
		
		
		
