报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.09,0.06,0.03,0.16,0.11,0.17,0.06,0.35,0.26,0.17,0.07,0.38,0.32,0.17,0.13,0.56,0.42,0.27,0.13,0.64,0.26,0.62,0.29,0.23,
每股净资产(元),2.75,2.7,2.69,2.68,2.64,5.76,5.71,5.64,5.54,5.44,5.44,5.39,5.32,5.16,7.81,7.68,7.54,7.39,7.26,2.82,2.43,2.18,1.48,1.19,
每股经营活动产生的现金流量净额(元),0.13,0.13,0.03,0.17,0.07,0.22,0.02,0.17,0.13,0.12,0.02,0.14,-0.06,-0.04,-0.09,0.17,--,0.09,-0.06,0.09,0.33,0.42,0.3,0.08,
主营业务收入(万元),36279,23861,11118,52102,37681,24528,11275,48866,35206,22892,11222,39628,27732,14383,6984,29608,20946,13011,5944,23761,10310,18331,13832,11094,
主营业务利润(万元),7285,4659,2279,11033,7766,5259,2532,10400,7802,5204,2207,9817,6599,3010,1427,5759,4087,2673,1259,5877,2609,5145,3060,2625,
营业利润(万元),2379,1385,733,3933,2703,1823,881,3986,3196,2118,878,4828,4005,2187,1114,4186,2925,1768,860,4015,1703,3483,1735,1466,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
营业外收支净额(万元),239,158,12,686,464,383,59,540,135,19,5,104,157,31,3,366,369,261,0,123,-44,142,-0,-39,
利润总额(万元),2618,1543,745,4619,3167,2206,940,4526,3331,2137,883,4932,4162,2218,1116,4552,3294,2029,860,4138,1660,3625,1735,1427,
净利润(万元),2224,1360,668,3952,2715,1869,703,3842,2811,1826,748,4205,3527,1916,947,3865,2806,1730,731,3526,1408,3095,1445,933,
净利润(扣除非经常性损益后)(万元),--,1225,--,3316,--,1528,--,3378,--,1809,--,4108,--,1890,--,3554,--,1508,--,3422,1445,2974,1447,959,
经营活动产生的现金流量净额(万元),3261,3106,791,4210,1617,2410,236,1838,1483,1340,206,1512,-679,-466,-647,1252,-26,677,-463,503,1816,2312,1490,422,
现金及现金等价物净增加额(万元),1995,2661,580,-6831,-3882,-1959,-2377,-7598,-5888,-1348,-1258,-9456,-8366,-3886,-1534,35355,34512,36719,38574,-2579,-797,3761,402,969,
总资产(万元),80119,80244,79998,81415,78306,78509,75385,75132,73456,74211,72708,71854,71087,65269,63171,62034,60796,58774,60514,22901,20202,17525,11380,11564,
流动资产(万元),45967,46443,45975,47429,49401,50912,49391,51526,53946,55560,55642,55449,62331,58167,56208,55090,54024,51973,53765,16138,13652,13497,7729,8530,
总负债(万元),13459,14677,14736,16375,14309,14967,12430,12903,12403,14207,12680,12444,12418,8385,5760,5570,5391,4445,7185,7401,6821,5551,3965,5594,
流动负债(万元),13459,14677,14736,16375,14302,14967,12430,12903,12403,14207,12680,12444,12418,8385,5760,5570,5391,4445,7185,7401,6821,5551,3965,5594,
股东权益不含少数股东权益(万元),66660,65567,65261,65040,63997,63542,62955,62229,61053,60005,60029,59411,58666,56884,57411,56464,55405,54329,53330,15500,13382,11974,7415,5970,
净资产收益率加权(%),3.36,2.07,1.02,6.18,4.27,2.96,1.12,6.32,4.62,3.03,1.25,7.27,6.06,3.34,1.66,22.15,6.74,4.96,4.61,25.67,11.11,34.54,21.6,20.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
