报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.32,0.21,0.26,0.67,0.57,0.39,0.13,0.53,0.46,0.29,0.11,0.66,0.62,0.69,0.31,2.31,0.79,0.45,0.15,1,0.64,0.35,0.13,0.97,0.72,0.46,0.23,0.67,0.38,0.2,0.08,1.56,0.97,0.56,0.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.2,7.59,14.59,14.29,8.24,7.84,7.54,7.39,7.02,6.7,6.48,6.35,6.22,5.83,5.94,5.7,5.46,5.27,5.16,5.07,4.42,4.01,3.77,3.41,3.29,3.1,3.04,3.26,3.19,3.01,2.91,2.87,4.11,4.18,2.19,1.53,1.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.45,0.03,1.04,0.81,0.42,0.22,0.04,0.6,0.02,-0.16,-0.12,0.94,0.49,0.19,-0.19,0.86,0.24,-0.03,-0.07,0.6,0.36,-0.03,-0.05,0.5,0,--,0,0.33,0,0,0,0.53,0,0,0.86,0.56,0,
主营业务收入(万元),474134,332325,151378,486669,377417,260286,110228,446363,320145,216658,99548,387739,271011,181108,73446,63810,47735,29198,12482,54122,39637,25874,11477,54452,41042,26210,10195,57572,45454,29068,11939,49237,38059,24009,10180,28523,21003,11104,6138,27350,20677,11683,5442,27253,20286,12271,24044,20022,17405,
主营业务利润(万元),158767,102508,45016,146239,109989,69700,27853,115193,84228,55700,23439,97148,71515,44159,18763,41717,31056,18192,7612,35653,25622,15746,6965,34746,25435,16886,6394,36466,29581,18340,7422,30318,23748,14151,--,21719,15990,8326,4537,20631,16155,9214,4110,20238,14839,9037,16488,13241,11481,
营业利润(万元),70281,47758,22314,48142,45170,28551,9580,38484,31630,19144,7627,42587,40161,29168,6851,30612,11035,6489,2255,14986,9373,4795,1754,13740,11114,7741,3193,9959,6241,3371,1366,24679,15618,9208,5262,6387,4825,1805,1034,6284,4911,2191,694,5843,3928,2623,4739,4516,3580,
投资收益(万元),10837,9142,2607,20416,6838,4746,2121,4360,3234,2127,819,3394,2364,1185,564,20682,3493,2470,1002,4746,3541,2145,877,5280,4682,3411,2349,3680,596,535,25,17988,9841,6143,143,616,119,29,-54,37,60,15,62,50,13,2,-3,-97,37,
营业外收支净额(万元),686,685,-98,1560,636,542,-164,583,936,606,272,2019,1084,1156,-98,1972,854,330,147,169,103,64,6,999,292,-6,8,321,--,--,--,--,--,--,--,-34,0,--,0,-40,0,0,0,-14,0,0,-9,0,0,
利润总额(万元),70967,48443,22216,49702,45806,29092,9416,39067,32566,19750,7899,44606,41245,30324,6754,32584,11889,6818,2402,15155,9476,4859,1759,14739,11407,7735,3201,10280,6243,3377,1379,24607,15754,9331,5256,6969,4919,1809,961,6282,4954,2205,755,5879,3926,2625,4726,4384,3596,
净利润(万元),59059,39828,18911,42918,36885,23328,7380,30245,25956,16017,6231,33238,30909,22971,5114,30528,10380,5885,1955,13204,8426,4580,1676,12768,9485,6041,3003,8881,5069,2615,1113,20646,12822,7433,4228,5845,4135,1565,745,5250,4229,1888,617,4765,3264,2122,3992,3730,3111,
