报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-03-31,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.4,0.22,0.1,0.42,0.42,0.23,0.11,0.39,0.57,0.37,0.26,1.07,0.96,0.63,0.3,0.91,0.72,0.46,0.21,0.71,0.57,0.37,0.18,0.6,0.47,0.3,0.15,0.53,0.43,0.23,0.12,0.59,0.53,0.24,0.54,0.42,0.45,0.36,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.05,5.73,5.99,5.7,5.5,5.24,5.5,5.28,5.15,4.94,5.25,5.08,4.96,4.78,5.07,4.92,4.81,4.61,4.86,4.74,2.6,2.42,2.24,--,2.28,1.82,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.61,0.83,0.39,2.1,1.89,0.71,0.43,1.31,1.25,0.67,0.36,1.39,1.14,0.57,0.29,0.84,0.93,0.41,0.26,0.83,1.04,0.33,1.17,0.7,0.9,0.65,
主营业务收入(万元),140463,89222,44541,184602,139467,87206,44176,190236,139958,85015,44885,194369,145169,90942,44769,180231,133856,80298,38350,133934,98539,61228,30521,120169,87732,53776,27064,111208,76978,46935,23279,91662,67679,18840,66564,47831,55731,44492,
主营业务利润(万元),76834,47486,23018,97398,73467,45138,22250,99200,72676,44348,23214,101995,75305,47401,23332,92753,69371,41789,19499,70801,53090,32792,15596,63797,46950,28584,13862,56114,39198,23524,11651,46109,34365,9662,35209,26014,30353,24443,
营业利润(万元),16529,9220,4464,17426,16414,8724,4265,17340,15972,8397,5198,21016,19056,12098,5922,18828,14424,9097,4251,13958,11177,7242,3581,12443,9521,5901,2859,10492,8664,4684,2358,9692,8427,3494,8203,6396,6681,5101,
投资收益(万元),1316,917,398,2904,1095,772,315,1819,1095,791,463,1522,1066,859,413,1195,939,693,357,968,812,590,312,871,720,437,222,872,728,507,200,761,548,172,566,407,170,-1,
营业外收支净额(万元),119,81,15,379,67,159,47,-1779,112,98,40,620,393,358,20,364,24,10,23,486,229,28,-1,-80,102,77,78,0,--,-44,--,0,--,0,0,242,538,518,
利润总额(万元),16647,9302,4478,17805,16481,8883,4312,15561,16084,8495,5237,21635,19450,12455,5942,19192,14448,9107,4274,14444,11405,7270,3580,12364,9623,5978,2938,10562,8498,4640,2388,10204,8564,3665,8585,6639,7219,5619,
净利润(万元),12289,6847,3222,12551,12065,6416,3089,11006,11713,6158,3746,15205,13537,8983,4223,12918,10224,6519,3036,10029,8081,5226,2568,8441,6703,4222,2117,7565,6104,3299,1735,6432,5576,2562,5666,4424,4755,3765,
净利润(扣除非经常性损益后)(万元),12154,6767,3211,11741,12032,6314,3063,12123,11637,6091,3719,14762,--,8642,--,12636,--,6522,--,9704,--,5209,--,8565,--,4164,0,7520,0,3328,--,5400,5152,1894,5345,4261,4343,3332,
经营活动产生的现金流量净额(万元),23174,11511,1698,17990,19558,9756,1987,20572,25737,12723,3648,27264,22856,11812,5525,29731,26686,9979,6034,18604,17746,9444,5115,19669,16086,8087,4049,11951,13169,5778,3646,11780,10933,3495,12307,--,9457,6845,
现金及现金等价物净增加额(万元),-13746,-25614,1363,37152,41473,37633,-875,2030,10047,-871,-1558,3782,10162,824,3245,1512,10422,6471,15430,-7178,-4182,-6627,-6367,2175,6990,-201,2075,-16253,-8428,-6444,-3685,34907,1622,2814,2270,--,-661,961,
总资产(万元),186748,173637,174244,172436,177809,175098,137575,140364,146596,132324,133457,136365,135075,128089,129449,127271,139282,131468,138856,126108,117053,109117,110787,107414,114653,105391,107801,108996,112557,112925,111822,110370,75813,71259,67806,67806,50792,44913,
流动资产(万元),97384,82550,82969,79860,84273,78586,40929,42271,59066,44642,44570,46049,46936,37473,37560,34695,48108,37991,46061,31815,38098,28744,39038,35248,42690,32403,34910,33417,41776,41875,45293,47912,17943,20131,16586,--,13602,8809,
总负债(万元),42211,34938,31886,33597,37607,74766,34681,39515,45227,37141,32566,39612,40458,38553,35603,38132,53022,48929,52993,43535,38119,33343,30293,29639,38798,32189,30257,33580,38872,42211,37670,37880,44147,41667,40279,--,26543,25567,
流动负债(万元),41013,33701,30591,32284,36385,72037,31952,36787,40152,32066,27505,34506,34527,30680,27571,30098,44684,40578,44628,42057,36453,31724,28702,28033,37151,30583,28636,31945,37079,40318,36059,36255,38892,36166,34507,--,20204,18632,
股东权益不含少数股东权益(万元),136792,131350,133956,130733,130922,91448,94350,91261,91968,86413,91079,87333,85664,81111,84844,80621,77928,74222,77817,74781,72835,69980,74315,71885,70147,67666,71789,69673,68108,65303,68805,67070,27486,25559,23630,27526,24084,19257,
净资产收益率加权(%),9.16,5.14,2.43,11.38,12.69,6.87,3.33,12.41,12.06,6.64,4.2,18.42,16.37,10.92,5.1,16.88,13.46,8.61,3.98,13.9,11.11,7.13,3.51,12.1,--,6.15,0,11.13,0,4.98,--,19.27,0,10.28,25.25,20.4,21.97,19.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
