报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.91,0.58,0.37,1.14,0.85,0.5,0.28,0.96,0.74,0.56,
每股净资产(元),7.29,6.97,7,--,4.1,3.75,--,3.4,2.64,1.9,
每股经营活动产生的现金流量净额(元),0.38,0.17,0.14,--,0.66,0.4,0.12,0.97,0.72,0.57,
主营业务收入(万元),24461,14738,7266,27593,20215,12338,6204,23371,20520,18773,
主营业务利润(万元),10828,6531,3503,12453,9152,5635,2965,10166,8242,7011,
营业利润(万元),7643,4594,2543,7884,5959,3554,1954,6498,5039,3884,
投资收益(万元),11,21,5,-42,-22,-14,--,11,18,20,
营业外收支净额(万元),270,269,123,80,138,75,22,101,102,-89,
利润总额(万元),7914,4863,2666,7964,6097,3630,1975,6598,5140,3795,
净利润(万元),6677,4080,2237,6799,5099,3006,1696,5726,4404,3317,
净利润(扣除非经常性损益后)(万元),--,3637,--,6792,5062,3046,--,5516,4256,3310,
经营活动产生的现金流量净额(万元),3059,1396,1086,6681,3962,2379,734,5796,4306,3436,
现金及现金等价物净增加额(万元),16733,17494,27465,946,1384,-1561,-852,862,1581,-3329,
总资产(万元),62279,59928,66515,36937,35195,30438,--,27232,23551,16951,
流动资产(万元),36325,35316,44918,16740,16281,12141,--,12179,9643,8080,
总负债(万元),4003,4243,10595,10643,10597,7929,--,6828,7767,5558,
流动负债(万元),3008,3202,9586,9660,9614,6946,--,6072,5787,4304,
股东权益不含少数股东权益(万元),58211,55614,55846,26216,24516,22423,--,20314,15784,11381,
净资产收益率加权(%),14.17,9.73,8.18,29.6,23,14.17,8.13,31.21,32.42,31.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
