报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.34,0.26,0.05,0.84,0.47,0.29,0.1,0.7,0.43,0.27,0.09,0.94,0.67,0.47,0.17,0.9,0.62,0.36,0.11,0.84,0.54,0.44,0.14,1.05,0.55,0.35,0.12,0.76,0.46,0.27,0.18,1.2,0.54,0.48,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.35,--,3.97,4.44,4.27,4.09,3.8,3.54,3.39,3.27,2.98,4.1,3.82,3.67,3.18,2.96,2.89,2.77,2.45,2.25,4.16,4.03,3.34,4.69,4.34,4.14,3.6,3.32,3.12,3.08,2.78,3.5,3.46,3.43,3.26,3.17,4.91,4.86,4.73,4.63,5.85,5.82,5.63,5.54,2.12,0,1.48,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.06,--,-0.23,--,--,--,-0.54,--,-0.16,0.03,-0.47,0.93,0.22,-0.06,-0.49,1.08,0.45,0.41,-0.26,1.08,0.35,-0.08,-0.29,0.61,0.07,-0.04,-0.59,0.79,-0.08,-0.02,-0.32,0.51,0,--,0,0.3,0,0,0,0.2,0,0,0,0.16,0,0,0,-0.14,0,-0.16,0.55,0.14,-0.01,0,
主营业务收入(万元),875636,597019,231345,1657863,760708,498775,212778,1267415,819165,541163,220598,1453487,1001602,642299,272122,1200856,784611,472211,172807,796945,538754,344001,135216,660042,457907,282655,119697,409591,270052,160313,61078,328711,199062,120415,48910,186583,130255,84353,14111,92194,48292,30888,13577,49393,28683,19320,8789,35656,20672,13233,5138,25754,14482,9243,17884,7655,13086,9486,
主营业务利润(万元),275904,200659,67816,495830,219684,145604,56106,326883,211584,137534,57480,403717,298772,183857,76962,367090,242519,146570,54126,270310,175820,112490,42890,224485,150105,92421,36105,128598,79544,48978,19427,100178,58986,34441,--,45487,30377,18727,4309,21526,12805,8375,3462,14026,8959,5947,2650,11020,7221,4667,1791,8594,5700,3856,6629,3119,4564,2958,
营业利润(万元),92835,74762,13447,198288,87248,53617,19591,115578,67973,41572,17862,205851,163794,100996,42204,190378,130589,75476,26174,152465,104792,58244,20094,134013,79458,47680,16003,70058,47443,28777,10312,60365,31997,19072,6392,17639,10939,5842,795,7471,3534,2707,340,4838,2471,1548,404,4006,2678,1686,311,3857,2247,1540,3304,1735,2429,1936,
投资收益(万元),1093,-4,-416,769,-38,89,1,245,167,-183,-3,28,-163,-174,7,3,104,135,65,11664,11745,203,105,18862,289,187,100,15473,11540,6212,1806,5702,4288,3989,442,8542,2153,487,13,3754,1031,146,155,1791,1197,521,22,235,76,44,-8,-31,3,-13,26,17,5,27,
营业外收支净额(万元),9504,6297,5153,25772,10399,7752,1762,15977,10303,7445,1984,13765,6225,2497,751,11658,3718,2104,505,13648,3570,2346,908,6636,2466,1646,903,4858,--,149,--,--,--,--,--,-252,0,--,0,-35,0,0,0,-82,0,0,0,-69,-52,-41,-13,0,-9,-6,-91,0,0,0,
利润总额(万元),102338,81060,18600,224060,97646,61369,21353,131554,78276,49018,19846,219616,170019,103493,42955,202036,134307,77580,26679,166113,108361,60591,21002,140649,81924,49326,16906,74917,47773,28925,10488,61667,32097,19280,6262,26074,13082,6273,801,11257,4545,2829,490,6572,3643,2042,415,4175,2706,1692,291,3703,2247,1527,3240,1680,2425,1962,
净利润(万元),69194,53129,11105,160105,56731,35204,12170,85269,51658,32495,11022,113482,80854,47896,16938,91166,62546,36275,11430,85330,55045,29623,9501,70803,37334,23744,8420,51339,31042,18048,6263,40465,18070,10850,2780,20656,10167,4620,719,10585,4343,2678,496,6102,3544,2008,405,3816,2490,1540,279,3401,2015,1338,3120,1625,2412,1962,
净利润(扣除非经常性损益后)(万元),64404,50407,9098,63095,51148,31043,11195,75990,46301,28100,--,105022,--,46845,--,84429,--,34804,--,67750,--,28924,--,56282,--,23107,0,47298,0,17849,0,37627,0,10577,--,20550,0,4572,0,10580,0,2724,0,6054,0,2002,0,3631,0,1567,0,3524,2019,1339,0,1696,0,0,
经营活动产生的现金流量净额(万元),5363,22226,-26131,40656,7250,7122,-27534,-18910,-50535,-34846,-65040,71523,-19929,2551,-47760,93765,22081,-5670,-49536,109223,45439,27805,-17845,72557,23425,-5581,-19312,41197,4937,-2930,-19947,26676,-2623,-424,-7243,10366,-2514,-6499,-4668,6066,-2549,-674,-3428,3185,-691,-1082,-4425,1515,-1524,-19,-1899,-1067,0,-1216,2730,0,-40,0,
现金及现金等价物净增加额(万元),50292,62064,50969,-31950,-50551,-22943,-58139,-66577,-108387,-70806,-87706,14043,-74729,-37337,-74434,34366,-17629,-39932,-55292,65539,17867,-1446,-33326,62252,11224,-10520,-9402,15633,-12390,-14421,-25362,14206,-11315,1649,5916,7704,-6815,-9707,-5108,4532,-3782,-475,-3685,-2762,-6414,-3230,-7538,6586,-977,-7,-1512,10507,0,29292,1028,0,652,0,
总资产(万元),3006642,3003240,2934690,2815569,1959844,1905227,1836106,1892738,1846304,1773405,1716173,1749782,1718904,1612222,1400365,1396605,1320089,1168441,1045765,1055974,986322,923389,851783,850659,799910,743150,712554,602639,497140,447133,398665,399626,359508,339447,315183,224578,201623,186075,111690,105856,90617,86593,80441,76100,73853,68643,68107,68182,59629,56910,52902,52693,51548,51107,17496,0,16091,10307,
流动资产(万元),2226718,2218274,2067577,2042744,1384398,1338401,1281889,1334608,1316618,1256833,1208852,1245192,1248540,1157205,1044258,1037067,1025394,888884,782366,795297,750968,688147,620416,627677,591722,540251,509877,452792,377364,334637,297880,304776,276560,258028,245717,157187,146620,136719,82669,77011,68272,66441,60471,54870,53307,52447,0,52834,45376,46854,--,0,--,0,0,0,0,0,
