报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.61,-0.35,-0.18,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.02,0.04,0.04,0.1,0.05,0.19,0.22,0.17,0.08,0.26,0.33,0.31,0.06,0.05,-0.03,-0.09,-0.05,0.04,0.07,0.09,0.01,0.14,0.17,0.13,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.83,2.89,2.9,2.85,2.89,2.83,2.76,2.68,2.74,2.72,2.49,2.42,2.25,2.25,2.29,2.33,2.43,2.44,2.37,2.35,2.36,2.32,3.65,3.45,3.41,3.33,3.12,3.08,2.97,2.87,2.52,2.49,2.42,2.37,2.34,2.33,2.33,2.31,2.29,2.29,2.63,2.62,2.64,2.63,2.75,2.75,2.81,2.78,2.94,2.91,2.84,2.53,3.11,3.08,2.52,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.99,-0.83,-0.01,0.33,0.37,0.44,0.06,-0.48,-0.78,-0.84,-0.91,-2.03,-1.54,-1.21,-0.47,-1.43,-0.19,0.09,0.19,-0.41,0.3,0.23,0.28,0.72,0,0,0,1.08,0,0,0,0.76,0,0,0,0.27,0,0.02,0,0.27,0,0.14,0,0.16,0.01,0.01,-0.13,-0.14,--,-0.24,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),443707,311287,149260,781494,544526,381946,178972,737906,517835,372855,170010,778688,565709,420266,207989,961084,751784,517207,239879,804698,686077,436066,195850,597770,406659,244308,115244,654542,458034,285846,145603,588338,416173,259568,110444,528356,400517,251888,105582,434852,318230,203639,85889,311180,231413,147677,63081,175259,122848,74996,34685,107485,67883,39912,15096,74170,35554,58574,26827,42853,24933,51532,24177,47023,18578,51917,23710,12726,51908,60645,76234,
主营业务利润(万元),104959,68808,32657,205100,141062,96527,44341,181528,126785,93815,42228,193670,138852,99413,47508,205333,152374,103573,49025,169685,122708,82803,41371,125418,67261,38059,17155,98450,72309,44952,23382,98422,64996,43336,19257,103234,73662,47424,19473,88399,59788,39412,15790,59067,44668,30083,13237,38783,27739,17991,8420,24148,15101,9472,3853,21142,9767,13209,5819,8966,5066,14924,6181,4240,454,6039,2067,1267,3867,4069,4715,
营业利润(万元),-52418,-29062,-14856,-5064,-6746,-6772,530,-4272,-2275,4218,2099,1280,-1697,4608,1664,7827,13872,10411,4683,2960,6630,5307,3986,2803,-1024,-4108,-2323,-12587,4208,6559,1277,11808,12435,10750,1360,25411,14565,10713,2269,17333,12772,7342,2126,8149,5649,2620,552,411,1771,918,320,-1675,-671,191,0,1895,1739,1253,1410,-5645,220,3086,885,4139,0,6029,0,0,4146,0,0,
投资收益(万元),-171,-132,-40,-138,-124,-97,-31,-101,-121,-112,-65,151,72,73,-42,92,53,-69,-66,121,167,40,-71,-1,14,135,444,-119,101,3,3,-372,10,7,4,304,-83,-61,-31,74,157,-70,-31,-414,-82,-51,-20,405,-94,-55,0,-7,4,27,0,-230,-321,-92,0,60,14,109,114,536,513,670,117,0,0,0,0,
营业外收支净额(万元),2436,1253,574,11454,9411,8937,815,11254,7374,46,41,5148,6736,2681,1803,6286,1876,1520,225,17330,14988,14788,122,7026,1983,244,-319,18672,--,--,--,5502,--,--,--,-110,0,0,-6,248,0,0,0,64,0,0,0,212,0,0,0,59,0,-48,0,-1618,0,75,0,-406,0,--,0,0,-92,0,0,--,0,0,--,
利润总额(万元),-49982,-27808,-14281,6391,2665,2165,1345,6982,5099,4264,2140,6428,5039,7289,3467,14113,15748,11931,4908,20291,21618,20095,4107,9829,959,-3864,-2641,6085,6965,6818,1692,17309,14339,10871,2379,24766,14486,10636,2233,18350,13248,7212,2080,7810,5752,2749,648,1998,1827,966,317,148,790,252,31,1831,1707,1870,1555,2684,1352,5716,1281,5120,796,6937,2776,1262,4428,5952,4954,
净利润(万元),-47036,-26642,-13995,2558,1685,972,917,1909,1189,1025,1289,2329,2089,5327,2511,10477,12175,9167,4166,14165,17283,16216,3027,2704,-2609,-4713,-2605,2119,3548,4670,1027,7525,9227,7083,1611,13326,8522,6132,1346,11295,7758,4207,1197,5902,3285,1530,390,1121,1934,981,70,458,596,353,57,1697,1506,1610,1055,2337,1132,4233,1089,4356,676,6741,2359,1072,4228,5762,4954,
