报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.23,0,-0.02,-0.1,-0.01,-0.02,0,0.25,0.2,0.1,0.06,0.46,0.39,0.23,0.17,0.9,0.9,0.79,0.43,1.48,0.83,0.35,1.16,0.83,0.15,
每股净资产(元),6.59,6.36,10.14,10.17,10.25,10.25,10.37,10.36,10.32,10.22,10.48,10.42,10.35,10.19,13.71,13.55,13.52,13.37,3.66,3.24,2.59,0,1.76,10.19,3.81,
每股经营活动产生的现金流量净额(元),0.23,0.02,0.01,-0.01,-0.01,-0.06,0.04,0.35,0.19,-0.08,-0.01,0.34,0.29,0.16,0.16,0.51,0.19,0.32,0.52,1.57,0.98,0.42,0.92,0.79,-0.03,
主营业务收入(万元),4865,3090,1358,5903,4564,2703,1385,9483,7607,4224,2074,10693,8692,5297,2634,16823,13339,10213,5373,20614,11276,4627,19222,14484,3436,
主营业务利润(万元),2632,1683,790,3180,2509,1444,713,4555,3708,2063,1063,5001,4234,2544,1187,9288,7624,5927,3131,11648,6441,2642,11160,7379,1146,
营业利润(万元),-288,-216,-342,-1849,-661,-491,-129,1153,1553,705,545,423,1271,441,442,4620,5182,4083,1957,7716,4755,2020,7751,5683,585,
投资收益(万元),744,179,--,107,21,21,11,23,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业外收支净额(万元),4399,330,152,573,578,333,170,1680,947,610,237,4858,3145,2044,932,2080,1670,1439,878,1980,718,196,201,-10,1,
利润总额(万元),4111,114,-190,-1275,-83,-158,41,2833,2500,1315,781,5281,4416,2485,1374,6700,6852,5522,2836,9696,5473,2216,7952,5673,585,
净利润(万元),3872,43,-239,-1003,-129,-193,13,2557,2042,1057,585,4788,4045,2427,1346,6427,6209,5007,2565,8881,4992,2052,6989,4613,507,
净利润(扣除非经常性损益后)(万元),--,-311,--,-1438,--,-462,--,1147,--,583,--,773,--,805,--,5234,--,3970,2047,8175,4892,2073,6779,4621,115,
经营活动产生的现金流量净额(万元),3874,313,116,-108,-69,-583,394,3595,1982,-830,-79,3506,3015,1668,1265,4106,1545,2541,3099,9432,5863,2500,5547,4747,-136,
现金及现金等价物净增加额(万元),-56846,-33182,-1287,-1186,-5653,-1989,126,-8196,-4479,-5451,-557,-5485,-4837,-5169,738,84148,82416,85346,2977,4201,2252,-1061,4616,4595,541,
总资产(万元),111585,106721,106510,107318,107516,107038,108404,109064,108964,108004,111273,111138,110448,109930,113840,112013,108883,108865,25126,22473,18653,0,18531,11409,2861,
流动资产(万元),90805,86794,88755,90777,92127,91611,93687,94414,99280,99167,103051,103598,102951,102735,109228,107516,105358,108616,24872,22179,18495,0,18312,11198,2764,
总负债(万元),1864,838,923,1501,849,433,543,1206,1608,1631,2233,2779,2832,3932,4123,3642,730,1896,3152,3048,3099,0,7963,4326,482,
流动负债(万元),943,607,650,1187,698,149,126,656,795,555,1007,1320,776,909,1028,1311,512,1469,2165,1501,2849,0,7613,4176,482,
股东权益不含少数股东权益(万元),109614,105783,105501,105742,106616,106553,107800,107787,107279,106287,108944,108359,107616,105998,109717,108372,108153,106969,21973,19425,15554,0,10568,7083,2379,
净资产收益率加权(%),3.6,0.04,-0.23,-0.94,-0.12,-0.18,0.01,2.37,1.89,0.98,0.54,4.43,3.74,2.23,1.23,9.08,10.48,14.03,0,59.17,38.21,0,69.93,98.1,35.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
