报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
基本每股收益(元),0.31,0.22,0.11,0.26,0.2,0.12,0.05,0.18,0.14,0.1,0.04,0.17,0.14,0.1,0.08,0.35,0.28,0.19,0.15,0.77,0.5,0.45,0.22,0.67,0.5,0.29,0.5,0.78,
每股净资产(元),6.72,3.6,3.59,3.47,3.42,3.33,3.32,3.27,3.24,3.2,3.2,3.16,3.12,3.09,4.95,4.87,4.81,4.72,9.41,9.26,9.11,2.75,2.52,2.3,--,0,1.63,2.23,
每股经营活动产生的现金流量净额(元),0.16,0.18,0.02,0.4,0.24,0.18,-0,0.2,0.22,0.08,-0.02,0.18,0.11,0.02,0.01,0.05,-0.1,0.01,-0.29,0.28,0.36,0.3,0.34,1.06,--,0.34,-0.15,1.2,
主营业务收入(万元),20419,12681,6252,25334,19449,12549,6029,20939,16050,11180,5245,21285,16603,11754,5432,19073,14369,9557,4544,16331,12050,7610,3454,13009,9978,5964,10868,8344,
主营业务利润(万元),8113,5041,2511,7535,5417,3269,1388,5669,4360,2857,1242,4659,3494,2465,1040,4981,3968,2599,1142,4971,3692,2631,1234,3815,2963,1674,3026,2014,
营业利润(万元),4584,2993,1511,3489,2659,1591,614,2222,1878,1293,534,2083,1658,1154,467,2654,2154,1420,567,2343,1790,1415,681,2057,1711,1041,1390,920,
投资收益(万元),1,--,--,34,34,34,--,--,--,--,--,62,0,--,--,74,74,74,--,--,--,0,0,0,--,0,50,40,
营业外收支净额(万元),35,21,13,20,14,4,3,113,37,18,23,205,193,182,181,235,226,221,51,318,311,12,5,37,37,7,-11,-6,
利润总额(万元),4619,3013,1524,3510,2673,1594,617,2335,1915,1310,557,2288,1851,1335,647,2890,2380,1641,618,2660,2101,1428,686,2094,1747,1048,1379,915,
净利润(万元),3933,2587,1304,3012,2339,1404,549,2017,1634,1133,491,2007,1619,1172,554,2492,2016,1404,526,2303,1792,1219,591,1821,1338,784,1035,626,
净利润(扣除非经常性损益后)(万元),--,2570,--,2994,--,1401,--,1921,--,1116,--,1802,--,991,--,2257,--,1183,--,1985,--,1208,587,1752,--,778,1044,609,
经营活动产生的现金流量净额(万元),2695,2067,241,4660,2794,2095,-21,2317,2532,966,-277,2065,1213,267,73,394,-718,46,-1034,1005,1292,807,930,2857,2044,913,-409,956,
现金及现金等价物净增加额(万元),16084,-2243,-1825,1882,-942,-493,-964,-2400,-1763,-2465,-2267,-7174,-6932,-4845,-1710,-10398,-6489,-3338,-2094,20784,22639,-34,-97,1050,794,916,-442,23,
总资产(万元),122916,47893,48501,47463,44841,43264,42654,42264,40110,39481,40475,40962,39921,38595,39695,38974,39602,37026,36350,35781,35519,11710,11631,11080,--,0,9145,6666,
流动资产(万元),39307,14643,15624,15024,13403,12626,12960,12491,11748,11642,13199,14355,14954,16743,20034,20963,25669,27282,28036,28591,29350,6048,6089,5681,--,--,6000,4172,
总负债(万元),8354,6432,7168,7438,5490,4846,4398,4558,2787,2658,3604,4581,3929,3050,4047,3880,4985,3021,2472,2460,2708,4277,4826,4866,--,--,4752,4884,
流动负债(万元),7572,5670,6400,6744,4796,4276,3828,4018,2284,2115,3057,3991,3520,2640,3635,3467,4562,2727,2177,2163,2410,3978,4525,4563,--,--,4752,4884,
股东权益不含少数股东权益(万元),114561,41461,41332,40025,39351,38418,38255,37706,37323,36823,36872,36381,35992,35545,35648,35093,34617,34005,33878,33321,32810,7433,6805,6214,--,0,4393,1782,
净资产收益率加权(%),6.85,6.29,3.21,7.75,6.05,3.66,1.45,5.45,4.41,3.08,1.34,5.63,4.55,3.3,1.57,7.3,5.93,4.14,1.57,14.73,18.16,0,9.08,34.33,--,0,35.21,42.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
