报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,
基本每股收益(元),0.19,0.24,0.21,0.38,0.17,0.19,0.19,0.69,0.44,0.31,0.3,1.19,0.63,0.55,0.39,1.21,0.77,0.54,0.39,1.1,0.81,0.63,0.47,0.88,0.57,0.45,0.4,0.85,0.59,0.44,0.37,0.74,0.64,0.51,0.41,--,0.74,0.5,0.2,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.7,3.64,4,3.57,3.13,2.96,3.31,2.85,2.52,2.84,3.47,2.91,2.57,2.45,3.17,2.77,2.76,2.62,3.2,3.16,3.06,2.92,1.92,1.86,--,--,--,2,2.58,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.62,0.21,-0.07,0.93,0.79,0.65,0.32,1.45,1.2,0.59,0.22,1.12,0.58,0.45,0.35,1.73,1.13,0.68,0.09,0.61,0.35,0.09,-0.06,0.84,--,0.48,0.04,1.64,1.35,
主营业务收入(万元),386359,262150,155140,625388,381047,252040,149449,622101,447832,297801,170916,687011,481208,333112,179798,650247,490291,342909,186410,567233,439487,304610,150725,478944,323915,208005,101599,388309,261295,162929,83544,261123,189238,127003,67564,188610,129108,81574,41469,158858,88477,
主营业务利润(万元),73898,70254,56648,136889,62766,52033,48727,152489,106863,74392,64896,228095,136574,107759,77048,226652,159555,117661,83337,214847,159808,119718,78153,141705,99952,77150,54066,120144,81984,59493,38913,78061,62614,46377,--,69616,51084,32646,18789,66279,31022,
营业利润(万元),38134,45337,38154,77831,27577,28552,29822,107175,70357,48836,47377,182075,96809,83731,60274,192584,130889,98595,70102,179085,133966,103509,67298,109152,74046,59937,44538,88491,60766,46211,31181,55070,47307,36494,27792,46113,34734,23103,14311,50193,17122,
投资收益(万元),6799,4958,3687,10995,8293,6045,2371,13765,6908,3156,1897,11812,6888,5193,1473,17261,9181,6030,3107,9172,5508,2646,1475,4079,2448,1302,305,3666,2563,1871,1316,2324,1941,1237,906,521,-99,21,--,-90,-8,
营业外收支净额(万元),-205,-185,78,-2858,-212,225,19,-1018,-377,76,41,0,150,71,38,565,379,46,10,971,954,273,11,15976,4719,2835,65,-490,--,--,--,--,--,--,--,--,-18,-1,-0,--,--,
利润总额(万元),37929,45152,38232,74973,27365,28777,29841,106157,69980,48913,47418,182075,96959,83802,60313,193149,131268,98641,70112,180056,134920,103782,67309,125128,78764,62772,44603,88001,60815,46287,31187,55142,47326,36509,27800,46558,34716,23102,14311,50057,17059,
净利润(万元),31509,39458,35020,62532,22984,24688,25006,91359,59032,41147,40136,157226,83871,73277,51580,160035,101959,72268,51189,145559,106952,83225,52347,97768,62491,49393,33726,72003,49894,37629,23916,46394,39684,30971,23334,39524,29148,19536,11423,45181,15200,
