报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.06,0.01,0.01,0.12,0.08,0.07,0.01,0.16,0.09,0.04,0.04,0.09,0.05,0.04,0,0.09,0.05,0.03,0,0.09,0.1,0.08,0,0.06,0.04,0.03,0,0.25,0.22,0.22,0.21,0.21,0.08,0.02,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.58,--,1.5,1.49,1.5,1.5,1.46,1.44,1.49,1.48,1.49,1.47,1.39,1.41,1.45,1.44,1.41,1.41,1.6,1.6,1.59,1.38,1.97,1.91,3.44,3.46,3.36,3.31,3.31,3.35,3.23,3.23,3.17,3.21,3.15,3.13,3.1,3.14,3.1,3.03,3.05,3.09,3.09,3.09,3.03,3.06,3.06,4.12,3,2.9,2.71,2.65,2.64,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.06,--,-0.15,-0.1,-0.06,-0.08,-0.19,-0.28,-0.19,0.38,0.26,0.36,-0.28,0.38,0.14,0.19,-0.04,-1,-0.93,-0.41,-0.39,0.98,0.87,0.18,0.02,0.14,0,--,0,-1.34,0,0,0,0.83,0,-0.17,0,0.01,0,-0.31,0,0.29,0,-0.22,--,0.29,0.04,0.38,0.1,-0.06,--,-0.14,--,--,--,--,
主营业务收入(万元),40761,26814,10634,115164,80738,39622,9124,98497,68654,39598,22718,104944,72395,58353,15887,150685,78449,55952,30865,136660,57522,37002,31773,96634,50902,22120,11918,132899,40744,33727,22907,190125,60380,28859,10485,101493,49430,24462,4525,84728,39247,24207,4931,105718,36028,16950,4187,76424,30661,6260,3087,22884,14375,7750,3189,20691,8510,20515,7291,16585,5211,16169,4555,17731,21582,17940,
主营业务利润(万元),8022,4987,2157,22822,16235,8009,2525,34437,20303,11380,6315,24258,13795,10880,4489,38886,25209,18422,10665,27043,14532,6660,6005,27841,16319,7347,3367,43784,19077,17186,13993,61182,24431,14479,5170,38810,21574,13563,3249,30841,15839,10108,2826,29430,12354,7776,2689,22261,10391,3244,1722,11806,7371,3833,1319,12572,4987,13008,4444,9927,3607,10235,3492,6635,8903,7047,
营业利润(万元),4067,374,1581,13396,9705,6889,371,22114,11210,3688,2406,13083,5215,6466,-138,21407,10289,7660,4477,28932,23012,19440,1784,14285,8180,3836,828,40956,28034,28447,28463,36366,6392,2237,-805,11620,4775,3117,-1260,11657,2759,1439,-1260,8277,53,31,-1252,4547,521,-2709,-1269,-860,485,-372,-609,3992,1023,4445,1185,3324,857,6505,904,6672,8987,7079,
投资收益(万元),5733,3071,2897,8130,6066,6454,1586,4199,976,-87,-218,6505,4390,3735,-955,3298,783,707,91,22403,20212,20147,-174,2199,-79,552,-468,22015,21841,20670,20304,6853,-310,53,106,460,26,-108,-15,-316,661,542,-78,361,-106,-140,-108,796,-811,-266,-171,1871,348,852,-426,-1894,158,770,435,806,20,459,259,0,0,0,
营业外收支净额(万元),625,-18,-1,445,-489,-0,2,3024,2890,2680,2589,1910,1972,359,42,-402,104,51,61,488,252,260,42,260,107,102,56,-245,--,--,--,846,--,--,--,23,0,--,0,-5,0,0,0,-1094,0,0,0,-28,0,-19,2,29,-3,5,0,-46,0,568,0,647,0,0,0,0,0,0,
利润总额(万元),4692,355,1580,13841,9216,6888,373,25138,14100,6368,4995,14993,7187,6825,-95,21005,10394,7711,4538,29420,23263,19700,1826,14545,8287,3938,884,40711,27768,28129,28469,37212,6785,2202,-816,12415,5027,2990,-1269,11383,3437,2004,-1317,7864,291,-43,-1383,5621,-10,-2687,-1439,1039,829,485,-1033,2052,1149,5784,1680,5995,1238,7946,1537,6644,8968,7075,
净利润(万元),5007,1229,1085,10312,6608,5780,449,13631,7897,3696,3353,7796,4122,3705,69,7956,4260,2907,288,7526,7808,6533,96,5098,3255,2310,79,19747,16120,15949,15457,15025,3803,851,-792,4085,1335,504,-845,3103,942,473,-874,2096,530,79,-977,1506,391,-1678,-1070,1408,721,610,-913,1422,1033,5973,1813,5501,1022,5081,1238,3935,5769,4217,
净利润(扣除非经常性损益后)(万元),-1449,-892,-795,5993,3304,2091,-1019,8154,3388,1486,--,5142,--,723,--,6613,--,2867,--,-1586,--,-2206,--,2721,--,117,0,7730,0,4123,--,8645,0,438,--,2976,0,249,0,2296,0,13,0,1763,0,-15,0,1200,0,-1914,0,1135,699,585,--,1266,1065,5404,1733,3634,--,--,--,--,--,--,
