报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.36,0.18,0.05,0.35,0.25,0.13,0.04,0.32,0.23,0.14,0.05,0.31,0.22,0.13,0.09,0.66,0.47,0.3,0.12,0.54,0.1,0.46,0.41,
每股净资产(元),4.78,4.61,3.62,3.59,3.49,3.38,3.4,3.35,3.26,3.16,3.18,3.13,3.04,2.94,5.33,5.23,5.06,4.93,2.48,2.35,0,2.04,1.54,
每股经营活动产生的现金流量净额(元),0.38,0.11,0.04,0.3,0.13,0.13,0,0.27,0.12,0.03,-0.04,0.35,0.22,0.13,0.08,0.38,0.28,0.15,0.13,0.6,0.02,0.27,0.29,
主营业务收入(万元),58629,26349,8201,39920,28435,17748,7910,35632,26045,15758,7348,30089,21645,13555,5989,29397,21266,13682,5912,24088,5181,16812,14544,
主营业务利润(万元),19123,9702,3427,17262,12447,7422,3034,15355,11420,6959,2903,13081,9079,5718,2558,12801,8822,5591,2518,9441,2121,6612,5267,
营业利润(万元),7868,3603,1037,6631,5162,2709,1058,6196,4611,2711,1122,6107,4071,2526,1074,5920,3956,2238,1022,4350,872,3065,2742,
投资收益(万元),-1,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,
营业外收支净额(万元),317,184,33,494,234,49,33,376,273,64,15,285,221,40,21,675,546,226,45,319,17,416,180,
利润总额(万元),8185,3787,1070,7126,5396,2758,1091,6572,4884,2775,1136,6392,4293,2566,1095,6595,4503,2464,1067,4669,889,3481,2922,
净利润(万元),6523,3013,801,5657,3966,2061,703,5210,3775,2214,847,5024,3534,2103,820,5154,3512,1998,802,3631,672,2917,2340,
净利润(扣除非经常性损益后)(万元),--,2860,--,5238,--,2022,--,4894,--,2164,--,4793,--,2072,--,4587,--,1806,764,3358,658,2542,1400,
经营活动产生的现金流量净额(万元),7685,2292,566,4792,2110,2058,46,4300,1987,506,-581,5644,3575,2037,722,3370,2512,1337,904,4055,137,1808,1811,
现金及现金等价物净增加额(万元),-10823,-10206,-12,-693,-2166,-1318,-1398,-1012,-2939,-3604,-2709,-370,-1025,-808,-609,21514,22804,26223,563,1043,935,1458,-383,
总资产(万元),152320,147288,69507,70531,69835,67614,66890,68015,64738,61303,60872,60495,57069,55544,55759,54333,53998,56864,28461,26202,0,21763,15732,
流动资产(万元),81439,79630,47994,48519,47964,45637,45178,46706,44737,42438,42222,43018,42164,41615,41541,40315,40578,43457,16800,14917,--,13128,8856,
总负债(万元),50575,49491,9171,10711,11208,10703,9879,11856,10295,8634,8062,8571,6775,6831,6790,6339,7466,11862,11041,9756,--,7607,6022,
流动负债(万元),47378,46000,6785,8413,8892,8525,7640,9577,8005,6307,6156,6594,5285,5379,5220,4791,5888,10126,9299,8079,--,6304,6022,
股东权益不含少数股东权益(万元),97932,94291,58511,57940,56368,54638,54906,54190,52728,51108,51357,50569,49054,47566,47814,46957,45394,44275,16664,15808,0,13688,9711,
净资产收益率加权(%),8.55,4.62,1.38,10.09,7.14,3.73,1.29,9.97,7.3,4.31,1.66,10.3,7.33,4.38,1.73,16.42,13.37,11.89,4.94,24.24,4.79,25.7,28.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
