报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),-0.07,-0.09,-0.06,0.02,-0.04,-0.08,-0.05,0.05,0.01,0.03,0,0.04,0.03,0.02,0.01,0.28,0.29,0.17,0.03,0.52,0.26,0.17,0.5,0.3,0.19,--,0.49,0.32,0.21,0.06,0.69,2.93,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,6.21,6.19,6.18,6.36,6.34,6.35,6.23,6.4,6.37,2.54,2.81,2.65,0,--,--,2.15,--,--,--,1.65,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.56,-0.41,-0.4,-0.03,-0.15,-0.08,-0.29,0.09,-0.17,-0.19,0.81,0.25,--,--,0.2,--,--,--,0.37,--,--,
主营业务收入(万元),13946,8625,2305,20670,12625,7405,3176,25255,16920,11453,5029,25011,17887,11518,4398,37563,27956,17465,5820,34793,21494,15225,26344,17365,11017,4143,23255,16709,10796,3947,25131,15279,5827,
主营业务利润(万元),4367,2261,670,7589,4292,2164,1085,7650,4524,3177,1371,7641,5587,4077,1716,13963,10518,6688,2293,13366,7557,5079,11308,7367,4660,1701,10797,7443,5074,1718,12707,7533,1201,
营业利润(万元),-1616,-2147,-1126,-176,-721,-1326,-738,-410,-622,14,16,140,460,362,218,7397,5414,3191,441,7011,3400,2161,6754,4028,2586,512,6572,4444,2966,714,8913,6014,416,
投资收益(万元),-155,-125,-80,-129,-108,-53,-25,18,-27,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
营业外收支净额(万元),537,300,166,411,68,42,12,1302,942,554,42,718,169,61,48,-1825,73,72,47,229,151,134,54,38,15,5,194,-40,-62,35,163,26,1,
利润总额(万元),-1080,-1847,-960,236,-653,-1284,-726,891,319,569,58,858,629,424,267,5572,5487,3263,489,7239,3552,2295,6808,4067,2602,517,6766,4403,2904,749,9076,6040,418,
净利润(万元),-1339,-1807,-960,323,-665,-1294,-726,876,221,470,30,707,505,366,227,4499,4656,2766,415,6204,3072,2005,6014,3559,2273,452,5909,3842,2541,653,8175,6055,418,
净利润(扣除非经常性损益后)(万元),-1787,-2058,-1083,-22,-722,-1329,-737,-167,-518,49,-5,149,--,314,--,6351,--,2705,--,6009,2943,1898,5968,3526,--,--,5741,--,--,623,7842,6029,416,
经营活动产生的现金流量净额(万元),-125,-2113,-2806,-5823,-3892,-3079,-2272,-933,-838,986,-134,-5658,-8898,-6522,-6420,-504,-2479,-1291,-4700,1452,-2095,-2260,9768,2943,2189,-1174,2418,1970,190,-1197,4398,3403,1364,
现金及现金等价物净增加额(万元),1241,-180,2144,-8291,-8264,-6992,-3329,-13965,-7754,-3955,-2112,-17981,-15766,-11732,2449,-33856,-32176,-31439,-21561,68477,1015,-3452,5364,--,1028,-980,-2145,-3429,-2826,-3975,-3019,7189,243,
总资产(万元),119739,114274,116518,113495,110273,108419,110160,113031,110529,110471,109692,108366,109852,109339,124269,116179,116495,114750,118930,138084,70586,64014,56548,0,49262,46420,45497,41933,39462,34131,34183,19778,6661,
流动资产(万元),59214,54222,56857,53457,50766,49903,52682,56955,57696,58699,62696,65228,78270,78450,93255,86079,87195,85355,90537,109435,42631,35911,31251,--,24093,21690,21621,19335,20806,16649,18675,16428,4003,
总负债(万元),21456,16480,17906,13951,11721,10424,11114,13278,11430,11156,10348,9073,10856,10481,22550,14688,14846,14992,16522,36092,40097,30242,24781,--,21237,20215,19745,18246,17117,13634,14339,11649,4526,
流动负债(万元),19148,14161,15577,11611,9371,8064,8743,10896,9037,8753,7934,6649,8428,8054,20123,12260,14426,14572,16102,35672,33677,23822,18361,--,16817,15795,15325,12246,11117,7634,8339,11649,4526,
股东权益不含少数股东权益(万元),98282,97794,98611,99544,98552,97995,99046,99753,99099,99314,99344,99293,98996,98858,101719,101492,101649,99758,102408,101992,30489,33772,31767,0,28026,26205,25753,23686,22346,20497,19844,8129,2135,
净资产收益率加权(%),-1.35,-1.83,-0.97,0.32,-0.67,-1.31,-0.73,0.88,0.22,0.47,0.03,0.7,0.5,0.36,0.22,4.46,4.56,2.7,0.41,18.76,0,6.12,20.91,0,--,--,25.92,--,--,3.24,55.29,117.3,22.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
