报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.3,0.19,0.12,0.38,0.28,0.19,0.12,0.48,0.3,0.21,0.1,0.34,0.2,0.14,0.07,0.35,0.23,0.16,0.32,0.14,0.28,0.25,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.83,--,3.13,3.07,3.1,3.03,2.92,1.86,1.95,1.75,1.73,1.53,1.29,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.04,--,-0.14,-0.21,-0.21,-1,-0.86,-0.91,0.52,0.43,1.15,0.31,0.14,
主营业务收入(万元),883463,620285,374697,1364442,903695,617540,316436,1349933,885715,606388,318317,947681,646920,422322,203046,867563,582287,366545,792667,357565,692903,569899,450394,
主营业务利润(万元),58433,39465,20472,78063,56020,39183,19612,75126,50751,33957,16485,51418,30199,20775,10080,39322,27870,17674,36336,16633,32635,26760,23861,
营业利润(万元),20565,12611,7488,24098,19193,13310,8424,33165,20617,13818,6990,19946,11826,7563,4157,16649,10470,6636,13770,5915,11499,11382,13091,
投资收益(万元),-121,-74,10,132,203,199,55,1344,285,134,-12,292,223,81,0,188,542,495,798,207,536,618,469,
营业外收支净额(万元),1514,1328,88,2406,1541,947,-744,-159,-103,-73,-75,-366,61,131,-194,191,115,150,-48,-183,505,144,-316,
利润总额(万元),22079,13939,7576,26504,20733,14257,7680,33006,20515,13745,6915,19580,11887,7694,3963,16840,10585,6785,13722,5732,12004,11526,12775,
净利润(万元),14425,9285,5678,18391,13728,9240,5702,22666,14159,9649,4849,13467,8031,5508,2799,11599,7018,4788,9825,4139,8384,7649,6951,
净利润(扣除非经常性损益后)(万元),12115,7144,5612,16882,12997,8646,5830,21835,13744,9308,--,13131,--,5158,--,10520,--,--,8125,3995,7486,6680,2423,
经营活动产生的现金流量净额(万元),-31569,-24094,-41186,-60151,-60170,-60314,-30808,-14815,-15003,-401,1632,5343,-5807,-8450,-8297,-40025,-34443,-27338,15782,12964,34525,9307,4287,
现金及现金等价物净增加额(万元),53790,37538,10831,-3360,14003,6609,7603,-27670,-11602,-1425,-5653,32853,-11642,-10775,-6699,35192,42621,-269,-12262,6300,14634,9632,7044,
总资产(万元),1120514,1097251,1091444,1036867,996601,963969,935104,866185,820828,781562,803927,772220,491495,458463,484728,442378,420186,347169,320678,298279,286003,307997,243751,
流动资产(万元),998420,980080,976043,920739,881605,850224,827364,768481,727856,690590,714693,683231,439591,409173,437679,399042,382737,312424,286442,268831,259471,280907,231441,
总负债(万元),885312,861227,859054,810646,774994,747439,715256,653923,617084,582636,620614,594314,361114,330752,355717,316143,298641,286828,262039,245603,234099,261863,204826,
流动负债(万元),865272,838467,840216,792988,763697,738142,714971,653677,616984,580536,618514,592214,359114,328752,355717,316143,296641,286828,260039,243603,234099,261863,199826,
股东权益不含少数股东权益(万元),225191,226651,223482,217548,213248,208569,212248,206381,198097,193534,177390,172500,125433,122910,124208,121409,116827,55861,54080,48394,47262,41288,34781,
净资产收益率加权(%),6.46,4.18,2.58,8.68,6.54,4.38,2.72,11.82,7.65,5.36,2.77,10.71,6.5,4.38,2.28,15.03,10.95,8.22,19.68,8.65,18.94,21.38,17.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
