报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.26,0.16,-0.08,0.64,0.41,0.36,-0.11,1.46,0.83,0.53,-0.05,2.29,1.38,0.81,-0.2,2.99,2.29,1.37,-0.06,1.72,1.16,1.19,0.11,2.28,1.8,0.97,1.62,1.37,1.14,0.76,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,7.89,7.32,12.37,12.46,11.4,10.29,8.67,8.61,8.05,15.17,14.09,21.27,6.87,6.04,5.07,0,3.5,2.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,-0.84,-2.07,-1.77,-2.56,-2.64,-3.58,-2.43,-1.25,-1.72,-2.18,-2.2,-0.94,-2.27,-2.42,-0.45,0.66,0,1.19,-0.25,
主营业务收入(万元),342386,223357,38366,467959,336394,229591,53564,497364,319237,213673,49495,393830,248146,150927,25192,291011,196519,119441,16127,145353,94004,54865,9170,58408,40945,25998,41578,31589,27015,21523,
主营业务利润(万元),102428,68199,11526,148072,108662,78940,15757,175925,108794,71046,15354,133607,88193,54717,7923,98187,66491,39984,5872,43906,29212,15841,2842,17337,12751,7331,11967,9607,7591,6726,
营业利润(万元),29476,17654,-8802,72544,46619,40259,-7397,102299,58015,36548,-1212,82397,53335,32228,-2586,57950,40031,23471,-482,33154,22243,11295,944,10559,8021,4359,7182,5889,4379,3074,
投资收益(万元),-76,-87,9,10294,92,236,5,29,-9,-84,-173,0,-209,-30,-91,161,155,217,138,555,398,242,174,402,308,58,326,297,403,111,
营业外收支净额(万元),354,249,7,-19,-161,-224,-512,101,77,134,121,163,125,112,60,68,4557,4556,10,92,12,12,81,-3,-3,-3,191,--,--,-168,
利润总额(万元),29829,17903,-8795,72525,46458,40035,-7908,102400,58093,36682,-1091,82560,53460,32341,-2526,58019,44588,28027,-472,33246,22255,11307,1025,10556,8018,4356,7372,6089,4365,2906,
净利润(万元),26245,15728,-7934,64778,41259,35744,-7445,88939,50380,32061,-1398,68812,41561,24272,-3043,44973,34402,20518,-859,25801,17494,8940,812,8373,6396,3462,5920,4892,3834,2543,
净利润(扣除非经常性损益后)(万元),25960,15507,-7942,56121,41450,35966,-6916,88900,50337,31956,-1494,68712,0,24200,--,44922,--,17102,--,25732,--,8932,--,8376,6398,3465,5782,0,3847,2687,
经营活动产生的现金流量净额(万元),-62296,-37547,-36191,-30350,-61027,-32998,-17866,-26322,-66999,-33594,-16865,-25149,-62238,-53280,-38389,-39608,-53825,-36520,-18741,-25901,-32685,-16536,-7040,-11382,-8626,-1609,2351,-5350,4226,-847,
现金及现金等价物净增加额(万元),-121749,-75709,-113848,-18609,-94446,-76415,-58678,209532,-46097,-41396,-46297,-8935,-38046,-16481,-44280,39503,-7709,-8961,-10447,-34612,-42082,-24626,-18358,74443,-5777,-1952,4980,-2478,3853,187,
总资产(万元),1385435,1352129,1211892,1306595,1258917,1222016,1158197,1199953,884751,791848,679147,674721,568592,504536,373847,396214,316271,272314,189157,192754,166867,157214,124331,141813,52846,49154,41249,0,26532,19452,
流动资产(万元),1307619,1275025,1138508,1239749,1199602,1164820,1107544,1149648,867185,774895,662678,658238,552003,488568,358312,381372,305729,264412,183756,187783,162908,153458,121376,138845,49959,46728,38627,--,23977,17143,
总负债(万元),794433,771207,648612,734565,705116,678241,650694,684597,564913,490308,411262,405615,329484,282375,186199,207238,144287,117327,58039,63450,45870,43268,18462,35306,28419,27661,23218,--,14066,11090,
流动负债(万元),580209,557207,482422,568487,579186,603932,587346,622210,564881,490276,411230,405583,329436,282327,186135,207174,144287,117327,58039,63450,45870,43268,18462,35287,28397,27636,23187,--,14066,10611,
股东权益不含少数股东权益(万元),589522,579194,562089,570023,551134,540803,505091,512536,317537,299218,265666,267064,237766,220476,185876,187235,171253,154538,130331,129304,120997,113946,105869,106508,24427,21493,18031,0,12467,8326,
净资产收益率加权(%),4.53,2.72,-1.4,11.96,7.79,6.75,-1.46,27.35,17.36,11.34,-0.52,30.23,19.59,12.02,-1.64,29.63,23.48,14.7,-0.67,21.91,15.33,8.11,0.76,28.98,0,17.52,38.37,0,37.43,36.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
