报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),-0.72,-0.45,-0.14,0.21,0.18,0.04,-0.13,-0.81,-0.45,-0.26,-0.13,-0.27,-0.16,0.05,0.08,1.68,1.76,0.79,0.35,0.41,0.22,-0.25,-0.14,-0.39,-0.12,-0.27,-0.01,0.54,0.77,0.58,0.33,1.05,0.81,0.54,0.23,0.52,0.95,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.65,4.86,10.71,10.63,7.4,6.44,6.09,5.74,5.55,5.08,5.19,5.33,5.6,5.45,5.71,5.72,5.91,5.72,4.13,3.67,0,0,0,2.62,4.2,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.19,-0.04,-0.13,1.51,1.93,0.67,0.12,1.08,-0.05,-0.06,-0.01,0.22,0.28,0.1,0.18,0.46,0.46,0.28,0.27,0.94,0,0.35,-0.13,0.49,1.75,
主营业务收入(万元),69070,44733,22355,118642,85759,51119,22873,99631,73198,47964,23710,119115,89918,62443,29741,134520,99754,58814,26744,100312,70919,40996,17819,72573,52349,30907,16195,81208,61649,39423,18462,56438,41245,25239,10702,39561,40549,
主营业务利润(万元),-4488,-4401,277,16027,11683,4179,-715,-9639,-7848,-4400,-1224,847,1932,5725,3004,28998,25866,12789,5796,12365,7263,218,66,2298,3288,136,1344,11795,12209,8527,4032,13688,10230,6798,2532,7393,6145,
营业利润(万元),-22491,-13599,-4174,2235,378,-2682,-4090,-27261,-15934,-10054,-4022,-8789,-5490,861,773,18742,18952,8570,3855,4739,1993,-3126,-1588,-4129,-1316,-2914,-160,5789,7530,5392,2705,9471,6968,4677,1761,3947,3578,
投资收益(万元),-1039,-724,-229,-489,-303,-211,-153,-478,-369,-266,-48,-49,-40,-16,--,51,51,51,-22,138,27,5,5,9,9,--,--,64,--,--,0,0,0,0,0,--,--,
营业外收支净额(万元),904,145,5,4102,5183,3918,145,2719,2279,2260,124,572,539,523,413,117,123,120,23,228,669,537,-8,-150,-34,-25,-7,--,--,--,--,-371,--,--,--,226,220,
利润总额(万元),-21586,-13454,-4169,6337,5561,1236,-3945,-24542,-13655,-7794,-3898,-8217,-4951,1385,1186,18859,19075,8690,3879,4967,2662,-2589,-1596,-4279,-1350,-2939,-167,5285,7275,5110,2692,9100,6831,4507,1838,4173,3797,
净利润(万元),-21648,-13468,-4177,6269,5503,1195,-3991,-24542,-13651,-7794,-3901,-8235,-4962,1378,1184,18706,18923,8536,3738,4445,2332,-2695,-1533,-4244,-1320,-2913,-146,5152,7087,5008,2660,8472,6489,4351,1802,4147,3815,
净利润(扣除非经常性损益后)(万元),-22553,-13612,-4182,2167,321,-2723,-4137,-27260,-15931,-10053,-4025,-8807,--,855,--,18590,--,8417,--,4212,--,-3233,--,-4095,--,-2885,0,5715,0,5290,2683,8223,0,4521,1750,3921,3595,
经营活动产生的现金流量净额(万元),20313,14680,18105,-17333,8255,3171,-1426,-6341,-8859,-7682,-5284,-750,-5762,-1222,-2033,22797,20777,7209,1330,11571,-485,-673,-102,2404,3030,1126,1973,4913,4969,3020,2166,7574,929,2825,-1064,3953,7035,
现金及现金等价物净增加额(万元),-8708,-11447,-7420,-23773,-21156,-8733,12215,-33679,-23113,-16950,-7902,-17082,-16691,-15225,-16596,92706,8857,2421,-2782,-7406,-10358,-5106,-4679,-4614,-1046,-2643,-1160,21383,22994,24125,-2545,2453,-187,328,4005,1300,261,
总资产(万元),179996,199580,210329,218977,211111,210908,228167,181273,196905,199073,204102,206240,202762,202886,200570,211500,125370,119403,114019,110807,108715,105400,101576,103696,104671,100655,101419,102180,101357,99412,66428,66048,0,0,0,47872,39860,
流动资产(万元),57007,78837,89794,100952,99353,108729,125726,82893,102273,109083,116777,118632,128069,130279,128586,139527,57678,51653,45834,43178,46471,46667,43924,47441,51839,49083,50154,52931,55329,54584,23187,23298,--,--,--,15989,10218,
总负债(万元),82425,93829,95287,99758,92674,96779,119224,68339,73308,69618,70754,68992,62241,56025,38801,50914,45797,50217,46872,47535,47745,49675,44843,45364,43411,40980,38970,39562,36655,36835,33184,35409,--,--,--,25905,22389,
流动负债(万元),72284,85604,87059,91527,86285,90386,112828,67740,72720,69027,70159,68394,62153,55937,38713,50826,45158,49578,46233,46896,47172,49163,43923,44244,42191,39760,37350,37942,34538,34176,28972,31791,--,--,--,25366,21854,
股东权益不含少数股东权益(万元),97571,105751,115042,119219,118437,114129,108943,112934,123597,129455,133348,137249,140522,146861,161770,160586,79573,69186,65462,61725,59612,54584,55746,57279,60203,58611,61377,61523,63533,61454,32172,29576,0,0,0,21105,16893,
净资产收益率加权(%),-19.97,-11.97,-3.57,5.4,4.76,1.05,-3.6,-19.64,-10.47,-5.84,-2.88,-5.53,-3.24,0.85,0.73,24.2,26.58,12.93,5.88,7.47,3.99,-4.82,-2.66,-7.14,--,-5.1,0,10.77,0,15.61,0,33.43,0,0,0,21.87,25.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
