报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.06,-0.05,-0,0,0.01,0,0.01,0.01,0.21,0.26,-0.01,1.13,-0.08,-0.05,-0.04,-1.85,-0.19,-0.06,-0.02,0.02,-0.08,-0.06,-0.04,-0.82,-0.44,-0.32,-0.19,-0.43,0.01,0,-0.08,0.23,-0.38,-0.26,-0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.57,--,-2.1,-2.07,-2.06,-2.02,-0.35,-0.22,-0.18,-0.16,-0.26,-0.24,-0.22,-0.18,0.2,0.33,0.46,0.64,1.07,1.07,0.99,1.06,0.47,0.6,1.48,2.02,2.88,2.92,3.11,3.46,4.24,4.43,4.48,4.46,4.5,4.45,4.41,4.39,4.41,4.38,4.26,3.42,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.09,--,-0.02,0.02,0.03,0.03,0.03,0.02,0.02,0,-0.01,-0,0,0.01,-0.02,-0,0,0.41,0.54,0.54,-0,0.27,0.76,0.8,0.07,0.32,0,0,0,1.24,0,0,0,0.89,0,0,0,-0.5,0,-0.33,0.27,0,0.56,
主营业务收入(万元),20789,13461,6062,28933,20749,14055,6288,30088,21746,11797,5005,30346,23765,15819,7420,37904,30116,24649,13207,45497,33737,20426,9379,44556,31069,19340,10158,71162,56046,34637,16805,67048,53694,34785,15986,68126,48622,27109,10050,70610,65793,47253,29308,92710,70120,42846,18272,69635,56601,37726,46016,52558,60676,
主营业务利润(万元),1436,750,486,3364,2106,1123,224,-3168,-1191,307,3,751,1720,1077,-139,907,1851,4430,3156,2224,1951,536,-1369,-18594,-11015,-8054,-4945,-1807,346,-737,-333,-9892,-6011,-4502,-870,-3191,-1777,-3934,-3506,4705,7437,6949,4091,15567,12734,6994,3161,11304,9081,6076,6120,7726,9358,
营业利润(万元),-2727,-2332,-514,-1608,-1393,-1425,-927,-15469,-5777,-3048,-1285,-13474,-3274,-2240,-1762,-59130,-7578,-2240,-800,-4863,-3674,-2538,-1628,-27950,-17333,-13024,-7656,-22056,-5970,-6211,-3075,-22555,-15663,-10482,-4905,-24142,-9824,-9023,-5914,-15495,-3056,115,478,2336,3045,1261,452,1443,2345,1732,2038,3093,4676,
投资收益(万元),1041,--,--,--,--,--,--,-5400,-179,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,12,0,0,--,20,-23,-23,--,20,20,20,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),-406,-345,329,1828,1700,1627,1506,16189,17004,17014,825,73823,16,22,69,-16893,-106,-107,-11,5603,333,175,107,-5904,-596,32,23,4380,--,6237,--,32059,--,--,13,-464,0,0,0,-1134,0,0,0,-99,0,0,0,-33,-8,0,0,0,0,
利润总额(万元),-3133,-2677,-185,220,308,202,580,720,11228,13966,-459,60349,-3258,-2218,-1693,-76023,-7684,-2346,-811,740,-3341,-2363,-1521,-33854,-17929,-12992,-7633,-17676,246,26,-3081,9504,-15726,-10492,-4892,-24610,-9922,-9101,-5947,-16630,-2973,185,452,2238,2962,1203,417,2091,2337,1736,2431,3660,4619,
净利润(万元),-3133,-2677,-185,220,308,202,580,720,11228,13966,-459,60349,-3258,-2218,-1693,-76023,-7684,-2346,-811,740,-3341,-2363,-1521,-33840,-17929,-12987,-7631,-17709,240,29,-3078,9459,-15774,-10536,-4904,-25038,-9922,-9100,-5946,-16626,-2971,159,384,1790,2518,1023,355,1628,1926,1415,2103,3096,3181,
净利润(扣除非经常性损益后)(万元),-3642,-2206,-514,-1679,-1393,-1425,-927,-15749,-5777,-3048,--,-8248,--,-2238,--,-8021,0,-2262,0,-4907,--,-2538,0,-27936,--,-13019,0,-22090,0,-6209,0,-22600,0,-10523,--,-24571,0,-9022,0,-15492,0,102,0,1880,0,1072,0,1077,0,0,0,0,0,
经营活动产生的现金流量净额(万元),1853,-520,1071,-2418,-2089,-508,1109,-22191,-18692,-11245,-5011,-9868,-805,700,1271,1124,1041,1011,975,136,-253,-156,148,607,-875,-139,154,16831,22065,22235,-92,10946,31143,32982,1507,5501,1820,3403,-1015,21052,7061,-292,-1687,15146,5744,79,5616,-8492,-8586,-4026,3207,0,0,
现金及现金等价物净增加额(万元),22484,-134,997,-2877,-2274,-603,1117,-15990,-11235,-7464,-5411,21366,3706,679,1268,-247,-249,-237,330,-222,-253,-156,148,-989,-965,-230,56,-655,6493,6862,-491,-874,-1250,1483,-653,-4732,-4787,-1712,-2945,3224,3375,1361,2401,-2911,-731,-2763,2151,898,2433,-426,-8947,0,0,
总资产(万元),41034,39887,42511,42987,43546,45602,47634,47848,59383,62791,47365,50007,67142,62890,60507,60774,130569,130535,133814,137917,132454,141540,140293,139542,150376,154088,164340,161665,188148,182870,179433,177808,199608,202170,204140,204719,208713,206221,208017,217119,232996,228756,235656,228798,222067,222695,222089,222456,210876,196834,181434,136320,55418,
流动资产(万元),32317,18372,20136,20507,21742,23636,25753,25702,31609,36097,28811,31493,19291,15388,12508,12322,21407,20676,24818,27902,21112,28436,25286,23098,24485,25525,34680,34298,52846,45700,40090,36708,49446,50272,50092,49608,60332,56113,56372,63803,77043,70875,77302,72200,65230,65643,64524,64480,55255,42404,31103,45206,28221,
总负债(万元),11484,10515,10647,10937,11409,13570,15225,16019,17046,17716,16715,18897,153174,147882,144973,143548,145004,139632,141376,144669,143286,151394,149306,147033,141992,140599,145503,135185,144170,139066,138710,134001,180339,177649,173773,170121,159730,156398,155092,158195,160712,153343,159334,152860,145424,146865,146928,147650,135789,144168,130183,95171,38076,
