报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.85,0.64,0.35,1.06,0.81,0.63,0.34,1.21,0.89,0.61,0.35,1.04,0.76,0.53,0.31,0.78,0.58,0.41,0.22,0.83,0.61,0.4,0.25,0.72,0.51,0.33,0.17,0.51,0.38,0.21,0.08,0.29,0.15,0.09,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.16,4.93,4.96,4.64,4.59,4.41,4.53,4.3,4.08,3.87,4.01,3.77,3.56,3.39,3.44,3.27,3.12,2.96,2.87,2.79,2.66,2.59,2.6,2.45,2.38,2.36,2.32,2.28,2.24,2.22,2.21,2.16,3.01,3.07,2.99,2.97,2.9,2.86,3.61,3.58,3.61,3.57,3.48,3.46,3.52,3.43,3.58,3.42,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.87,0.39,0.06,0.98,0.49,0.45,0.13,0.87,0.72,0.43,0.13,0.87,0.63,0.32,0.12,1.14,0.89,0.77,0.07,0.62,0.61,0.5,0.22,0.43,0,0,0,0.02,0,0,0,-0.74,0,0,0,0.03,0,0,0,0.66,--,0.07,--,0.2,0.21,0.35,-0.13,0.16,--,--,--,
主营业务收入(万元),551138,369570,188298,727659,557640,381880,191497,780160,560265,380050,183149,689110,488053,330495,176444,552522,363146,245260,122334,436515,303991,197819,106251,485272,339203,219569,108947,431619,283188,191028,89892,339784,234742,155610,70313,286793,192384,130841,63328,296947,206026,139172,69884,246169,182919,136450,43600,267445,181592,118339,53412,216753,176068,115194,45352,186731,105878,182818,95829,147642,142588,110984,70922,
主营业务利润(万元),331037,222251,114794,436519,318547,220483,113538,460413,334344,230001,110102,412283,285888,192260,103536,318706,208538,142417,70812,265833,185923,121650,65574,243630,170309,109777,56236,192586,133134,89292,40975,160158,110706,73043,--,130296,83760,58925,27828,139723,93138,63145,29045,108775,73429,60268,19758,130352,81927,57783,24828,105256,82728,54087,21789,94514,46299,81567,41261,83785,81801,61963,33539,
营业利润(万元),95720,75799,40587,122803,96778,74592,38987,141179,105358,73617,40840,126211,92719,64714,39843,92684,70412,49446,26698,96263,73544,48200,29449,88497,65093,42034,21980,63499,47253,27702,9959,32557,18375,11306,4126,27142,11259,9258,4029,23994,13619,9247,6644,-40662,12405,11632,2685,29593,15369,12057,2799,19678,14960,10702,--,13987,11468,19052,12496,21292,14324,9749,18580,
投资收益(万元),2968,2182,866,4744,3443,3148,753,348,16,50,57,93,83,92,64,224,549,56,47,2723,2745,2650,2569,838,193,168,62,906,622,569,117,906,-24,13,-3,-1332,223,298,604,-4668,-2161,-1187,-1129,-24320,-2032,-1052,-809,-1614,54,-1219,-432,-1110,-1040,-645,-222,-1315,-372,573,-338,-466,--,103,11,
营业外收支净额(万元),6256,865,442,3157,1254,545,396,2118,899,532,352,2068,597,471,164,2127,2007,964,732,7140,1001,561,366,1949,661,719,332,1100,--,223,--,--,--,--,--,-5055,0,0,0,-2335,0,0,0,-2969,0,0,0,-692,206,290,0,353,2427,1857,784,4355,2989,5041,2376,0,4303,4312,7637,
利润总额(万元),101976,76664,41029,125960,98032,75137,39383,143297,106257,74150,41192,128278,93315,65185,40006,94811,72419,50410,27431,103403,74545,48761,29815,90446,65754,42753,22312,64600,47730,27924,10424,38443,18917,11282,4044,20869,12003,9820,4636,17450,11944,8786,6241,-67950,10488,10604,1891,27287,15658,11156,2692,18921,16348,11914,2141,17027,14125,24842,14534,25993,18927,14411,26228,
净利润(万元),82848,62709,33900,103589,78893,61684,33033,118110,87512,59705,33817,101408,74067,51562,30685,76045,57080,39665,21800,81598,59213,38924,24103,70949,49682,32453,16626,50009,36955,20942,7873,27980,15130,8817,2302,16492,9864,8264,3526,11993,8296,6078,5019,-72080,7662,9042,1673,20880,13306,9656,2023,16502,12209,8561,1587,12103,10718,20158,12016,22022,15083,9880,20426,
