报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.2,0.15,0.05,0.24,0.18,0.13,0.07,0.18,0.14,0.1,0.05,0.11,0.09,0.08,0.06,0.4,0.34,0.27,0.24,0.92,0.58,0.38,0.18,0.57,0.47,0.35,0.56,0.53,0.18,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.3,5.29,5.3,5.24,5.17,3.78,7.35,7.11,6.77,6.57,6.44,6.26,6.15,3.72,3.33,2.68,2.12,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.05,0.06,0.05,0.07,0.13,0.07,0.05,1.62,0.4,0.31,0.06,0.31,0.42,0.37,1.15,0.36,0.37,
主营业务收入(万元),119280,85790,37718,161951,123742,91399,45719,156986,116200,81060,37183,106877,79375,56588,32562,145689,111987,80718,39547,139339,93355,61294,31167,77474,56657,36778,81989,74942,48758,
主营业务利润(万元),28735,19577,7375,36962,28079,21014,10028,33832,25360,18002,7912,20688,14874,10500,6813,37723,30648,22904,11063,41281,28417,17849,8960,22589,15804,9741,20724,15933,9503,
营业利润(万元),12099,8511,3467,13474,11064,8301,3868,10053,7792,5525,2915,5538,4964,4450,3942,22634,20229,15535,7091,26587,17768,11974,5747,13450,9401,6169,10710,7950,3231,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,
营业外收支净额(万元),1411,1135,97,2497,1875,1178,839,1488,975,686,318,1477,1226,1046,335,1497,441,429,39,829,9,-46,20,675,1297,1297,1756,--,212,
利润总额(万元),13510,9646,3564,15971,12939,9479,4707,11540,8767,6211,3233,7015,6190,5495,4277,24131,20669,15963,7131,27416,17777,11929,5767,14125,10698,7466,12466,10413,3443,
净利润(万元),11410,8187,2979,13332,10302,7513,4027,10107,7590,5489,2874,6348,5270,4604,3530,20271,16712,12921,5646,22166,13890,9138,4382,11301,8683,6248,10129,9300,3168,
净利润(扣除非经常性损益后)(万元),10211,7222,2898,11117,8693,6497,3300,8842,6762,4906,2604,5093,--,3716,--,19001,--,12556,--,21465,--,9177,--,12040,--,6218,10092,8795,3019,
经营活动产生的现金流量净额(万元),54668,31484,10953,40990,29156,24689,4164,19184,27243,16707,2452,13344,2751,3342,2665,3999,7440,3415,1204,38762,9495,7324,1392,7423,9997,6673,20715,6468,6407,
现金及现金等价物净增加额(万元),2105,-951,16986,7500,3516,11187,4998,-28660,-20261,-1908,-8822,-35427,-15300,-27249,-21774,59531,59878,-9994,-8481,-24462,-28978,-20742,-10812,34667,47768,-2784,2389,2037,-2818,
总资产(万元),478126,490541,516627,492878,487104,486928,475853,465476,449941,463407,454752,443668,448269,417097,406337,407366,394197,305276,263083,236936,215299,200901,198050,196167,200622,143273,139729,126250,77774,
流动资产(万元),158490,172020,201659,178723,175663,177500,181883,171086,164899,186917,186884,177175,205468,196302,204749,215241,212634,139875,125519,106602,99237,97601,103770,104789,107331,53200,52682,62847,33990,
总负债(万元),142323,158133,188243,167788,165274,167977,158740,152990,139996,155620,148678,140397,145988,115432,104109,108763,99061,118433,81478,61371,48318,38995,39753,42705,50254,76305,79830,77976,39559,
流动负债(万元),139813,155507,185494,164927,162866,165214,155931,149978,136849,152167,144944,137355,143540,112912,101511,106093,97306,116631,79663,59543,46477,37115,37873,40825,38272,59785,68228,66976,39559,
股东权益不含少数股东权益(万元),329621,326201,322141,318965,315936,313146,311491,306865,304348,302247,300471,297597,296519,295853,296457,292927,289368,181268,176393,170747,162471,157719,154643,150261,147644,64596,57936,47515,38215,
净资产收益率加权(%),3.52,2.53,0.93,4.26,3.24,2.42,1.3,3.34,2.52,1.83,0.96,2.15,1.79,1.56,1.2,9.09,8.31,7.31,3.25,13.81,8.88,5.91,2.87,12.45,--,10.19,19.21,21.7,8.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
