报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.27,0.15,0.06,0.14,0.28,0.15,0.07,--,0.28,0.14,0.07,0.3,0.14,0.08,0.03,0.15,0.09,0.07,0.01,0.2,0.13,0.07,0,0.13,0.09,0.06,0,0.07,-0,0.04,0.04,0.29,0.23,0.16,0.15,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.19,--,2.95,2.9,2.95,2.91,2.93,2.87,2.51,2.5,2.42,2.36,2.38,2.21,2.18,2.15,2.2,2.2,2.24,2.27,2.44,2.5,2.41,2.23,4.46,4.01,3.49,3.48,3.26,3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.6,--,1.33,0.76,0.34,0.97,0.78,0.39,0.36,1.42,0.87,0.65,0.28,1,0.75,0.5,0.16,0.61,0.37,0.3,0.19,0.9,0.87,0.58,0.54,1.32,0.78,1.16,0.99,0.73,
主营业务收入(万元),4709594,3160856,1534088,7019433,5231285,3484255,1751203,7522746,5551312,3701002,1841289,7759814,5677205,3687696,1847425,7238187,5175959,3332156,1564200,6067238,4394851,2894601,1470541,4794292,3570375,2068376,854245,3683576,2744921,1765195,835339,3282931,2388877,1546502,756916,2483522,1082888,1799439,1358374,995056,
主营业务利润(万元),1307451,889269,378732,2041186,1509696,958369,470819,2040340,1482656,852139,430138,1620586,1100566,675542,321836,1196888,796937,527652,218295,1084904,773194,468727,190384,813556,589133,357350,121748,405886,262024,260340,172927,884535,652914,435265,--,707517,326370,506870,457933,356780,
营业利润(万元),572188,363813,137008,443395,664293,386844,194550,798840,698025,367687,183437,709304,367012,204644,85362,320174,203228,141150,36581,420361,289161,156378,23664,281191,212841,121325,-986,51803,-45084,55110,70061,591283,451897,303017,143830,465704,222824,389138,360625,285828,
投资收益(万元),126689,62767,22608,96748,80849,24037,4124,114424,86063,66003,27587,251101,78794,70104,33292,102579,73946,36126,12325,68661,45150,31676,15382,44782,31235,25444,6811,132757,32227,12954,154,16045,9900,5860,55,3716,2176,8031,1552,2533,
营业外收支净额(万元),109889,46546,20852,77772,36100,21225,6261,11539,32914,20859,5424,44708,33093,25518,11911,45105,15635,11919,3983,42027,14442,9203,1605,28610,6475,6121,5873,15971,--,-145,--,-7383,--,450,--,-9196,0,0,0,0,
利润总额(万元),682076,410359,157860,521167,700394,408069,200811,810379,730939,388546,188861,754011,400104,230161,97273,365279,218863,153069,40564,462388,303603,165580,25269,309800,219316,127446,4886,67774,-41169,54965,70004,583899,452223,303467,143749,460510,221121,389517,360806,284016,
净利润(万元),358697,204431,77529,179836,366411,197493,94252,352689,367406,188837,93796,400782,180494,108909,38745,191011,120884,85413,8720,247368,159646,82975,1554,147947,102661,65237,3493,82277,-1394,41893,43783,341114,270182,185380,86847,270729,125857,236074,225621,183693,
净利润(扣除非经常性损益后)(万元),338350,187208,73769,366073,354543,190122,91278,--,332481,162012,--,223125,--,89240,--,159896,--,79960,--,210845,--,81189,--,120832,--,50936,0,5464,0,42022,0,348079,0,230079,--,276699,128456,238577,226540,186743,
经营活动产生的现金流量净额(万元),2160371,1432794,721424,2624721,2258237,1409034,749839,3006771,2208598,1357791,797542,2168777,1774098,1009408,450034,1293471,998784,518734,444503,1750959,1067481,799604,340375,1174485,883945,592087,185085,716433,430418,352014,223665,1058006,1014305,681775,309535,745092,401149,597810,511598,378152,
现金及现金等价物净增加额(万元),47202,373893,349733,-286757,136013,-35525,-189258,326816,456946,276981,536883,14532,85663,96791,396661,102440,693963,1233934,264674,193654,228061,594581,304727,-374881,101891,-330856,-30604,170854,396484,550401,292049,-80246,-4720,116215,-38223,342195,21030,-243268,-69347,179555,
总资产(万元),30010517,30404008,30355904,30243137,30123043,29687245,29500247,29332330,28707701,27987063,28065071,27121424,26642613,26145107,25655907,24407008,23516147,23477600,21746579,21075587,20415009,20135509,19446466,18206431,18153453,16578162,16043107,15728076,15193260,14395748,13147816,12151564,10963541,10113544,9325534,8907454,7321053,6427331,4921958,3532996,
流动资产(万元),2113188,2664220,2534871,2385855,2885078,2732092,2763596,2719741,2969700,2657889,3114951,2606664,2772806,2988447,3247314,2664673,2863966,3295715,2366381,1786901,1960135,2326214,2000598,1468862,2131350,1508679,1546705,1523915,1884680,1871098,1432235,1150645,1052114,1124017,1503576,931801,495969,368902,562962,694184,
总负债(万元),23520314,24050091,23948666,23932362,23476492,23368300,22939364,22902527,22354843,22255442,22267011,21472928,21437851,21008280,20484597,19350941,18698034,18860969,17873113,17243484,16715973,16549677,15809785,14934736,14928070,13577347,13022789,12672998,12090098,11246059,9803627,8750830,7712738,7060742,6423053,6310825,5261336,4383916,3033220,1850907,
流动负债(万元),6270484,7043844,6875219,7176149,6653955,7033554,6217650,6512263,5704860,5637393,6111864,6157777,5617725,5780507,6140982,5998814,4955044,5024039,4999606,5226029,4891156,4539694,4218029,3940271,4161912,4390623,4731135,5357588,5394547,5131904,4345418,4164156,3167204,2562079,2184204,2140056,1759031,1316890,1093705,678774,
股东权益不含少数股东权益(万元),4580194,4434961,4460734,4380345,4616036,4427128,4479999,4392092,4408873,4182977,4242675,4149024,3927259,3855299,3921801,3878786,3903222,3823935,3084388,3073726,2976787,2909721,2935507,2607345,2569559,2534464,2596156,2590996,2631291,2671204,2862150,2939158,2823210,2597466,2564028,2268361,1803711,1796406,1682898,1547628,
净资产收益率加权(%),7.95,4.56,1.75,4.06,8.1,4.4,2.12,--,8.56,4.45,2.24,9.98,4.59,2.77,0.99,5.37,3.52,2.64,0.28,8.37,5.57,2.96,0.06,5.64,--,2.49,0,2.96,0,1.45,0,12.93,0,7.49,--,14.45,6.77,13.57,13.97,12.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
