报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.12,-0.08,-0.03,0.01,0,0,0,0.04,0.04,0.04,0.01,0.08,0.06,0.04,0.03,0.19,0.18,0.11,0.05,0.18,0.12,0,--,0.09,0,0.03,0.11,0.19,0,0,0,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.34,--,2.29,2.27,2.34,2.31,2.3,2.21,2.22,2.1,1.24,0,--,1.13,0,0,1.26,1.15,0,0,0,--,0,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.09,--,0.03,0.04,0.11,0.22,0.22,0.25,0.21,-0.04,0.02,0,--,0.13,0,0,0.14,0.35,0,0,0,--,0,0,0,0,
主营业务收入(万元),566124,338328,164974,1119867,772379,467518,197121,1169473,829138,538912,223079,1167413,724693,393640,182039,1052828,736084,430486,193508,632555,410106,226690,73159,374268,236712,155255,363716,376340,195400,117424,66328,296246,111767,258016,280895,268272,
主营业务利润(万元),16278,8153,1546,61555,49415,20760,5859,54356,39725,29790,14680,92377,65646,42816,23870,156475,141385,88965,56104,126785,83982,53311,20186,75101,37909,24871,92980,100738,87503,51333,27396,122103,57336,97041,119533,133433,
营业利润(万元),-56608,-35451,-13389,-9509,-10564,-7990,-3158,8736,10021,8131,2943,20910,18070,12497,9082,72489,69437,41267,18610,53177,38076,26325,7918,24742,9220,7099,31234,50697,18791,12987,7416,35344,23649,20356,61395,76075,
投资收益(万元),14052,-4783,-2788,32843,24990,19467,15377,36608,28051,16994,2297,-2900,-1066,-1037,-979,-17592,-18973,-21108,-17303,-6954,-1661,-1229,731,-1051,1599,1279,1574,-151,0,0,0,-22,0,-9,-19,-3,
营业外收支净额(万元),8834,6117,2957,14466,10412,7775,2900,11590,8219,4977,3033,10578,6749,3273,1495,4413,3763,2398,1202,6706,2566,2398,346,3398,1589,1078,2901,7830,13140,9571,5567,9022,0,0,0,0,
利润总额(万元),-47774,-29334,-10432,4957,-151,-215,-259,20326,18241,13108,5976,31488,24819,15770,10577,76903,73200,43665,19811,59884,40642,28722,8264,28139,10808,8177,34135,58527,31931,22558,12983,44344,25297,18352,64252,77631,
净利润(万元),-48354,-31228,-11007,2238,811,387,733,15616,16139,14001,5419,29675,22186,14254,10113,76103,71018,42162,18894,57284,38814,27358,7981,28575,10591,7980,33728,58426,31931,22558,12983,44340,25297,18375,64291,77591,
净利润(扣除非经常性损益后)(万元),-72579,-39430,-15189,-35342,-36940,-23258,-13975,-30419,-21065,-9403,--,23744,--,13271,--,84517,--,56182,--,59710,40747,0,--,26841,0,3618,29461,46203,0,0,0,--,0,0,0,0,
经营活动产生的现金流量净额(万元),-1691,-51482,12537,-1705,-6694,-52991,-54741,35009,45844,75132,34539,-46322,11262,14442,42321,88225,85993,99307,82950,-15137,5485,3400,2433,41419,-585,21589,45131,110050,38670,15085,-7586,85214,44393,69898,85613,93391,
现金及现金等价物净增加额(万元),20276,42565,-20725,-41354,21342,-12636,6620,42051,16061,48439,11924,-151500,-109597,-38312,6230,-202012,-148843,-71500,-11140,466185,14544,46506,16979,-30471,-36693,-21680,2442,-21610,-9878,13943,84495,11008,19705,31870,7614,6583,
总资产(万元),1419536,1359713,1214277,1226776,1262956,1265304,1234580,1201744,1138881,1132405,1103498,1112352,1085865,1099600,1078678,1113265,1223441,1174104,1188911,1253198,724702,715962,691659,651280,624479,614887,694779,652687,714823,711917,774470,746750,698044,646688,587046,391753,
流动资产(万元),682631,635721,497407,518046,589325,602071,578364,548155,502525,500146,493085,513033,507035,527123,518141,551616,659145,650023,674671,741332,228901,226675,205476,167343,154876,150171,232728,188534,228181,222920,284258,252670,207414,152962,90845,70493,
总负债(万元),558226,481145,315010,316599,353241,356747,317959,280862,220908,212377,172813,192934,173986,194098,148799,192989,308234,294597,304516,421416,332197,332242,322988,294433,271543,264531,295626,289150,358532,365182,400957,390751,359038,320067,269427,211913,
流动负债(万元),446412,371491,294107,295234,327182,333029,292445,253610,193587,185259,144772,165607,146594,166624,120933,164930,262126,249970,222771,343176,260703,263293,256587,231520,208270,201743,292742,189246,212544,211003,246365,243008,349013,310912,261950,183078,
股东权益不含少数股东权益(万元),849341,866495,887349,898338,897582,896299,904510,907958,905217,907634,918528,907297,899837,893745,918717,909253,904006,868342,874133,826581,388756,380306,366263,354535,352935,347898,396531,361784,356291,346735,373513,355778,339006,326419,317493,179670,
净资产收益率加权(%),-5.53,-3.54,-1.23,0.25,0.09,0.04,0.08,1.72,1.75,1.52,0.59,3.17,2.45,1.56,1.11,8.8,8.22,4.91,2.21,15.62,10.37,0,--,7.71,0,2.04,8.9,16.92,0,0,0,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
