报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,
基本每股收益(元),0.54,0.53,0.22,1.61,0.66,0.61,0.21,1.4,0.66,0.6,0.19,1.17,0.54,0.51,0.18,1.01,0.49,0.41,0.15,0.75,0.27,0.24,0.08,0.18,0.12,0.06,0.02,0.13,0.06,0.07,0.11,0.14,0.1,0.05,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,12.29,--,11.65,11.52,10.91,--,10.16,10.29,9.03,8.82,8.38,8.34,7.2,7.04,5.88,5.85,5.33,5.3,5.18,5.21,2.77,2.44,3.08,3.06,2.55,2.55,1.94,1.94,1.9,1.89,1.94,2.19,2.27,2.28,2.25,2.32,2.16,2.11,2.95,2.77,2.53,2.56,2.01,2.02,1.98,2,1.99,2,1.98,1.98,1.97,2.15,2.89,2.88,2.96,2.84,2.54,2.44,2.31,3.06,2.97,2.74,3.3,3,2.82,2.63,
每股经营活动产生的现金流量净额(元),-0.43,--,--,--,-2.48,--,-1.85,--,-1.71,--,0.14,--,-0.03,-0.98,-1.15,-1.49,-1.34,-0.77,-0.72,-1.49,-1.48,-1.42,-0.42,-0.89,-0.28,-0.43,0.02,-1.39,-1.2,-0.55,-0.39,1.05,1.31,0.55,-0.04,0.28,0,--,0,0.8,0,0,0,0.23,0,0,0,-3.65,0,0,0,0.5,0,-2.12,--,0.14,0.07,0.27,-0.04,-0.14,--,0.25,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1060324,852604,207915,1270095,834539,611681,166117,1015347,511192,417042,154794,678598,400099,355244,124060,568948,374759,331878,99029,456940,226405,183715,99444,106140,82450,39000,16413,47729,45946,44223,38663,124148,82996,40145,5518,211781,7557,6723,98,68323,60577,60571,16883,113367,97,66,29,282,252,169,84,286,207,0,167,5093,4507,22930,9946,27637,12782,51368,32346,68882,22537,49130,21766,33955,15005,29243,13482,--,
主营业务利润(万元),241395,228961,73998,398960,216072,159867,57929,317867,153313,122023,47607,225810,102908,92634,41035,218425,127918,104156,41208,175119,79287,58861,29266,36015,26460,12334,4616,16834,16339,15780,16208,41389,26234,--,--,57747,1016,1251,63,24613,19328,19350,8235,41005,16,14,3,132,128,86,43,144,196,0,27,940,895,4095,1876,3941,3148,7541,2286,1248,802,1018,732,1146,1051,1359,771,--,
营业利润(万元),191539,191757,48039,344788,156437,134905,37475,234873,90249,85177,27753,179956,62759,73980,21714,168054,82262,69995,24912,145197,60411,53807,20660,30312,14281,6508,3217,12336,9733,9767,14883,24743,15558,6552,1120,36334,-2300,-1406,-198,18452,15106,15930,6774,26036,-2185,-1519,-617,-2599,-1827,-1250,-497,-434,-1137,-671,-336,-959,-262,-3069,-418,1275,1507,2426,96,1655,0,1356,0,1384,0,0,772,--,
投资收益(万元),-2310,-3333,-394,44574,8263,9490,6967,-214,-2774,-2118,-414,23506,23163,23935,-17,526,498,514,--,1014,1033,1035,--,346,361,361,--,3402,303,303,99,-13,2,2,0,1757,3,-0,0,-400,-145,-145,-145,9494,14775,7901,0,15949,2016,1959,0,701,789,786,151,5654,2819,992,1129,3292,1105,2154,1211,1764,1158,2160,1098,825,197,479,324,--,
营业外收支净额(万元),1115,956,348,4017,2760,2400,367,7181,4459,2932,1257,8113,12780,1488,1366,4443,3073,2315,1855,4920,1767,1237,792,1260,-24,-41,-3,2109,--,--,--,--,--,--,--,-142,0,--,0,2823,0,0,0,-47,-44,0,0,97,41,-5,0,-2,212,213,0,-45,0,-1078,0,3860,0,0,0,0,423,0,180,0,527,305,0,--,
利润总额(万元),192654,192713,48386,348805,159197,137306,37841,242054,94708,88109,29009,188069,75539,75467,23080,172497,85335,72310,26767,150117,62178,55044,21452,31572,14257,6467,3214,14444,9838,9873,14841,24862,16786,8702,1099,38852,-2378,-1487,-195,20875,17712,18550,6624,35520,12583,6380,-619,13447,229,704,-501,465,63,529,30,4650,2318,-3155,504,8426,2604,5271,2020,5024,2527,4370,2194,3506,1775,2142,1082,--,
净利润(万元),94291,92928,25296,189215,77049,71464,24015,164319,76718,70381,22165,136634,62900,59653,20741,118372,57489,48091,17742,87393,31354,27535,8867,20601,9242,3414,830,6105,2995,3316,5334,6638,4687,2269,112,11973,-1814,-1222,-312,7843,7053,7729,2111,16513,11484,5037,-619,13161,99,472,-501,465,107,488,25,4305,2193,-3649,304,6799,2214,4425,1717,4258,2148,3702,1869,2953,1509,1813,930,--,
