报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.2,-0.2,-0.26,0.05,-0.14,-0.16,-0.24,0.04,-0.2,-0.21,-0.25,0.03,0,0.02,-0.09,0.45,0.15,0.11,-0.03,0.33,0.29,0.22,0.06,0.36,0.22,0.15,0.06,0.54,0.28,0.23,0.24,0.2,0.06,0.04,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.55,5.56,6.08,6.16,5.88,5.83,5.72,5.73,5.57,5.49,5.37,5.26,5.14,5.06,5.16,5.11,4.89,4.82,3.33,3.18,3.03,3.04,3.1,3.15,3.05,3.57,3.52,3.56,3.57,3.58,3.56,3.59,3.56,3.61,3.58,3.58,3.51,3.54,3.49,3.5,3.58,3.51,3.41,3.41,3.41,3.31,3.38,3.26,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.62,-1.24,-1.52,0.64,-1.14,-1.02,-0.74,-0.58,-1.16,-1.28,-0.99,0,-1.04,-0.71,-0.75,0.49,-1.19,-1.25,-0.97,0.1,-0.91,-0.78,-0.59,0.02,--,0,--,0.4,0,0,0,0.47,0,0,--,0.94,0,0,0,-1.2,0,-2.19,--,1.12,-0.45,0.35,-0.58,0.22,--,--,--,--,
主营业务收入(万元),127654,77980,30763,182873,104873,65288,24580,215619,120620,68772,27115,182657,108023,72570,30477,265685,183646,118883,49426,222754,144208,95287,40202,181170,104583,61982,28364,191779,125474,73870,30971,166572,101886,61893,27336,142473,83135,58484,23002,126503,83427,56217,26057,125762,79899,52134,21630,62758,36730,23316,11756,73659,44812,27818,11473,89358,34121,67242,24826,67739,24406,79686,61274,64267,
主营业务利润(万元),26631,16641,4206,41540,23631,14173,3728,41096,22977,13681,3787,39496,25746,16761,5938,44882,28978,19160,7804,44900,27735,17682,8040,36640,20694,11960,6119,34247,20807,13563,6353,27534,16177,10563,--,20398,12366,8365,3866,18098,11571,8087,3964,16656,10715,7391,2736,13374,8107,5641,3466,17539,11283,7105,3306,18158,7201,14469,6272,15705,5654,14593,14150,12190,
营业利润(万元),-5014,-4847,-6340,-1952,-4128,-4538,-6013,-1025,-6098,-5580,-6350,-1643,-1524,-763,-2650,9904,1722,1614,-1054,7490,7029,5058,1800,8785,5157,3303,1600,6452,2217,1294,180,3623,1676,1217,-755,1875,221,296,-488,430,-214,-135,-741,358,-438,-227,-1304,449,-658,-56,-304,3506,2038,1096,125,4446,1487,5072,1998,6889,2519,6353,3981,2733,
投资收益(万元),-743,-202,-241,2164,1281,1003,25,2146,1653,1257,87,2211,1804,1104,244,7660,2217,1749,649,2165,4889,4364,3014,4242,3930,3654,1774,1318,954,490,62,779,941,658,310,258,64,44,3,593,472,27,-21,428,464,228,-250,-614,246,240,-2,327,-10,-44,-3,590,-37,552,54,18,1,0,--,0,
营业外收支净额(万元),339,156,78,3499,587,434,91,2379,1565,492,312,2353,1431,1147,820,3115,2545,1427,764,2442,1741,1356,960,986,927,722,338,5465,--,--,--,984,-41,-265,--,-37,2,0,-10,-25,0,0,0,230,0,0,19,60,62,0,2,638,640,623,0,186,0,416,0,262,2,9,371,155,
利润总额(万元),-4676,-4691,-6262,1547,-3541,-4103,-5922,1355,-4534,-5088,-6039,710,-93,384,-1830,13019,4267,3041,-290,9932,8771,6414,2759,9772,6084,4025,1939,11917,7055,5747,4645,4608,1635,951,-719,2808,882,562,-374,1632,682,269,-510,1465,641,483,-1446,223,-182,411,-301,4515,2711,1711,140,5233,1648,6094,2203,7169,2522,6406,4352,2889,
净利润(万元),-4925,-4824,-6309,1185,-3489,-4051,-5810,948,-4557,-4905,-5757,639,42,417,-1856,9431,3234,2319,-584,6894,6103,4544,1364,7590,4704,3063,1264,10197,5903,4861,3915,3276,1040,624,-777,2012,522,305,-519,1400,494,208,-464,1131,448,409,-1112,366,160,578,-85,4079,2431,1488,96,3945,1267,4399,1658,4743,1551,4168,2913,1916,
