报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.07,0.02,0.01,0.1,0.09,0.04,0.04,0.21,0.17,0.06,0.02,-0.37,-0,0.01,0.03,0.13,0.14,0.09,0.04,0.12,0.12,0.07,0.02,0.04,0.01,0.01,0,-0.15,0.05,0.03,0.01,0.14,0.09,0.04,0.03,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.59,4.94,4.95,3.08,3.05,3.06,3.01,2.96,2.92,2.92,2.87,2.86,2.84,2.81,2.81,2.8,2.8,3,2.98,2.97,2.95,2.9,2.86,3.43,3.4,3.35,2.54,2.27,1.9,1.49,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.27,-0.14,-0.21,0.25,-0.28,-0.65,-0.44,0.14,-0.31,-0.19,-0.32,-0.2,-0.32,-0.26,-0.23,-0.57,-0.47,-0.47,-0.43,0.2,-0.28,-0.22,-0.25,0.02,0,0.01,0.28,0.34,-0.09,
主营业务收入(万元),22584,14985,6907,35025,25955,16258,7033,31763,23390,15541,7009,36797,31577,21220,8577,61421,48856,32901,14599,56134,41066,24645,8596,37306,27058,16611,7138,35017,29323,20081,8672,29812,20544,13001,5182,21931,15769,10287,20913,16518,8225,
主营业务利润(万元),4053,2559,1164,6131,4439,2706,1109,5692,3767,2349,1036,3108,2813,1917,976,6695,5191,3417,1371,6117,4552,2832,1018,4655,3296,2185,1006,4341,3646,2506,1039,4300,3245,2221,942,5075,3806,2589,3860,3441,1784,
营业利润(万元),334,256,113,637,842,548,218,-317,306,303,97,-4113,-1018,-760,-217,815,1136,714,308,850,754,290,232,383,92,-34,19,-1978,226,80,16,767,640,374,207,1887,1529,1099,1179,1585,539,
投资收益(万元),-3,-3,--,-6,-7,-7,--,-2,--,--,--,175,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
营业外收支净额(万元),1251,217,26,1477,1229,251,253,2757,1720,403,220,559,921,785,516,475,287,253,108,381,400,376,8,178,93,87,31,198,--,169,--,421,--,--,--,-53,0,0,0,0,0,
利润总额(万元),1585,473,140,2114,2071,799,471,2441,2026,706,316,-3554,-96,25,300,1289,1424,967,416,1231,1154,666,241,561,185,53,50,-1780,404,250,109,1188,742,379,207,1868,1519,1088,1469,1681,716,
净利润(万元),1424,401,102,1951,1806,726,417,2131,1665,584,227,-3452,-5,108,242,1064,1167,783,339,1028,967,556,178,321,94,94,10,-1274,429,269,119,1163,739,377,208,1847,1498,1070,1478,1664,744,
净利润(扣除非经常性损益后)(万元),182,192,80,699,755,506,194,-264,199,239,39,-4186,--,-564,--,662,--,567,--,653,--,344,--,168,--,7,0,-1473,0,100,--,743,0,373,--,1866,0,1081,0,0,0,
