报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.05,0.06,0.07,0.51,0.36,0.22,0.09,0.54,0.31,1.23,2.17,0.49,1.01,0.28,0.32,
每股净资产(元),3.91,3.92,7.89,7.82,7.77,--,8.18,8.09,--,7.56,6.32,3.06,2.58,2.08,1.48,
每股经营活动产生的现金流量净额(元),0.19,0.13,0.12,-0.13,-0.02,--,0.22,0.96,--,0.62,1.19,0.73,1.32,-0.44,3.78,
主营业务收入(万元),10195,7122,3438,15884,10917,7237,3035,18439,13520,22600,32096,5815,19729,13302,12549,
主营业务利润(万元),4627,3611,1925,9085,6125,3971,1606,8110,5062,16167,25300,4785,12030,5588,3760,
营业利润(万元),704,1083,720,4115,2933,1836,733,3513,1714,9142,17291,3894,7970,2021,2218,
投资收益(万元),301,237,92,559,459,305,169,290,125,45,--,0,0,0,64,
营业外收支净额(万元),395,203,58,243,242,74,33,475,452,846,238,4,-62,--,--,
利润总额(万元),1099,1286,779,4359,3175,1909,766,3988,2167,9988,17529,3898,7908,2106,2509,
净利润(万元),924,1085,667,3729,2452,1487,591,3643,2082,8397,14769,3313,6885,1677,1696,
净利润(扣除非经常性损益后)(万元),--,712,--,3091,--,1203,439,3014,--,7568,14571,3211,6403,746,166,
经营活动产生的现金流量净额(万元),3401,2343,1108,-1193,-187,1697,1477,6513,5498,4195,8110,4985,9010,-2974,19817,
现金及现金等价物净增加额(万元),-2029,985,-1289,502,17736,1157,5196,-8947,-7802,1116,284,2737,877,-10292,17961,
总资产(万元),74524,74561,75073,75524,74540,59924,58310,58385,--,54410,48495,39987,38788,45195,48461,
流动资产(万元),33344,37712,39678,41817,52818,38866,38898,40458,--,37420,30069,22067,20658,25650,29568,
总负债(万元),3604,3481,3504,4622,4070,3412,2693,3360,--,3028,5510,19162,21276,31068,40693,
流动负债(万元),3132,2972,2958,4039,3450,2755,2000,2630,--,2161,4505,19110,21233,31004,40660,
股东权益不含少数股东权益(万元),70919,71080,71569,70902,70470,56512,55616,55025,--,51382,42985,20825,17512,14127,7768,
净资产收益率加权(%),1.3,1.53,0.94,6.29,4.36,2.67,1.07,6.85,--,17.8,41.48,17.29,44.34,15.32,24.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
