报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.07,0.05,0.05,0.13,0.09,0.05,0.03,0.17,0.17,0.11,0.06,0.19,0.12,0.08,0.05,0.38,0.36,0.26,0.11,0.59,0.26,0.39,0.31,0.47,
每股净资产(元),1.78,1.76,3.47,3.36,3.32,2.95,4.37,4.34,4.34,4.29,4.57,4.51,4.45,4.41,6.83,6.78,6.76,6.67,6.53,2.49,2.18,1.93,1.55,1.25,
每股经营活动产生的现金流量净额(元),-0.23,-0.1,-0.21,0.15,0.07,-0.03,0.07,-0.17,-0.17,-0.24,-0.23,0.03,0.1,0.07,-0.03,-0.43,-0.89,-0.32,-0.26,0.93,0.76,0.38,-0.32,-0.14,
主营业务收入(万元),70069,43993,18871,63078,37637,20153,9088,33700,27753,16166,7225,29509,21422,14037,6245,24761,19052,12674,5230,23252,11457,17055,13573,9058,
主营业务利润(万元),10918,6731,3249,9276,5674,3040,1350,5491,4361,2646,1051,5072,3649,2370,1036,5772,4626,3157,1374,5817,2655,4118,3304,2545,
营业利润(万元),2984,1898,781,2879,1747,954,363,1586,1648,918,317,1948,1425,912,379,2691,2592,1820,693,3517,1530,2319,1818,1393,
投资收益(万元),-186,-103,-64,-33,--,--,--,39,39,39,--,103,--,0,--,--,--,--,--,0,0,0,0,0,
营业外收支净额(万元),683,677,669,82,24,5,--,346,346,400,400,350,--,0,--,145,5,5,0,2,0,0,1,4,
利润总额(万元),3667,2575,1450,2961,1771,959,363,1932,1994,1318,717,2298,1425,912,379,2836,2597,1826,693,3519,1530,2319,1819,1397,
净利润(万元),2631,1697,960,2031,1369,786,307,1711,1695,1128,564,1905,1236,806,315,2420,2242,1594,588,2957,1276,1961,1532,1417,
净利润(扣除非经常性损益后)(万元),--,1218,--,1979,--,782,--,1452,--,828,--,1643,--,806,--,2450,--,1590,--,2955,1276,1961,1531,1129,
经营活动产生的现金流量净额(万元),-8909,-3589,-3804,2653,1239,-485,653,-1693,-1670,-2379,-2299,343,1001,702,-213,-2875,-5936,-2144,-1742,4669,3793,1891,-1605,-681,
现金及现金等价物净增加额(万元),-5359,-4341,-4924,666,-3277,-7186,-1467,-10681,-6274,-6543,-3209,-7916,-2434,-2326,-398,21340,20386,24425,31456,5560,3953,1198,-199,967,
总资产(万元),100436,92106,89082,91443,86374,49761,49801,48903,48120,47371,50202,49771,49020,47967,48162,48660,47818,47856,52731,19041,15666,14562,11047,8430,
流动资产(万元),61553,53097,49930,53521,49737,30026,33014,33517,37377,36752,39812,39779,45634,44843,46255,46844,46502,46806,51763,18127,14735,13674,10668,8158,
总负债(万元),31960,24917,22782,28228,24142,5522,6045,5486,4691,4496,4489,4616,4524,3894,2604,3416,2732,3351,9195,6607,4776,4934,3319,2169,
流动负债(万元),31719,24665,22519,27948,23856,5407,5935,5384,4592,4392,4380,4512,4418,3788,2498,3307,2618,3232,9079,6491,4665,4818,3203,2054,
股东权益不含少数股东权益(万元),68476,63059,62366,59560,58936,44239,43756,43417,43429,42875,45713,45155,44496,44073,45558,45244,45086,44505,43536,12433,10890,9628,7729,6261,
净资产收益率加权(%),4.14,2.75,1.57,4.04,3,1.79,0.7,3.9,3.83,2.52,0.58,4.22,2.75,1.78,0.69,6.19,6.01,4.75,2.57,26.62,12.43,22.52,21.8,49.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
