报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.35,0.26,0.04,0.82,0.67,0.35,0.1,1.03,0.71,0.36,0.28,1.51,1.1,0.74,0.41,1.89,1.59,1.22,0.46,1.56,1.12,0.7,0.23,0.78,0.58,0.4,0.05,0.76,1.22,0.92,0.42,1.4,1.1,0.69,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,12.66,--,11.99,11.64,11.77,11.35,11.29,10.91,10.34,9.85,9.43,8.19,7.8,7.55,7.4,7.21,6.92,6.87,6.84,6.58,6.42,6,5.71,4.75,4.59,4.34,3.97,3.46,3.25,2.94,2.76,2.53,2.46,2.28,2.19,2.09,2.1,1.97,1.89,1.83,1.78,1.75,1.76,1.74,1.73,1.72,1.66,1.6,1.57,1.56,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.26,--,0.57,0.4,0.31,1.92,1.23,1.14,0.33,-0.63,0.56,0.14,0.01,0.57,0.84,0.77,0.62,2.07,1.28,0.62,0.28,0.54,-0.13,-0.21,0.61,0.76,0,--,0,0.75,0,0,0,0.35,0,0,0,0.13,0,0,0,0.29,0,0.15,--,0.24,0.18,0.28,0.16,0.11,
主营业务收入(万元),11488085,7554553,3246620,19883349,14742721,9293627,4128887,17589019,13193509,8797490,4597940,15855621,10510369,6706815,2877557,11764099,8993583,5931843,2519858,7644086,5720637,3757049,1590791,5171465,3440751,2135259,988604,5397243,4154476,2683082,1188743,4140739,2856123,1730057,790846,2543506,1771919,1040465,451367,1334069,1015836,690767,334787,1062727,757039,484891,202193,542089,385570,238907,101621,332707,229798,156168,77912,299579,186070,352451,271218,242781,
主营业务利润(万元),254155,197334,47268,603949,408064,227370,69111,686884,471357,318524,162081,739646,546830,395554,203091,1013820,879957,564493,220003,797746,571765,357840,143895,528226,334493,228570,33437,652741,564866,388342,193670,578947,439153,268373,112797,768435,622664,415332,143279,334182,244435,172091,83734,193311,136659,80476,60217,107645,73480,41835,20556,61491,42976,27973,12923,65535,30805,51951,31170,34505,
营业利润(万元),121898,123552,23751,379467,312727,167117,49032,469507,306148,143580,126633,618471,450499,314418,173590,770697,654358,506270,192781,590847,450077,281900,97706,310891,231840,154136,20418,300344,501810,370031,172489,491567,389139,237556,101903,556960,434919,251787,110652,220911,161349,117096,55853,140741,112555,72686,38269,57116,41646,24070,11025,21049,13877,9891,3759,32299,13168,13267,3474,3454,
投资收益(万元),56686,75715,39008,125641,78702,68815,24873,57403,38681,4763,33742,83245,79396,29022,11985,3775,49128,27510,2212,9005,2333,13810,853,-25522,13078,-11430,14751,-98898,8234,25450,-41,7352,12753,6472,-146,258,353,102,0,318,6,-30,-6,-1139,-1223,-1158,-9,-175,76,0,0,284,154,172,0,182,--,--,48,--,
营业外收支净额(万元),9840,7139,3187,6915,12047,7936,1400,8506,5767,3864,2800,9016,4232,3199,469,-3610,2452,1373,1134,7140,10300,6530,-1088,6723,3505,4428,411,-539,--,-1526,--,878,-941,-903,-192,-3867,0,-597,0,-3640,0,0,0,-12370,0,0,0,-3176,0,0,0,0,-2292,-1329,0,0,--,-2387,0,-2451,
利润总额(万元),131738,130691,26937,386382,324774,175052,50432,478013,311915,147444,129433,627487,454731,317617,174059,767088,656810,507643,193915,597987,460377,288430,96618,317615,235345,158564,20829,299805,500116,368505,172633,492445,388198,236652,101711,553351,430971,251292,110338,217589,160409,116165,55575,127232,101091,68852,36850,53765,40448,23305,10656,17334,11740,8734,3319,30166,13168,10886,2316,1002,
净利润(万元),122911,89636,13490,285065,232451,119634,34738,356501,246998,124041,97056,521587,379179,257618,143418,654945,546784,422858,158726,490714,339943,212421,69750,234925,176285,120190,15177,228510,369876,277926,125721,413273,325142,199357,83613,460935,355528,205663,91386,185138,134396,98257,46562,114350,90117,62642,33099,50524,37496,20361,9054,16950,11729,7228,3316,30143,13156,10866,2315,1002,
