报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.13,0.11,0.05,0.19,0.17,0.1,0.05,0.16,0.13,0.08,0.03,0.11,0.09,0.05,0.02,0.07,0.07,0.04,0,0.06,0.05,0.04,0.02,0.15,0.15,0.1,0.06,0.93,0.19,0.12,0.06,0.27,0.15,0.06,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.44,--,3.39,3.35,3.36,3.35,3.36,3.36,3.35,3.34,3.33,3.3,3.35,3.35,3.35,3.31,3.33,3.32,2.7,2.63,2.63,2.57,2.46,2.23,2.29,2.37,2.33,2.28,2.28,2.24,2.22,2.18,2.17,2.14,2.13,2.04,2.03,1.99,1.98,1.94,1.9,1.86,1.71,1.66,1.08,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.79,--,2.81,1.73,0.82,3.28,2.65,1.68,0.59,3.22,2.85,1.52,0.9,2.8,2.23,1.5,1.04,2.83,1.08,0.73,0.37,1.54,1.17,0.84,0.4,1.72,--,--,--,1.53,0,0,0,1.23,0,0,0,1.26,0,0,0,0.66,0,0,0,0,
主营业务收入(万元),21191260,14468466,7430349,28857087,21922884,15345950,7881693,30372720,22664596,14860615,7270053,25626475,19063940,12529280,6298418,21551851,16061023,10446398,5052870,17616836,12860780,8441858,4154480,15836882,11821841,7849237,3899917,15276426,5367446,3593811,2595038,10046761,7480261,4962908,2419907,8048004,6031238,4024811,1994426,7610879,5714743,3791701,1841460,7073859,5317046,3535768,1760600,5979848,4430216,2893373,1443066,3947761,1744629,2902781,2255055,1493691,
主营业务利润(万元),5668547,3874422,1948930,8391273,6603525,4639481,2364304,8338077,6260007,4050866,1944406,6981779,5220538,3356476,1577815,5475286,4154515,2722940,1240263,4756280,3590388,2409246,1200729,4822801,3811870,2594585,1315108,5240990,1973568,1330469,972556,3662076,2729494,1804967,881861,3489753,2628125,1775762,875306,3443882,2597189,1742034,823593,3397480,2620153,1778794,890887,3021566,2237855,1457260,724301,1726316,753706,1265815,1024662,536212,
营业利润(万元),1029411,876674,425846,1589340,1361667,851982,429172,1291742,1096323,691346,243577,799612,689362,434029,125906,465438,536562,332045,13917,391363,393864,309797,145397,1135553,1183741,825464,451291,541278,741551,531425,284873,1034828,811255,411859,281901,870645,625314,393213,192804,666252,524040,322163,139876,611822,561452,395657,199446,702479,568320,379355,200624,623800,308099,586093,537947,108143,
投资收益(万元),-63642,-21904,-17563,36332,25552,22279,--,19795,19821,224,--,41733,42023,41222,--,86624,44126,44437,-66,48463,23466,23251,0,21216,-241,0,--,0,0,0,0,0,0,0,0,-12101,-9076,-6050,-3025,-12101,-9076,-6050,-3025,-12101,-9076,-6050,-3025,-59573,-4055,-607,-253,2408,2691,1331,4996,1651,
营业外收支净额(万元),13782,7701,10077,-5691,37914,27546,7860,75924,16653,16518,8584,154794,39803,25386,7754,100966,25298,15866,7244,73287,24386,12589,539,82545,34186,32324,6245,206946,-556,-5100,--,280719,-1906,-4308,1198,-14089,-9973,-6985,-293,-1398,0,0,0,10771,0,0,0,-60650,0,-60074,-1357,-7012,0,0,0,0,
利润总额(万元),1043192,884375,435923,1583650,1399581,879529,437032,1367666,1112976,707864,252161,954406,729164,459415,133660,566404,561860,347911,21161,464650,418250,322386,145936,1218098,1217927,857788,457536,748225,740995,526324,285935,1315547,809349,407551,283099,844455,606265,380177,189485,652754,515781,317520,137226,610491,556170,393484,196612,582256,504830,318674,199013,619196,304230,512971,532652,92578,
净利润(万元),269058,230438,104929,398174,349998,222245,109833,344285,278222,176786,63243,236811,183250,115501,33484,141225,140582,87214,4850,122761,106664,82849,37105,313702,309512,218525,116991,1974141,411203,262218,120891,563288,315430,129602,117237,364461,263451,164832,81969,284222,224656,138357,59497,247115,226193,156638,78226,232703,209645,130256,65561,194785,92323,167052,155275,3979,
净利润(扣除非经常性损益后)(万元),265750,228521,102422,399850,340558,215390,107885,325423,275750,174236,--,197724,--,109095,--,115673,--,83336,--,104814,--,79915,--,258271,--,206501,0,136939,0,264195,--,429403,0,234514,--,369687,--,166605,--,278098,0,133865,0,234314,0,149408,0,277906,0,155000,0,197541,0,0,0,0,
经营活动产生的现金流量净额(万元),6887173,4037326,1971506,9242918,6817642,4431435,1905595,8336946,6672121,4259596,1683768,7473841,5950174,3677400,1744021,6945286,5612366,3564758,1245826,6820996,6045966,3219025,1912416,5930882,4721047,3170071,2210603,6007510,2285540,1540861,773492,3262986,2490198,1775802,846582,3639696,2794433,1911541,975892,3249693,2460966,1588923,688599,2601369,1908129,1417337,614507,2487497,1787118,1254404,642328,1293801,699781,1118184,1006153,684727,
现金及现金等价物净增加额(万元),106628,-755319,-30639,380926,-274964,-220855,95288,324686,71355,-398603,-402566,315302,-293226,424460,283425,-748482,-770577,-388985,215174,1468583,277670,-99049,106775,-241521,94929,-194996,-171816,-274262,179747,320263,316632,-556610,-375616,-260133,-303949,668954,543244,226463,108977,83666,350406,171957,33653,-452222,-363746,-57038,306992,-527797,-379920,-414892,-224605,-395083,-265754,-2629968,3871432,166561,
总资产(万元),56168397,54024189,54241374,54712457,51554272,51879950,52422254,53136445,51415057,50826191,50701336,51835729,46899668,47388551,45370228,45852384,43704435,44241145,44233395,44346625,42104625,41878680,40605223,41923230,37008604,35800255,35632831,34703747,14248875,14262406,14437507,14450923,13739901,13722155,13631498,14251293,14088982,13709742,13740877,13835423,14259828,14330861,14462459,14482353,14718783,14681700,15237488,15005456,14320108,14151126,14581656,14994910,11369193,12795316,11288423,4511822,
流动资产(万元),6638975,5645751,6217154,5662065,5305699,5355787,5752165,5233277,5319373,4756164,4865612,4824009,3984777,4588728,4467809,3887248,3807192,3953815,4785856,4229285,2986296,2606366,2799831,3072275,3371850,2940408,4021557,3616020,936128,1267537,1920971,1683615,1715902,1814581,1775600,2044775,1988544,1713399,1748228,1542583,1995141,1859224,1915534,1738263,2139625,2146151,2656151,2227157,2544219,2362871,--,3212954,3133788,4951451,0,1052488,
总负债(万元),32841974,30764603,30896787,31679665,28654970,29360885,29941209,30973835,29487979,29337208,29293889,30612298,25837275,26542488,24438287,24991315,22771597,23309207,23341089,23528581,21347486,21311902,19699227,21038682,15918901,14981170,14681120,13804089,4480614,4752181,4919203,5157177,4828581,6205604,5922215,6252629,6291347,6077309,6105131,6330161,6848906,7057718,7200900,7316905,7584732,7649195,8218962,8128871,7427494,7396715,7974243,8502189,4934647,6567439,5468713,3403177,
流动负债(万元),29310076,27412606,28329012,29116400,25523281,26945329,28430755,29469302,27973961,28919775,28869630,30181175,23688720,23188792,20785502,21348992,19097010,19596355,19610428,19789355,18741279,19978504,18651651,19961240,14679681,13747599,13425477,12503837,3822502,3841033,4702230,4941850,4618634,4585602,4478134,5050823,4992340,5470820,4933584,5116912,5116529,4831591,4511607,4654033,4695182,4552430,4240965,4497277,4458714,4371338,--,4722127,2680299,2922129,0,2170406,
股东权益不含少数股东权益(万元),7842369,7820208,7837389,7733652,7699999,7596167,7591281,7485894,7418764,7303152,7291865,7229728,7176288,7103086,7126250,7102380,7126937,7126847,7108661,7083604,7064090,6999761,7105575,7098389,7106428,7015759,7049050,7031758,5714195,5564694,5565422,5442409,5223438,4722900,4851394,5029859,4932680,4835091,4840407,4758587,4698829,4612677,4602704,4543547,4521945,4010614,4001311,3922524,3899225,3819690,3737781,3672116,2511693,2425955,2264454,432051,
净资产收益率加权(%),3.42,2.94,1.35,5.2,4.57,2.93,1.46,4.68,3.8,2.43,0.87,3.31,2.57,1.62,0.47,1.99,1.98,1.22,0.07,1.7,1.49,1.17,0.52,4.5,--,3.1,0,21.2,0,4.72,--,11.4,0,2.72,--,7.46,--,3.42,--,6.07,0,3,0,5.9,0,3.93,0,6.1,0,3.47,0,7,3.7,7.3,11.1,1.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
