报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.27,0.21,0.06,0.6,0.42,0.27,0.08,0.48,0.26,0.2,0.08,0.47,0.32,0.21,0.09,0.52,0.38,0.29,0.11,0.56,0.07,0.46,0.31,
每股净资产(元),4.89,4.79,7.52,7.44,7.33,7.09,7.08,6.99,6.79,4.43,4.51,4.41,4.24,4.12,4.27,4.18,4.04,3.94,1.71,1.86,0,1.51,1.28,
每股经营活动产生的现金流量净额(元),-0.01,-0.04,-0.06,0.19,0.06,0.06,0.02,0.3,0.13,0.16,0.05,0.29,0.18,0.12,0.04,0.24,0.11,0.1,-0.01,0.6,0.07,0.46,0.21,
主营业务收入(万元),27093,17285,6483,37617,26144,15386,5500,20882,10470,7123,3033,14335,9639,6416,2675,15021,11284,7490,3057,13146,2023,9117,8215,
主营业务利润(万元),10256,6321,2262,15553,10679,6450,2387,9805,5367,3684,1528,7480,4933,3228,1345,7435,5646,3683,1472,6950,1175,5157,4259,
营业利润(万元),4475,2799,823,7624,5621,3586,1037,2983,1100,1100,670,2381,1574,803,250,3733,2982,2121,776,3774,524,2906,1976,
投资收益(万元),49,87,-0,28,45,42,25,103,66,35,--,--,--,--,--,--,--,--,0,--,0,--,4,
营业外收支净额(万元),-57,-17,14,304,106,32,10,2074,1478,916,165,2020,1555,1219,601,702,128,2,0,291,8,5,16,
利润总额(万元),4418,2782,836,7929,5727,3617,1046,5058,2578,2015,835,4401,3129,2022,851,4436,3110,2123,776,4065,532,2910,1992,
净利润(万元),3785,2386,718,6821,4813,3063,872,4416,2192,1707,707,3978,2751,1777,750,3903,2720,1854,679,3591,475,2904,1957,
净利润(扣除非经常性损益后)(万元),--,2411,--,6615,--,3004,--,4477,--,1931,--,3912,--,1776,--,3709,--,1851,679,3337,475,2888,1875,
经营活动产生的现金流量净额(万元),-165,-644,-693,2229,676,668,183,3380,1488,1404,459,2483,1560,1062,334,2045,971,865,-64,3826,467,2958,1305,
现金及现金等价物净增加额(万元),-4923,-5993,-784,-10100,-10404,162,-2564,-4179,-3040,-5605,-948,-890,275,997,902,19639,18924,20057,-2311,2261,-590,-188,1216,
总资产(万元),105607,100893,99731,104087,99802,96978,91554,95199,93361,44154,43427,43304,42056,41650,40851,40250,38514,37996,13706,16140,0,13405,12049,
流动资产(万元),48324,43656,47504,51914,47764,54554,47875,54405,56265,33077,33777,34010,34071,34095,33508,32862,31992,32024,8562,11035,--,8142,7377,
总负债(万元),15557,12565,13115,18370,15323,15989,10731,15653,16040,6389,5051,5721,5930,6538,4476,4655,4102,4451,2787,4309,--,3664,3754,
流动负债(万元),13764,10767,11305,16560,13334,13994,8714,13624,13568,3389,2033,2544,2294,2610,1831,2568,2634,3812,2148,3670,--,3664,3754,
股东权益不含少数股东权益(万元),89904,88152,86414,85491,84210,80692,80523,79547,77321,37765,38376,37583,36126,35112,36374,35594,34411,33546,10919,11831,0,9628,8172,
净资产收益率加权(%),4.22,2.75,0.83,8.32,5.87,3.78,1.09,9.04,5.75,4.44,1.86,10.88,7.43,4.87,2.08,16.74,14.1,15.5,0,37.58,0,32.91,30.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
