报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),-0.34,-0.23,-0.24,-0.68,-0.31,-0.2,-0.06,-0.24,-0.1,-0.03,0.02,0.03,0.04,0,-0.04,-0.38,-0.26,-0.17,0.01,0.04,-0.02,-0.06,-0.04,-0.46,-0.21,-0.19,-0.08,0.01,0.22,0.2,0.18,0.54,0.37,0.25,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.31,--,2.43,--,2.42,2.38,2.34,2.38,2.5,2.58,2.76,2.76,2.72,2.69,2.71,2.75,2.94,2.39,2.53,2.63,2.9,2.89,2.88,5.15,4.96,3.48,3.28,2.8,2.5,2.53,2.46,2.52,2.51,2.44,2.49,2.28,2.13,3.35,3.16,2.99,2.88,2.82,2.74,1.72,1.53,1.42,2.35,1.85,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.4,--,0.26,--,-0.14,-0.17,0.1,0.15,-0.16,0.17,0.39,-0.3,-0.54,-0.56,-0.25,0.29,0.06,0.17,0.16,0.07,0.12,0.29,0.17,-0.28,0.01,0.12,0.4,0.05,0,0,0,1,0,0,0,1.42,0,0,0,0.35,0,0,0,0.49,-0.01,0.43,0.43,0,
主营业务收入(万元),147554,113553,41312,335725,248182,193745,96767,448377,310366,215721,107900,518869,401356,287179,156154,550592,411415,250806,149872,494319,342089,207030,93653,374037,264514,163579,67557,637831,506681,357809,139243,382399,277035,176600,79187,271908,200880,131998,54712,207041,149731,108216,61277,182222,116528,65063,33797,97555,70894,46224,21495,68444,30359,66880,60547,34985,
主营业务利润(万元),2282,2792,-1883,10143,14496,12181,8287,27537,23613,19321,12245,58851,44153,31708,11619,17687,17570,12242,14483,47387,32207,15790,6179,-4292,3170,-1649,-850,69095,70810,53726,27129,69343,50142,30404,--,35915,28274,17192,4309,47534,40708,31540,21350,77326,55500,35899,16118,34169,26510,17084,8043,21551,8926,24887,24692,13615,
营业利润(万元),-44396,-30824,-30111,-86395,-43129,-28381,-7713,-39446,-17889,-8726,-2040,-1529,692,2021,-3140,-44177,-25723,-16889,562,2704,-4132,-6184,-4586,-41074,-19418,-13892,-5227,8872,28680,26042,13671,35214,25370,15374,5552,6313,5277,1336,-2165,20257,20710,16167,11626,27307,23444,13923,7151,11309,8262,5385,2418,7315,2898,5825,6809,2351,
投资收益(万元),-0,-0,--,-26,-29,-29,--,-31,--,--,--,--,--,--,--,219,219,--,--,3744,31,--,0,3392,3392,3392,3342,7198,363,113,--,1364,1364,1364,1364,13753,157,157,0,184,184,184,0,229,233,194,0,90,90,90,0,91,0,200,0,118,
营业外收支净额(万元),-107,964,901,1131,1989,1794,375,3591,3469,3358,3208,5791,5501,294,-81,-1628,-1770,-1425,123,-329,-98,-429,-193,534,-236,-153,-93,-7841,--,-1820,--,--,--,--,--,-357,0,0,0,-245,0,0,0,-3518,0,0,0,-2089,0,-1220,0,0,0,0,0,0,
利润总额(万元),-44503,-29860,-29210,-85265,-41139,-26587,-7338,-35856,-14420,-5368,1168,4261,6193,2315,-3221,-45805,-27493,-18314,685,2375,-4230,-6613,-4779,-40540,-19655,-14046,-5321,1030,26784,24221,12732,31817,22936,15019,5437,19708,5201,1353,-2228,20196,20565,16134,11478,24018,20375,12897,6028,9310,6585,4254,2047,7197,2854,5873,6711,2624,
净利润(万元),-34190,-23615,-24137,-68031,-31497,-20000,-6246,-24299,-9949,-2680,2235,3086,4066,156,-3943,-38289,-25745,-17436,553,3965,-2476,-5619,-4164,-41429,-21440,-15775,-6842,1212,18970,16976,8445,22710,14984,9929,3504,14768,3138,641,-2333,14323,14225,11195,8212,20039,13713,8370,3902,7148,4781,3276,1377,4742,1856,4074,3826,2822,
