报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.69,0.54,0.33,1.01,0.7,0.52,0.28,0.8,0.63,0.49,
每股净资产(元),--,--,5.17,4.84,4.59,--,--,4.05,3.25,2.69,
每股经营活动产生的现金流量净额(元),--,--,0.5,1.24,0.94,--,0.41,0.68,0.74,0.66,
主营业务收入(万元),321278,208788,104755,394288,282457,185254,92719,332129,284163,246704,
主营业务利润(万元),118310,78142,39052,143063,101046,66392,33108,116721,97479,81613,
营业利润(万元),23843,17279,9483,30248,20570,15037,8227,24776,20537,16266,
投资收益(万元),--,--,--,51,--,--,--,109,131,86,
营业外收支净额(万元),775,432,301,861,894,565,387,539,256,1361,
利润总额(万元),24618,17711,9784,31109,21464,15603,8614,25315,20793,17627,
净利润(万元),16406,12037,6562,20238,14085,10492,5571,16072,12504,9896,
净利润(扣除非经常性损益后)(万元),15790,11668,--,19453,--,10007,--,15537,12309,--,
经营活动产生的现金流量净额(万元),15706,17242,10047,24714,18763,14400,8147,13652,14885,13262,
现金及现金等价物净增加额(万元),53432,73144,3436,-271,3058,6465,8836,-1936,-3063,8494,
总资产(万元),357857,331427,255284,252968,244846,--,--,217969,161531,152025,
流动资产(万元),252361,244481,170809,169184,165742,--,--,148974,118175,111953,
总负债(万元),137346,110121,139165,144404,141679,--,--,126323,88272,91283,
流动负债(万元),135583,107883,131193,136331,133422,--,--,122835,88034,90858,
股东权益不含少数股东权益(万元),214201,209831,103354,96792,91865,--,--,80981,64909,53805,
净资产收益率加权(%),10.18,8.82,6.56,22.91,16.47,12.56,6.65,22.03,21.27,20.26,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
