报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.86,0.83,0.25,1.66,0.87,0.69,0.44,2.45,2.1,1.49,0.47,1.93,1.41,0.71,0.25,1.51,1.21,0.86,0.33,1.17,0.83,0.61,0.22,0.96,0.56,0.28,0.1,0.94,0.35,0.21,0.04,1.62,0.7,0.64,0.1,--,--,--,--,0.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,14.09,--,13.1,12.4,12.14,11.89,11.74,11.34,10.93,10.6,10.24,10,9.7,9.48,9.12,8.84,8.75,8.65,6.48,6.35,9.37,9.35,8.97,7.06,5.84,7.01,6.44,6.32,6.18,6.1,5.93,5.8,5.7,5.58,5.34,5.24,6.2,6.05,5.56,5.44,5.24,5.13,5.05,4.95,4.87,4.72,4.63,4.51,4.45,3.37,3.24,3.39,3.34,3.22,3.09,2.96,2.56,2.35,2.68,2.44,2.22,2.49,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.46,--,2.15,1.41,-0.14,-1.23,-1.6,-1.76,-0.54,-2.59,-1.3,-1.16,-0.46,4.11,3,1.83,0.06,-2.28,-2.2,-2.5,-1.63,-4.74,-2.6,-2.3,-1.97,-3.1,--,0,0,-2.21,0,0,--,-1.97,0,0,--,-0.39,0,0,0,1.73,0,0.52,0.22,0.06,0,0.47,0.44,0.38,0.09,0.83,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),2390603,1797395,600477,4338506,2375316,1604716,725065,3256781,2347144,1613357,614450,2529676,1614568,1008051,360636,1511137,1247226,809149,283292,1378243,958469,698115,242404,1013770,528738,287578,82309,357318,191079,144693,56295,411164,219676,171737,38269,293940,144121,83465,34280,265948,154448,100780,42758,347590,181298,118363,70453,483883,332951,211627,87637,385415,267754,157310,69066,332082,137810,291723,128858,93047,14915,59857,15168,159794,92044,181871,16743,93886,17781,32412,14717,24563,8114,7109,
主营业务利润(万元),542257,403720,164939,1077827,544769,404207,194133,894514,715415,486163,203323,807844,558471,325850,108377,500812,410436,256936,90917,383485,264851,199086,70038,255274,139854,76702,27257,121043,64051,51417,21773,141965,63591,51028,11624,88994,37735,22334,9628,62826,42287,30976,11185,63514,32051,22166,9717,61343,38977,27332,11746,51542,35989,21803,12292,51665,20628,48873,23245,30572,6114,11857,5399,9379,3310,5952,3169,9443,5192,7868,4073,6602,0,0,
营业利润(万元),384321,346904,115089,830841,432561,334480,160805,792721,665046,473809,174648,623436,441892,250424,84071,438951,368564,240575,76838,326454,236973,182986,61534,227464,119355,60757,20506,129021,48032,30538,6424,132721,58826,51067,6993,71018,28651,17220,7534,54198,41405,28699,8963,50755,26759,17854,7258,47982,28371,20555,8140,37791,23233,15066,9179,31523,11850,30430,14223,19878,2853,5814,2098,9259,0,7367,0,9558,0,8019,0,6760,0,0,
投资收益(万元),54288,49311,1518,32504,21572,14332,11944,56927,30562,28218,231,557,220,2488,503,5334,5829,5126,2004,6531,3856,2545,392,30457,25779,18875,7967,80282,1455,-2729,-170,20106,10146,8977,-143,-2704,-4351,-3110,-1795,-3592,-2781,-1474,-1203,-4955,-3844,-2468,-1338,-3536,-3558,-2282,-1367,-4250,-3516,-2193,-1326,-4528,-1529,540,-823,2868,2571,5256,2139,2126,376,3329,1987,2764,849,2894,0,945,0,0,
营业外收支净额(万元),2032,1001,1028,1763,3168,1377,-63,3997,1807,-361,2387,-3486,-131,-362,-87,10234,-58,71,161,758,463,381,336,-91,2074,1652,1210,1166,--,1077,--,--,2776,2002,--,-117,262,0,43,-339,0,0,7,-1951,0,0,7,-2242,18,1,61,-1426,3,-64,0,-1110,0,1019,0,775,0,0,0,0,-1,0,264,0,0,0,0,25,--,--,
利润总额(万元),386353,347905,116117,832604,435728,335857,160742,796718,666854,473448,177035,619950,441761,250063,83984,449185,368506,240646,76999,327212,237437,183367,61870,227373,121429,62409,21717,130186,49650,31615,7165,145444,61602,53068,7829,71875,28055,17475,5783,53604,40543,29122,9757,47173,26251,18753,6906,45520,26432,19874,7350,33576,21181,13996,9170,29144,12581,35372,15408,25601,6010,11785,4693,11730,4271,10956,5785,12957,6076,10725,5099,7950,2297,1894,
净利润(万元),221901,214550,65319,426364,224067,178543,75543,420215,360523,255063,81070,331827,241872,122053,42943,259178,208453,146859,56157,201140,142687,105018,38490,164414,96092,48685,17058,122762,38866,21873,3696,115788,48012,41725,6383,56791,21330,13887,4491,42158,31279,23129,7763,35980,21321,15189,5452,33048,20052,14547,5379,24182,15020,10364,7076,17496,6994,20891,8641,15981,5818,11376,4484,10455,4007,10016,5560,12556,6039,10641,5076,8056,2282,1675,
净利润(扣除非经常性损益后)(万元),189972,197759,64938,441673,230986,184288,79476,392318,326217,221767,--,334747,--,122247,--,249023,--,146862,--,200318,--,105124,--,165477,0,47836,0,125464,0,23904,0,106903,--,41522,--,56433,--,13628,0,42078,0,22974,--,37632,0,15067,--,34983,0,14557,0,25748,15355,10692,0,18954,4955,18163,9086,15801,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),-265297,-736110,-685198,-644706,-549463,-733232,-433063,49592,79374,-127551,79002,509878,368826,242031,-23245,-211234,-274140,-302494,-92818,-444629,-223807,-199855,-79386,705473,515204,314642,9461,-391984,-278763,-317046,-137643,-400259,-219298,-168935,-124320,-192015,-27568,5822,-18136,-136655,-69183,-39337,-761,-121591,-61770,-59895,-96336,-20236,-2548,-4982,-6317,82612,0,24958,10593,2706,-16511,22585,21066,15120,3539,29911,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),326314,77868,47818,-128792,-232110,-564973,-464391,601717,382732,516327,580839,455853,293328,362545,243875,474538,254434,-100726,-846,13893,204671,153971,-72624,141760,256880,120364,-17228,381307,-34243,-87067,30065,262558,209371,3191,-4976,61237,178040,63449,10297,-9027,5313,12894,8867,-29360,20049,35557,-23626,8690,-30589,-32301,-9870,13213,0,8816,3190,-22535,-18060,33801,19941,22271,15876,-5695,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),18141797,16880926,16157706,15169237,14506198,14095400,13496747,13404045,12329410,11751580,11534184,10919724,9475765,8766177,8404344,7966649,7167522,6570325,6221166,5981824,5438006,5178564,4742958,4789716,4244916,4045199,3859892,3743701,2977632,2779944,2641474,2510716,1866931,1421195,1307606,1420184,1408371,1091552,984154,893657,867580,872596,853645,845500,697280,685253,577283,592365,541758,523630,519564,526896,511156,505188,479062,469262,527029,488883,474137,388623,353694,274342,272668,261275,270946,246465,186761,173924,137449,114517,102362,99022,--,--,
流动资产(万元),16925840,15599496,15011593,14025067,13357068,12954892,12348843,12285216,11482286,11031773,10815318,10307214,8895599,8186533,7836655,7394276,6541843,5947738,5592230,5361097,4896259,4629160,4220087,4263616,3735232,3540280,3363120,3249740,2597081,2406904,2266683,2166572,1520261,1166918,1062773,1089851,1076638,753756,682005,608212,581726,578510,587040,575318,420832,432830,407963,392161,340973,321456,319301,--,--,0,271982,0,0,0,0,0,116955,94723,104545,128550,133534,111306,60285,61495,40750,27222,23801,28759,--,--,
总负债(万元),13324860,12141043,11656693,10794559,10467635,10140588,9517356,9512328,8995084,8543388,8460907,7975796,6679014,6176372,5909852,5538950,4798435,4301749,4054383,3867232,3388291,3174219,2864485,2959512,2533183,2379616,2215281,2115751,2005118,1823218,1711646,1596242,1055758,869159,923611,970410,995936,686774,587832,504785,489802,503029,490759,490200,358161,352770,249334,259951,257172,245494,251611,264430,253927,253176,231177,231793,275364,238270,229064,213749,187176,151548,151528,144435,170738,150709,114679,107465,69161,52302,45533,45423,--,--,
流动负债(万元),9109258,8379581,8141998,8011429,7945557,8007258,7470327,7483493,7328612,6830023,6943871,6524911,5421428,4429723,4126022,3968135,3549629,3200924,2923277,2850780,2293518,2206252,2179210,2371235,1857917,1895786,1679891,1421842,1400961,1221030,1233004,1228146,719801,540234,479412,575596,632870,502708,380996,343874,418980,446697,479628,488965,356807,351455,244040,254651,251769,225910,225322,--,--,0,151396,0,0,0,0,0,162250,121186,109011,102704,133246,113061,70384,79439,43547,32567,27781,27670,--,--,
