报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.78,1.37,0.08,0.36,0.29,0.2,0.08,0.26,0.2,0.12,0.05,0.48,0.37,0.48,0.15,0.62,0.45,0.29,0.11,0.72,0.59,0.33,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.87,8.1,7.76,7.61,7.45,7.69,7.55,1.97,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.37,0.39,0.15,0.46,0.27,0.19,0.07,0.66,0.74,0.51,
主营业务收入(万元),219848,168805,3929,15718,12010,8275,3551,12845,9748,6337,2903,16421,12614,8224,3411,11793,8549,5758,2833,10888,9144,8724,
主营业务利润(万元),160332,124375,2713,11114,8577,5995,2641,9176,6907,4444,2045,12193,9344,6122,2505,8364,6044,4046,2003,7938,6414,4799,
营业利润(万元),89819,79915,1562,6377,5345,3751,1571,4500,3618,2193,961,8419,6708,4369,1387,5049,3661,2265,1005,4696,3953,2216,
投资收益(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,2,475,7,
营业外收支净额(万元),3020,1328,28,227,175,6,1,356,150,62,12,482,77,54,3,392,200,100,55,288,139,127,
利润总额(万元),92840,81242,1590,6604,5520,3757,1573,4856,3768,2255,974,8901,6784,4423,1390,5442,3860,2364,1060,4984,4093,2344,
净利润(万元),70103,61286,1351,5700,4687,3244,1337,4188,3195,1908,828,7699,5881,3874,1182,4648,3326,2054,901,4293,3546,1958,
净利润(扣除非经常性损益后)(万元),11879,4351,1328,5508,4538,3238,1335,3885,3067,1856,817,7289,--,3828,--,4315,--,1969,--,--,--,--,
经营活动产生的现金流量净额(万元),63862,68400,1694,5869,4504,2249,1786,5619,4097,2007,412,7868,5958,3117,1188,3667,2158,1549,585,3936,4421,3086,
现金及现金等价物净增加额(万元),3609,49478,1632,-1094,-2265,412,4266,-2613,646,-314,-523,782,-425,1456,107,42986,41581,44517,48528,-2555,622,2284,
总资产(万元),178895,211963,68186,66775,65879,69641,69896,65297,67955,66985,65839,65140,63891,66570,63640,62321,60800,62855,66689,17568,11431,11748,
流动资产(万元),102086,152791,50385,48685,47514,50986,52704,48412,52173,52027,52151,51992,50915,53533,51512,51116,49986,52377,56196,7028,8256,8120,
总负债(万元),59180,56264,1933,1873,1991,2396,4559,1296,4946,1263,1198,1327,1895,1781,1543,1406,1208,1334,6321,5720,875,4738,
流动负债(万元),58342,55393,1680,1607,1700,2105,4268,1005,4946,1263,1198,1327,1895,1781,1543,1406,1208,1334,6321,5720,875,4738,
股东权益不含少数股东权益(万元),119715,155699,66253,64902,63888,67245,65338,64001,63008,65722,64641,63814,61996,64789,62096,60915,59592,61521,60368,11848,10556,7009,
净资产收益率加权(%),53.73,48.68,2.06,8.68,7.07,4.94,2.07,6.45,4.88,2.95,1.29,12.11,9.21,6.16,1.92,9.52,7.41,5.6,7.33,41.07,40.38,23.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
