报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.22,0.13,0.04,0.33,0.21,0.09,0.03,0.32,0.16,0.09,0.03,0.24,0.16,0.09,0.06,0.3,0.19,0.13,0.06,0.28,0.18,0.12,0.04,0.69,0.54,2.37,0.95,0.02,
每股净资产(元),7.2,7.1,6.64,6.6,6.44,6.35,6.3,6.26,6.09,6.1,6.04,5.68,5.6,5.52,8.31,8.24,8.13,8.07,8.15,8.09,7.99,7.92,7.93,7.89,2.27,6.18,1.81,0.86,
每股经营活动产生的现金流量净额(元),0.04,0.09,0.63,-1.06,-0.92,-0.82,-0.52,-0.82,-0.94,-0.52,-0.23,-0.88,-0.33,-0.22,-0.44,-0.57,-0.44,-0.15,0.18,-1.02,-0.91,-0.64,-0.22,-0.4,-1,-1.13,0.4,-0.03,
主营业务收入(万元),48318,29056,11258,63566,38599,22877,11746,58337,34864,24026,11845,43825,31511,25737,11449,38685,27513,17192,7828,24277,20490,10931,4184,30860,20898,25736,7187,1239,
主营业务利润(万元),14113,8335,3764,18560,11353,6135,3135,15709,10070,6238,2610,9991,6260,4385,1892,7351,4999,3101,1452,5340,4049,2409,963,7256,4804,5735,1750,319,
营业利润(万元),4129,2318,556,5850,3491,943,125,5739,2535,1192,431,2968,1468,1407,558,2656,1518,1032,431,2610,1829,1226,390,4638,3162,4312,1251,30,
投资收益(万元),-199,-139,-59,-71,-187,-183,-135,179,-295,-427,-173,68,15,--,--,29,--,--,--,--,--,--,--,--,0,--,0,--,
营业外收支净额(万元),319,261,205,1323,1120,803,551,1128,681,608,215,1808,1304,175,104,642,469,389,261,194,24,37,8,454,166,62,--,-0,
利润总额(万元),4447,2580,761,7172,4611,1746,677,6868,3216,1800,646,4776,2772,1582,662,3298,1986,1421,691,2804,1853,1263,398,5092,3327,4375,1251,30,
净利润(万元),3584,2042,567,5338,3341,1394,507,5032,2533,1335,435,3363,2262,1246,539,2772,1707,1194,555,2569,1691,1125,353,4576,3011,3955,1236,30,
净利润(扣除非经常性损益后)(万元),--,1952,--,4760,--,1039,--,4420,--,1058,--,1880,--,1098,--,2230,--,864,--,2390,--,1092,--,4156,2858,3880,1229,30,
经营活动产生的现金流量净额(万元),654,1428,10121,-17092,-14777,-13235,-8350,-13265,-15110,-8242,-3627,-12046,-4509,-3021,-4000,-5191,-4003,-1332,1685,-9374,-8302,-5875,-2036,-3680,-6865,-1892,515,-41,
现金及现金等价物净增加额(万元),4670,2532,4249,-11313,-10531,-7901,-5280,-2565,-3892,-1997,-4409,-14360,-14848,-6200,-2400,-15580,-10864,-10614,-6629,-10836,-15299,-13240,-2664,57329,-623,2001,592,100,
总资产(万元),235339,224892,206753,188921,179709,168401,159044,159646,154272,145587,131417,115543,111928,117599,107397,104570,113474,106795,98425,106910,99862,90434,89580,91754,32148,19613,4853,2229,
流动资产(万元),172834,167154,161445,147783,141293,130572,123379,123686,119383,111106,95425,90077,86450,95010,89546,87199,94926,88867,83706,93712,90890,81741,84730,87475,28227,18262,3583,1375,
总负债(万元),99934,90932,95709,78437,72527,62847,54737,55720,54045,47251,33987,35426,33645,40456,31252,29047,38651,32414,23342,32346,26218,17944,16946,19474,16561,9294,2499,1118,
流动负债(万元),96934,87932,92709,75437,72527,62847,54737,55720,54045,47251,33987,35426,33511,40446,31252,29037,38651,32414,23342,32300,26218,17944,16946,19474,16561,9294,2499,1118,
股东权益不含少数股东权益(万元),115668,114126,106695,106128,103491,102112,101248,100736,97806,95898,95000,77963,76861,75846,76062,75470,74408,73892,74626,74071,73158,72490,72634,72281,15586,10299,2344,1112,
净资产收益率加权(%),3.32,1.91,0.53,5.17,3.27,1.37,0.5,5.3,2.71,1.54,0.56,4.36,2.95,1.64,0.71,3.67,2.28,1.59,0.75,3.51,--,1.54,--,30.84,22.77,74.07,71.46,2.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
